Attrition_Flag,Dependent_count,Income_Category,Card_Category,Months_on_book,Credit_Limit,Total_Trans_Amt,Avg_Utilization_Ratio
Existing Customer,0,Less than $40K,Blue,42,2376,3795,0.638
Existing Customer,1,Less than $40K,Blue,13,2174,2510,0.696
Existing Customer,2,$120K +,Blue,32,5489,4085,0.276
Existing Customer,5,Unknown,Blue,38,11287,5157,0.134
Existing Customer,2,Unknown,Blue,30,14828,15572,0.102
Existing Customer,4,$40K - $60K,Blue,32,7139,14802,0.212
Existing Customer,0,$120K +,Blue,36,3176,2074,0.475
Existing Customer,3,$80K - $120K,Blue,31,27374,4231,0.055
Existing Customer,3,$60K - $80K,Silver,31,34516,7167,0.044
Existing Customer,3,$40K - $60K,Blue,36,8184,4134,0.184
Existing Customer,3,$40K - $60K,Blue,20,6247,5158,0.241
Existing Customer,4,$80K - $120K,Blue,38,2510,3623,0.601
Existing Customer,3,Less than $40K,Blue,24,2617,4400,0.576
Existing Customer,3,Less than $40K,Blue,44,4364,1392,0.345
Existing Customer,3,$120K +,Blue,28,19192,15615,0.079
Existing Customer,0,$80K - $120K,Blue,45,2135,4821,0.705
Existing Customer,2,$120K +,Blue,49,3029,2394,0.497
Existing Customer,2,Less than $40K,Blue,29,2288,4396,0.658
Existing Customer,2,$60K - $80K,Blue,30,4934,2747,0.305
Existing Customer,3,$60K - $80K,Blue,36,14593,3447,0.103
Existing Customer,1,$80K - $120K,Blue,44,9078,1543,0.165
Existing Customer,5,$80K - $120K,Blue,33,34516,3368,0.043
Existing Customer,4,Less than $40K,Blue,36,2912,4518,0.515
Existing Customer,4,$40K - $60K,Blue,28,11642,9137,0.129
Existing Customer,3,$80K - $120K,Blue,24,8628,2902,0.174
Existing Customer,0,Less than $40K,Blue,46,2416,2372,0.62
Existing Customer,1,$60K - $80K,Blue,36,2645,4251,0.567
Existing Customer,3,$80K - $120K,Blue,32,20860,3435,0.072
Existing Customer,3,$60K - $80K,Blue,33,13513,3503,0.111
Existing Customer,3,Less than $40K,Blue,33,2363,4420,0.633
Existing Customer,2,$80K - $120K,Silver,37,34516,3247,0.043
Existing Customer,0,$60K - $80K,Blue,46,23925,3677,0.062
Existing Customer,2,$60K - $80K,Gold,18,34516,7885,0.043
Existing Customer,3,Unknown,Blue,48,7176,5063,0.208
Existing Customer,1,$60K - $80K,Blue,24,4328,14731,0.345
Existing Customer,3,Less than $40K,Blue,36,4476,4603,0.333
Existing Customer,1,Unknown,Blue,51,11037,2429,0.135
Existing Customer,2,$40K - $60K,Blue,36,2602,3151,0.573
Existing Customer,2,Less than $40K,Blue,31,2450,3778,0.608
Existing Customer,2,Less than $40K,Blue,36,4396,3942,0.339
Existing Customer,2,Less than $40K,Blue,32,2485,3697,0.599
Attrited Customer,0,Less than $40K,Blue,36,4353,9226,0.342
Existing Customer,5,Unknown,Blue,35,1942,4940,0.766
Existing Customer,4,Less than $40K,Blue,37,1765,3333,0.842
Existing Customer,3,$40K - $60K,Silver,40,16239,3838,0.092
Existing Customer,3,$120K +,Blue,31,3234,1354,0.459
Attrited Customer,2,Less than $40K,Blue,26,1821,2824,0.816
Existing Customer,4,Less than $40K,Blue,36,2333,1198,0.637
Existing Customer,4,$80K - $120K,Blue,36,8063,4275,0.184
Existing Customer,3,$40K - $60K,Blue,35,8566,4195,0.173
Existing Customer,4,Less than $40K,Blue,39,2755,4394,0.538
Existing Customer,4,$60K - $80K,Silver,38,32658,2023,0.045
Existing Customer,3,Less than $40K,Blue,36,9351,5099,0.158
Existing Customer,2,$120K +,Blue,36,13001,3671,0.114
Existing Customer,2,$80K - $120K,Blue,30,16050,3215,0.092
Existing Customer,2,Less than $40K,Blue,43,6853,2833,0.216
Existing Customer,2,Unknown,Blue,42,2373,4228,0.624
Existing Customer,2,$80K - $120K,Blue,36,19262,4812,0.077
Existing Customer,4,Less than $40K,Blue,36,3216,14178,0.46
Existing Customer,2,Less than $40K,Blue,35,9235,1537,0.16
Existing Customer,2,$40K - $60K,Blue,36,5426,1266,0.272
Existing Customer,1,$120K +,Blue,42,34516,1308,0.043
Existing Customer,2,$80K - $120K,Blue,45,1867,4097,0.792
Existing Customer,3,Less than $40K,Blue,13,6078,8442,0.243
Existing Customer,3,$40K - $60K,Blue,36,3088,5095,0.478
Existing Customer,2,Less than $40K,Blue,36,2629,1725,0.561
Attrited Customer,2,$120K +,Blue,33,1726,1804,0.855
Existing Customer,2,$80K - $120K,Blue,36,5269,2094,0.28
Existing Customer,3,Less than $40K,Blue,38,2775,4608,0.532
Existing Customer,2,Unknown,Blue,36,8096,1794,0.182
Existing Customer,5,Less than $40K,Blue,36,2718,3542,0.542
Attrited Customer,3,Unknown,Blue,43,1790,2128,0.823
Attrited Customer,3,$40K - $60K,Blue,34,1654,2086,0.891
Existing Customer,2,Less than $40K,Blue,36,3414,1803,0.431
Attrited Customer,2,Less than $40K,Blue,29,2520,2061,0.585
Existing Customer,4,Unknown,Silver,34,33874,13753,0.043
Existing Customer,0,$40K - $60K,Blue,21,2801,2467,0.526
Existing Customer,4,$80K - $120K,Blue,31,11882,3291,0.124
Attrited Customer,4,Less than $40K,Blue,39,3411,2108,0.432
Existing Customer,3,Less than $40K,Blue,37,8512,4056,0.173
Existing Customer,2,$120K +,Blue,35,3214,14557,0.458
Existing Customer,1,$60K - $80K,Blue,31,2283,5100,0.644
Existing Customer,2,$40K - $60K,Blue,34,2075,2556,0.708
Existing Customer,1,Less than $40K,Blue,36,2133,1426,0.689
Existing Customer,1,Less than $40K,Blue,48,2267,3709,0.648
Existing Customer,2,$60K - $80K,Silver,32,34516,1330,0.043
Existing Customer,2,$40K - $60K,Blue,47,2848,1135,0.515
Existing Customer,3,$80K - $120K,Blue,37,5116,2361,0.287
Existing Customer,3,$40K - $60K,Blue,25,2275,4977,0.645
Existing Customer,5,$120K +,Blue,31,6748,1201,0.217
Existing Customer,1,Less than $40K,Blue,18,2963,2523,0.495
Existing Customer,0,$40K - $60K,Blue,50,7348,3066,0.2
Existing Customer,2,$120K +,Blue,37,3132,3612,0.468
Existing Customer,4,$80K - $120K,Blue,45,34516,7223,0.042
Existing Customer,2,Unknown,Blue,45,7563,4175,0.194
Existing Customer,3,Less than $40K,Blue,32,2329,4286,0.629
Existing Customer,4,$80K - $120K,Blue,36,2165,3672,0.677
Existing Customer,1,$40K - $60K,Blue,38,3485,4776,0.42
Existing Customer,5,$80K - $120K,Blue,36,2509,3166,0.583
Existing Customer,4,Less than $40K,Blue,36,2192,4905,0.668
Existing Customer,4,Less than $40K,Blue,35,6448,7546,0.227
Existing Customer,1,$80K - $120K,Blue,32,15488,2916,0.094
Existing Customer,1,$80K - $120K,Blue,36,17742,3369,0.082
Existing Customer,1,$80K - $120K,Blue,39,14817,4014,0.099
Existing Customer,3,Unknown,Blue,38,1634,4397,0.895
Existing Customer,3,Less than $40K,Blue,42,3949,4124,0.37
Existing Customer,2,$80K - $120K,Blue,24,16667,15301,0.088
Existing Customer,5,$40K - $60K,Blue,38,2446,4610,0.597
Existing Customer,5,$60K - $80K,Blue,25,12399,7855,0.118
Existing Customer,3,Less than $40K,Blue,36,2049,3514,0.713
Existing Customer,3,$40K - $60K,Blue,42,2293,4436,0.637
Existing Customer,2,$40K - $60K,Blue,36,3843,16461,0.38
Existing Customer,5,$60K - $80K,Silver,36,31756,4759,0.046
Existing Customer,1,$80K - $120K,Blue,54,5182,7960,0.282
Existing Customer,3,Less than $40K,Blue,36,2624,4487,0.556
Existing Customer,3,Less than $40K,Blue,36,2166,8215,0.673
Existing Customer,1,Less than $40K,Silver,55,13399,16493,0.109
Existing Customer,4,Less than $40K,Blue,36,2178,5363,0.668
Existing Customer,5,$60K - $80K,Blue,36,8645,1435,0.168
Existing Customer,0,Less than $40K,Blue,56,8705,2688,0.167
Existing Customer,3,Less than $40K,Blue,36,2515,4025,0.578
Existing Customer,2,$120K +,Blue,52,23362,15399,0.062
Existing Customer,4,$40K - $60K,Blue,36,6507,4544,0.223
Existing Customer,3,Less than $40K,Blue,30,2415,3970,0.601
Existing Customer,3,$60K - $80K,Blue,25,5240,2172,0.277
Existing Customer,3,Less than $40K,Blue,29,2228,4382,0.65
Existing Customer,2,$40K - $60K,Blue,26,3664,4413,0.395
Existing Customer,3,$80K - $120K,Blue,42,6805,3463,0.213
Existing Customer,2,$80K - $120K,Blue,36,1981,4639,0.731
Existing Customer,3,$40K - $60K,Blue,36,7925,3815,0.182
Existing Customer,2,Less than $40K,Blue,36,2712,4520,0.533
Attrited Customer,3,$40K - $60K,Blue,36,1915,2264,0.755
Existing Customer,3,Less than $40K,Blue,38,3541,3410,0.408
Existing Customer,1,Less than $40K,Blue,55,8283,7553,0.174
Existing Customer,3,$80K - $120K,Blue,31,5228,2683,0.276
Existing Customer,0,$40K - $60K,Blue,33,2337,3945,0.617
Existing Customer,1,$80K - $120K,Silver,37,34516,1575,0.042
Existing Customer,0,Less than $40K,Blue,36,3832,4741,0.376
Existing Customer,3,$40K - $60K,Blue,36,8818,1865,0.163
Existing Customer,1,$60K - $80K,Silver,36,33711,14880,0.043
Existing Customer,2,$80K - $120K,Blue,43,6383,4462,0.225
Existing Customer,2,$120K +,Silver,36,34516,3564,0.042
Existing Customer,3,$80K - $120K,Blue,40,19458,1217,0.074
Existing Customer,1,$80K - $120K,Silver,29,34516,4238,0.042
Existing Customer,5,$60K - $80K,Blue,38,2290,1119,0.626
Existing Customer,0,$40K - $60K,Blue,53,5561,1820,0.258
Existing Customer,3,Unknown,Blue,38,26516,3609,0.054
Existing Customer,2,$120K +,Blue,36,18551,5364,0.077
Existing Customer,2,$40K - $60K,Blue,27,5800,8202,0.247
Existing Customer,0,$40K - $60K,Blue,55,1651,4050,0.868
Existing Customer,1,$60K - $80K,Blue,36,6022,3433,0.238
Existing Customer,3,$120K +,Blue,42,8856,5072,0.162
Existing Customer,3,Unknown,Blue,42,1910,5253,0.749
Existing Customer,2,$120K +,Blue,36,21079,13930,0.068
Existing Customer,3,Less than $40K,Blue,33,7717,1248,0.185
Existing Customer,4,Less than $40K,Blue,34,2560,4783,0.559
Existing Customer,3,Less than $40K,Blue,36,1946,4643,0.735
Existing Customer,3,Less than $40K,Blue,48,4908,3535,0.291
Existing Customer,4,Less than $40K,Blue,36,1656,4258,0.863
Existing Customer,3,$40K - $60K,Blue,23,6392,4069,0.224
Existing Customer,3,$80K - $120K,Blue,46,11765,8914,0.121
Existing Customer,2,$40K - $60K,Blue,56,6797,3962,0.21
Existing Customer,1,$60K - $80K,Blue,40,3170,4097,0.45
Existing Customer,0,$40K - $60K,Silver,53,16541,4352,0.086
Existing Customer,1,Less than $40K,Blue,47,2394,4611,0.596
Existing Customer,4,$60K - $80K,Gold,36,34516,7582,0.041
Existing Customer,2,$80K - $120K,Blue,41,2757,3992,0.517
Existing Customer,2,$40K - $60K,Blue,31,6530,8904,0.218
Existing Customer,2,$80K - $120K,Blue,47,11358,14327,0.125
Existing Customer,0,Less than $40K,Blue,55,2492,1375,0.571
Existing Customer,2,$60K - $80K,Blue,36,4141,3512,0.344
Attrited Customer,1,Unknown,Blue,39,12972,2238,0.11
Existing Customer,3,Less than $40K,Blue,43,5062,4535,0.281
Existing Customer,1,Less than $40K,Blue,45,9752,14220,0.146
Existing Customer,3,Less than $40K,Blue,36,3136,1260,0.453
Existing Customer,1,$80K - $120K,Blue,38,18432,2748,0.077
Existing Customer,1,Less than $40K,Blue,44,3222,4613,0.441
Existing Customer,3,Less than $40K,Blue,29,8801,1104,0.161
Existing Customer,2,$80K - $120K,Blue,30,3735,1837,0.38
Existing Customer,1,Less than $40K,Blue,38,2550,8063,0.557
Existing Customer,3,Less than $40K,Blue,13,6077,12489,0.234
Existing Customer,3,$120K +,Blue,31,11789,1463,0.12
Existing Customer,3,$80K - $120K,Blue,36,20882,2291,0.068
Existing Customer,3,Less than $40K,Blue,28,7234,4466,0.196
Existing Customer,3,Unknown,Blue,24,3427,4218,0.414
Existing Customer,5,Less than $40K,Blue,36,2291,4498,0.619
Existing Customer,2,$60K - $80K,Blue,36,2243,1334,0.632
Existing Customer,5,$80K - $120K,Silver,40,34516,16579,0.041
Existing Customer,3,$80K - $120K,Blue,37,34516,4026,0.041
Existing Customer,1,Less than $40K,Blue,32,1834,5653,0.772
Existing Customer,4,Unknown,Blue,39,2333,5137,0.606
Existing Customer,2,$60K - $80K,Blue,40,14951,3899,0.095
Attrited Customer,1,$80K - $120K,Blue,22,3711,3922,0.381
Attrited Customer,1,Less than $40K,Blue,45,1952,2452,0.723
Existing Customer,0,Less than $40K,Blue,48,2120,3882,0.666
Existing Customer,3,Less than $40K,Blue,36,1986,7249,0.71
Existing Customer,2,$80K - $120K,Blue,34,3841,8444,0.367
Existing Customer,1,$60K - $80K,Blue,26,15755,2061,0.089
Existing Customer,1,Less than $40K,Blue,36,2697,4489,0.523
Existing Customer,3,$40K - $60K,Blue,40,2405,4421,0.586
Existing Customer,1,Unknown,Blue,40,2492,4374,0.566
Existing Customer,2,$60K - $80K,Blue,51,6036,1741,0.233
Existing Customer,1,$120K +,Blue,32,17393,1692,0.081
Existing Customer,0,$40K - $60K,Blue,42,1931,4797,0.73
Existing Customer,1,$80K - $120K,Blue,46,21032,15584,0.067
Existing Customer,3,Less than $40K,Blue,36,2957,4280,0.476
Existing Customer,3,$40K - $60K,Gold,36,23981,14455,0.059
Existing Customer,3,$40K - $60K,Blue,36,5154,1694,0.273
Attrited Customer,1,$80K - $120K,Blue,48,30271,3231,0.046
Existing Customer,2,$120K +,Silver,38,34516,3342,0.041
Existing Customer,4,Unknown,Blue,40,26496,3691,0.053
Existing Customer,2,Less than $40K,Blue,36,3506,1999,0.401
Existing Customer,3,$40K - $60K,Blue,36,12552,15508,0.112
Existing Customer,2,$60K - $80K,Blue,47,2175,3994,0.646
Existing Customer,2,$40K - $60K,Blue,44,2147,4240,0.653
Existing Customer,1,Less than $40K,Blue,50,3566,2425,0.393
Existing Customer,3,Unknown,Blue,42,4349,4694,0.322
Existing Customer,2,$80K - $120K,Blue,36,12944,4389,0.108
Existing Customer,3,$80K - $120K,Silver,32,34516,3748,0.04
Existing Customer,1,$80K - $120K,Blue,39,5384,4338,0.259
Existing Customer,2,Less than $40K,Blue,23,2997,1577,0.465
Existing Customer,1,$60K - $80K,Blue,47,2212,1387,0.629
Existing Customer,4,Less than $40K,Silver,36,10961,3914,0.127
Existing Customer,4,Unknown,Blue,29,8644,4272,0.161
Existing Customer,3,$40K - $60K,Blue,36,6880,1784,0.202
Existing Customer,0,Less than $40K,Blue,13,2063,2602,0.674
Existing Customer,2,Less than $40K,Blue,36,2677,2170,0.519
Existing Customer,0,$80K - $120K,Blue,56,8420,1114,0.165
Existing Customer,4,Less than $40K,Blue,28,1825,2878,0.761
Existing Customer,0,$80K - $120K,Blue,42,22437,3283,0.062
Existing Customer,0,$80K - $120K,Silver,53,34516,3261,0.04
Existing Customer,3,Less than $40K,Blue,27,2939,5076,0.472
Existing Customer,2,$40K - $60K,Blue,45,10541,4269,0.132
Existing Customer,0,Less than $40K,Blue,55,6352,3709,0.218
Existing Customer,3,$80K - $120K,Blue,38,8475,1381,0.163
Existing Customer,4,$40K - $60K,Blue,44,3455,4925,0.401
Existing Customer,3,$80K - $120K,Silver,36,34516,4745,0.04
Existing Customer,0,$60K - $80K,Blue,48,3868,4716,0.358
Existing Customer,2,$40K - $60K,Silver,22,15578,2492,0.089
Existing Customer,2,$60K - $80K,Blue,56,18224,7728,0.076
Existing Customer,2,Unknown,Blue,46,8961,4408,0.154
Existing Customer,0,Unknown,Blue,26,2172,2945,0.636
Existing Customer,2,Unknown,Blue,36,6931,4437,0.199
Existing Customer,1,Unknown,Blue,35,2411,4812,0.572
Existing Customer,1,$40K - $60K,Blue,18,3523,15108,0.391
Existing Customer,1,Less than $40K,Blue,36,5153,4274,0.267
Existing Customer,3,Less than $40K,Silver,34,13109,3563,0.105
Existing Customer,4,Less than $40K,Blue,35,1552,5064,0.886
Existing Customer,1,$60K - $80K,Blue,38,13731,14826,0.1
Existing Customer,2,$120K +,Blue,40,16476,4717,0.083
Existing Customer,5,Less than $40K,Blue,38,2346,4432,0.585
Existing Customer,3,Less than $40K,Blue,36,1676,4381,0.819
Existing Customer,0,Unknown,Blue,48,6417,3280,0.214
Existing Customer,3,$80K - $120K,Silver,40,34516,15930,0.04
Existing Customer,1,$120K +,Blue,32,3304,3914,0.415
Attrited Customer,3,$60K - $80K,Blue,35,11328,1829,0.121
Existing Customer,4,Less than $40K,Blue,24,3271,2464,0.418
Existing Customer,1,Less than $40K,Blue,37,2707,4646,0.505
Existing Customer,1,$80K - $120K,Blue,27,26372,2291,0.052
Existing Customer,3,Less than $40K,Blue,45,2728,4293,0.5
Existing Customer,2,Less than $40K,Blue,48,9092,14779,0.15
Existing Customer,1,Less than $40K,Blue,29,2506,4665,0.543
Existing Customer,4,$60K - $80K,Blue,35,2516,4692,0.541
Existing Customer,1,$80K - $120K,Blue,36,2946,2017,0.461
Existing Customer,3,Less than $40K,Blue,32,3391,13212,0.401
Existing Customer,2,Less than $40K,Blue,45,3183,3988,0.427
Attrited Customer,4,$80K - $120K,Blue,41,4806,1771,0.282
Existing Customer,3,Less than $40K,Blue,36,2267,4464,0.599
Existing Customer,3,$40K - $60K,Blue,40,3659,4861,0.371
Existing Customer,2,$60K - $80K,Blue,28,22157,1911,0.061
Existing Customer,2,$80K - $120K,Blue,36,9748,3323,0.139
Existing Customer,3,$120K +,Blue,36,19156,3547,0.071
Existing Customer,2,Less than $40K,Blue,36,2535,3840,0.533
Existing Customer,3,Less than $40K,Blue,36,1757,4121,0.769
Existing Customer,4,Less than $40K,Blue,36,3652,1561,0.37
Existing Customer,0,Less than $40K,Blue,36,2107,1320,0.641
Existing Customer,2,Less than $40K,Silver,45,12100,13138,0.112
Existing Customer,3,$40K - $60K,Blue,20,2037,4574,0.662
Existing Customer,3,Unknown,Blue,32,8314,5028,0.162
Existing Customer,3,$80K - $120K,Blue,36,4654,4277,0.29
Existing Customer,2,$60K - $80K,Silver,35,34516,8582,0.039
Existing Customer,0,$60K - $80K,Blue,20,23760,13124,0.057
Existing Customer,0,Less than $40K,Blue,36,2735,2441,0.493
Existing Customer,1,$40K - $60K,Blue,16,2546,4145,0.529
Existing Customer,2,$120K +,Blue,37,14315,3694,0.094
Existing Customer,4,$80K - $120K,Silver,34,34516,1005,0.039
Existing Customer,3,Unknown,Blue,29,1617,2546,0.833
Existing Customer,2,$120K +,Blue,46,27029,1302,0.05
Existing Customer,2,$80K - $120K,Blue,29,9109,3991,0.148
Existing Customer,2,$120K +,Blue,36,10700,4054,0.126
Existing Customer,3,$80K - $120K,Blue,25,21434,2143,0.063
Existing Customer,2,Unknown,Blue,46,2395,4983,0.562
Existing Customer,3,$40K - $60K,Blue,26,6316,2401,0.213
Existing Customer,4,$80K - $120K,Blue,40,6366,3258,0.211
Existing Customer,3,$120K +,Blue,32,34516,4795,0.039
Existing Customer,5,$60K - $80K,Blue,36,4575,4726,0.294
Existing Customer,2,$60K - $80K,Blue,36,2221,1338,0.605
Existing Customer,4,$40K - $60K,Blue,22,7853,1814,0.171
Existing Customer,3,$40K - $60K,Blue,34,2245,4624,0.598
Existing Customer,5,$60K - $80K,Blue,36,7411,4278,0.181
Existing Customer,4,$60K - $80K,Blue,36,13407,4869,0.1
Existing Customer,4,Less than $40K,Blue,36,2776,4318,0.483
Existing Customer,1,$80K - $120K,Blue,50,34516,13988,0.039
Existing Customer,2,Less than $40K,Blue,30,2258,2511,0.593
Existing Customer,2,$60K - $80K,Blue,26,2239,2466,0.598
Existing Customer,1,$40K - $60K,Blue,41,2800,4869,0.478
Existing Customer,2,Less than $40K,Blue,29,3304,5178,0.405
Existing Customer,2,Less than $40K,Blue,37,5380,8947,0.249
Existing Customer,4,$120K +,Blue,36,34516,7919,0.039
Existing Customer,2,$60K - $80K,Blue,36,17540,14244,0.076
Existing Customer,4,Unknown,Blue,32,3519,3552,0.38
Existing Customer,2,Less than $40K,Blue,33,7530,14719,0.177
Existing Customer,2,Unknown,Blue,33,2168,4043,0.615
Existing Customer,2,$80K - $120K,Blue,37,15821,8927,0.084
Existing Customer,3,$120K +,Blue,38,22304,5002,0.06
Existing Customer,4,$40K - $60K,Blue,47,6803,1476,0.196
Existing Customer,2,$40K - $60K,Blue,43,12458,8752,0.107
Existing Customer,3,$60K - $80K,Blue,35,6243,3502,0.213
Attrited Customer,4,$120K +,Blue,30,17228,2229,0.077
Existing Customer,3,$80K - $120K,Blue,32,4196,14545,0.317
Existing Customer,3,$40K - $60K,Blue,29,6125,5481,0.217
Existing Customer,3,$40K - $60K,Blue,39,4036,5315,0.329
Existing Customer,2,$60K - $80K,Blue,36,6224,14238,0.214
Existing Customer,1,Unknown,Blue,44,11012,3793,0.121
Existing Customer,1,Less than $40K,Blue,20,5030,2523,0.264
Existing Customer,3,$40K - $60K,Blue,29,6698,4065,0.198
Existing Customer,4,$40K - $60K,Blue,39,7382,4792,0.18
Existing Customer,3,$120K +,Silver,36,34516,3422,0.038
Existing Customer,2,$120K +,Blue,27,12248,4806,0.108
Existing Customer,1,Unknown,Blue,21,6376,5192,0.207
Existing Customer,2,$80K - $120K,Blue,36,20533,3918,0.064
Existing Customer,3,$60K - $80K,Blue,34,2624,4189,0.503
Existing Customer,1,Less than $40K,Blue,54,1927,4199,0.684
Existing Customer,3,Unknown,Blue,31,7762,5153,0.17
Existing Customer,1,Less than $40K,Blue,45,1652,4533,0.798
Existing Customer,3,Less than $40K,Blue,36,8795,4681,0.15
Existing Customer,3,$80K - $120K,Blue,38,31346,13303,0.042
Existing Customer,2,Less than $40K,Blue,48,4597,3507,0.286
Existing Customer,3,$120K +,Blue,37,34516,3863,0.038
Existing Customer,3,Less than $40K,Blue,38,1781,4775,0.738
Existing Customer,0,Unknown,Blue,36,6715,1731,0.196
Existing Customer,2,$40K - $60K,Blue,49,8769,3817,0.15
Existing Customer,2,Unknown,Blue,37,4549,4782,0.289
Existing Customer,2,Less than $40K,Blue,31,4332,4093,0.303
Existing Customer,2,$40K - $60K,Blue,42,2205,4904,0.595
Existing Customer,3,$60K - $80K,Blue,25,9791,1649,0.134
