Visitor_Age,Visitor_Gender,Visitor_Nationality,Travel_Purpose,Group_Size,Accommodation_Type,Length_of_Stay_Days,Room_Type,Booking_Channel,Daily_Spending_SGD,Accommodation_Cost_SGD,Satisfaction_Rating,Service_Quality_Rating,Likelihood_to_Return,Visit_Date,Departure_Date,Season,Travel_With_Children,Special_Requests,Previous_Visits
20,Female,Indian,Business,5,Others,11,Deluxe,Travel Agency,987.17,10858.87,3,1.8,Low,2022-11-21,2022-12-02 00:00:00,Peak,Yes,No,1
45,Male,Australian,Leisure,9,Serviced Apartment,8,Standard,Direct Booking,880.57,7044.56,4.6,1.4,None,2022-11-23,2022-12-01 00:00:00,Off-Peak,No,Yes,3
20,Male,Others,Visiting Friends/Relatives,1,Hostel,11,Suite,Travel Agency,434.51,4779.61,4.3,2,None,2022-11-24,2022-12-05 00:00:00,Peak,No,No,2
25,Male,British,Business,2,Serviced Apartment,8,Suite,Direct Booking,568.02,4544.16,3,4.4,Moderate,2022-11-25,2022-12-03 00:00:00,Peak,No,No,1
43,Male,British,Visiting Friends/Relatives,1,Others,26,Suite,Travel Agency,738.83,19209.58,3.8,4.6,High,2022-11-26,2022-12-22 00:00:00,Peak,No,No,1
73,Male,Australian,Business,9,Hotel,29,Standard,Online,278.5,8076.5,4.5,2,Moderate,2022-11-27,2022-12-26 00:00:00,Peak,No,No,2
42,Female,British,Visiting Friends/Relatives,2,Serviced Apartment,21,Standard,Travel Agency,660.14,13862.94,4.1,1.6,Moderate,2022-11-28,2022-12-19 00:00:00,Peak,No,No,3
72,Male,Australian,Visiting Friends/Relatives,7,Hotel,8,Suite,Online,143.92,1151.36,2.8,3.1,Low,2022-11-29,2022-12-07 00:00:00,Off-Peak,No,No,3
38,Female,Indian,Leisure,1,Others,2,Suite,Travel Agency,107.08,214.16,2.5,3.4,None,2022-11-30,2022-12-02 00:00:00,Off-Peak,No,Yes,4
40,Male,Australian,Leisure,5,Others,13,Suite,Travel Agency,523.05,6799.65,3.9,2.4,Moderate,2022-12-01,2022-12-14 00:00:00,Peak,Yes,Yes,3
60,Male,British,Transit,1,Private Home,24,Deluxe,Direct Booking,898.46,21563.04,3.5,4.5,None,2022-12-02,2022-12-26 00:00:00,Off-Peak,Yes,Yes,0
36,Male,Others,Leisure,1,Private Home,14,Standard,Travel Agency,414.74,5806.36,1.1,4.1,Moderate,2022-12-03,2022-12-17 00:00:00,Peak,Yes,Yes,3
69,Female,Indian,Visiting Friends/Relatives,7,Hostel,18,Deluxe,Direct Booking,574.69,10344.42,4.3,4.5,None,2022-12-05,2022-12-23 00:00:00,Off-Peak,No,No,3
22,Male,Australian,Leisure,2,Serviced Apartment,13,Standard,Travel Agency,571.18,7425.34,2.3,3.1,None,2022-12-06,2022-12-19 00:00:00,Peak,Yes,No,3
61,Male,Indian,Leisure,9,Serviced Apartment,25,Standard,Travel Agency,868.85,21721.25,2.7,3.4,Low,2022-12-07,2023-01-01 00:00:00,Off-Peak,No,No,2
65,Female,Others,Leisure,1,Hotel,4,Suite,Travel Agency,326.67,1306.68,1.7,3.4,High,2022-12-08,2022-12-12 00:00:00,Peak,No,Yes,2
75,Female,Chinese,Business,2,Others,8,Standard,Online,617.03,4936.24,2.6,2.8,High,2022-12-09,2022-12-17 00:00:00,Off-Peak,No,Yes,4
45,Female,American,Visiting Friends/Relatives,4,Others,23,Standard,Direct Booking,659.6,15170.8,1.1,2,Moderate,2022-12-10,2023-01-02 00:00:00,Off-Peak,No,Yes,1
32,Female,British,Leisure,9,Hotel,6,Standard,Online,270.61,1623.66,4,2.3,Moderate,2022-12-11,2022-12-17 00:00:00,Off-Peak,Yes,No,3
71,Female,Indian,Visiting Friends/Relatives,1,Hotel,14,Deluxe,Travel Agency,686.65,9613.1,4.7,3.5,None,2022-12-12,2022-12-26 00:00:00,Off-Peak,No,No,4
25,Male,Others,Transit,9,Hotel,3,Deluxe,Travel Agency,529.61,1588.83,2.4,2.6,Moderate,2022-12-13,2022-12-16 00:00:00,Peak,No,Yes,1
77,Male,Others,Leisure,5,Hotel,25,Standard,Direct Booking,296.97,7424.25,2.4,4.5,None,2022-12-14,2023-01-08 00:00:00,Peak,No,Yes,0
56,Male,British,Transit,9,Hostel,21,Suite,Travel Agency,570.55,11981.55,2.3,3.4,Moderate,2022-12-16,2023-01-06 00:00:00,Peak,Yes,Yes,4
74,Male,British,Leisure,1,Hostel,13,Suite,Online,941.05,12233.65,3,3.1,Low,2022-12-17,2022-12-30 00:00:00,Peak,No,No,1
48,Male,American,Business,9,Others,24,Suite,Online,371.31,8911.44,4.2,4.8,None,2022-12-18,2023-01-11 00:00:00,Off-Peak,No,No,3
70,Female,American,Transit,5,Others,5,Suite,Online,426.69,2133.45,4.3,3.3,High,2022-12-19,2022-12-24 00:00:00,Off-Peak,Yes,Yes,1
73,Male,British,Transit,4,Private Home,6,Standard,Travel Agency,545.32,3271.92,4.7,1.6,Moderate,2022-12-20,2022-12-26 00:00:00,Peak,No,No,0
30,Female,Indian,Leisure,1,Others,3,Standard,Direct Booking,957.92,2873.76,3.2,4.7,High,2022-12-21,2022-12-24 00:00:00,Off-Peak,Yes,Yes,3
41,Female,British,Transit,1,Hotel,29,Suite,Direct Booking,427.26,12390.54,3.8,3,High,2022-12-22,2023-01-20 00:00:00,Peak,No,No,2
30,Male,British,Visiting Friends/Relatives,6,Serviced Apartment,19,Deluxe,Online,542.9,10315.1,5,4.6,High,2022-12-23,2023-01-11 00:00:00,Off-Peak,Yes,No,4
45,Male,Others,Leisure,1,Private Home,19,Deluxe,Direct Booking,200.82,3815.58,1.7,3.2,Moderate,2022-12-24,2023-01-12 00:00:00,Off-Peak,Yes,Yes,3
42,Male,British,Transit,9,Private Home,9,Suite,Online,334.18,3007.62,1.1,4.3,None,2022-12-25,2023-01-03 00:00:00,Off-Peak,No,Yes,4
48,Female,Indian,Transit,6,Others,18,Standard,Online,417.11,7507.98,4.5,1.3,None,2022-12-26,2023-01-13 00:00:00,Off-Peak,No,No,1
26,Male,Australian,Visiting Friends/Relatives,7,Private Home,23,Suite,Direct Booking,105.68,2430.64,1.9,3,Moderate,2022-12-28,2023-01-20 00:00:00,Peak,No,Yes,4
19,Male,Chinese,Transit,1,Serviced Apartment,29,Deluxe,Direct Booking,795.96,23082.84,4,2.1,High,2022-12-29,2023-01-27 00:00:00,Peak,Yes,No,2
24,Male,Indian,Business,2,Hotel,15,Standard,Travel Agency,98.09,1471.35,3.1,2.2,High,2022-12-30,2023-01-14 00:00:00,Peak,Yes,No,1
39,Male,Australian,Leisure,5,Hotel,13,Standard,Direct Booking,768.87,9995.31,3,3.3,None,2022-12-31,2023-01-13 00:00:00,Off-Peak,No,Yes,4
69,Female,British,Visiting Friends/Relatives,1,Hostel,7,Deluxe,Direct Booking,384.93,2694.51,1,4.3,Low,2023-01-01,2023-01-08 00:00:00,Off-Peak,No,No,0
27,Male,Others,Business,2,Hostel,21,Deluxe,Travel Agency,53.63,1126.23,1.4,3.5,High,2023-01-02,2023-01-23 00:00:00,Peak,Yes,Yes,0
46,Male,Others,Transit,6,Serviced Apartment,29,Suite,Online,388.72,11272.88,1.7,1.1,High,2023-01-03,2023-02-01 00:00:00,Peak,No,Yes,4
71,Female,British,Transit,7,Hostel,18,Suite,Online,633.16,11396.88,3.2,4.5,None,2023-01-04,2023-01-22 00:00:00,Off-Peak,No,No,2
75,Female,American,Visiting Friends/Relatives,5,Others,13,Suite,Online,381.78,4963.14,1.1,2.2,High,2023-01-05,2023-01-18 00:00:00,Peak,No,No,0
52,Female,Others,Visiting Friends/Relatives,4,Hostel,13,Suite,Direct Booking,903.99,11751.87,1.2,1.7,Low,2023-01-06,2023-01-19 00:00:00,Off-Peak,Yes,Yes,1
36,Male,Australian,Leisure,2,Serviced Apartment,5,Deluxe,Travel Agency,821.64,4108.2,2.7,2.2,Low,2023-01-07,2023-01-12 00:00:00,Peak,Yes,Yes,4
36,Male,Chinese,Visiting Friends/Relatives,5,Hostel,11,Deluxe,Travel Agency,189.98,2089.78,2.2,3.9,None,2023-01-09,2023-01-20 00:00:00,Off-Peak,No,Yes,0
65,Female,Indian,Visiting Friends/Relatives,3,Private Home,16,Deluxe,Online,275.8,4412.8,1.7,4.1,Low,2023-01-10,2023-01-26 00:00:00,Off-Peak,Yes,Yes,3
56,Male,Chinese,Visiting Friends/Relatives,1,Private Home,21,Suite,Online,438.37,9205.77,2.7,4.3,Moderate,2023-01-11,2023-02-01 00:00:00,Off-Peak,Yes,Yes,1
77,Male,British,Transit,7,Others,22,Standard,Online,727.01,15994.22,2.4,2,High,2023-01-12,2023-02-03 00:00:00,Off-Peak,Yes,Yes,2
61,Female,Indian,Business,2,Hostel,5,Deluxe,Online,427.89,2139.45,1.3,4,Low,2023-01-13,2023-01-18 00:00:00,Off-Peak,No,Yes,0
71,Male,Indian,Transit,8,Hotel,22,Standard,Travel Agency,152.9,3363.8,1.5,4.4,None,2023-01-14,2023-02-05 00:00:00,Off-Peak,No,Yes,0
51,Male,Others,Visiting Friends/Relatives,9,Others,17,Deluxe,Direct Booking,285.41,4851.97,3.6,1.4,High,2023-01-15,2023-02-01 00:00:00,Peak,No,Yes,2
69,Male,Chinese,Transit,2,Hostel,24,Deluxe,Online,449.03,10776.72,1.9,3.4,High,2023-01-16,2023-02-09 00:00:00,Off-Peak,No,No,0
40,Female,Indian,Business,5,Hostel,21,Deluxe,Travel Agency,380.14,7982.94,2.6,1,Moderate,2023-01-17,2023-02-07 00:00:00,Peak,Yes,Yes,2
57,Male,British,Transit,6,Private Home,5,Deluxe,Travel Agency,421.32,2106.6,1.8,1.4,High,2023-01-18,2023-01-23 00:00:00,Peak,No,Yes,1
72,Female,Chinese,Business,1,Others,23,Suite,Direct Booking,830.6,19103.8,2.8,4.4,High,2023-01-20,2023-02-12 00:00:00,Off-Peak,No,Yes,0
53,Male,Others,Business,3,Serviced Apartment,14,Standard,Online,953.6,13350.4,1.4,2.4,None,2023-01-21,2023-02-04 00:00:00,Off-Peak,No,No,1
57,Female,American,Transit,7,Private Home,23,Suite,Travel Agency,531.91,12233.93,4.4,3.1,Low,2023-01-22,2023-02-14 00:00:00,Peak,Yes,No,4
33,Female,British,Leisure,1,Hotel,29,Standard,Online,224.32,6505.28,4.3,5,Low,2023-01-23,2023-02-21 00:00:00,Peak,No,No,0
53,Female,Australian,Leisure,6,Others,21,Standard,Online,444.64,9337.44,4.7,2.2,Moderate,2023-01-24,2023-02-14 00:00:00,Peak,No,Yes,2
45,Male,British,Leisure,4,Private Home,9,Deluxe,Direct Booking,222.82,2005.38,2,2.9,High,2023-01-25,2023-02-03 00:00:00,Off-Peak,Yes,No,4
65,Female,Others,Visiting Friends/Relatives,9,Private Home,19,Suite,Travel Agency,426.77,8108.63,3.5,4.5,High,2023-01-26,2023-02-14 00:00:00,Peak,No,Yes,0
50,Female,Chinese,Leisure,6,Private Home,15,Standard,Online,146.09,2191.35,3.4,4.1,None,2023-01-27,2023-02-11 00:00:00,Off-Peak,No,No,2
55,Male,Australian,Business,3,Others,3,Deluxe,Online,508.95,1526.85,3.9,4.1,None,2023-01-28,2023-01-31 00:00:00,Peak,Yes,Yes,1
77,Male,Indian,Transit,5,Serviced Apartment,3,Standard,Travel Agency,679.62,2038.86,2.5,3.3,None,2023-01-29,2023-02-01 00:00:00,Peak,Yes,No,2
37,Female,Others,Leisure,6,Others,18,Deluxe,Travel Agency,270.1,4861.8,3.9,3.1,Low,2023-01-30,2023-02-17 00:00:00,Peak,No,Yes,4
57,Male,Indian,Leisure,1,Hotel,16,Deluxe,Online,628.13,10050.08,3.6,1.7,None,2023-02-01,2023-02-17 00:00:00,Off-Peak,Yes,Yes,3
40,Male,Others,Leisure,5,Private Home,23,Deluxe,Online,671.14,15436.22,1.2,4.2,Low,2023-02-02,2023-02-25 00:00:00,Peak,No,Yes,0
51,Male,Others,Transit,2,Hostel,17,Standard,Direct Booking,140.13,2382.21,3.5,1.8,Low,2023-02-03,2023-02-20 00:00:00,Off-Peak,Yes,No,1
76,Male,American,Leisure,9,Private Home,2,Suite,Online,820.84,1641.68,2.4,1.6,Low,2023-02-04,2023-02-06 00:00:00,Peak,No,No,3
65,Female,Indian,Business,8,Serviced Apartment,25,Deluxe,Online,333.61,8340.25,2.7,3.6,Low,2023-02-05,2023-03-02 00:00:00,Off-Peak,Yes,Yes,0
57,Male,British,Transit,1,Serviced Apartment,19,Standard,Direct Booking,256.56,4874.64,4.5,1.8,Low,2023-02-06,2023-02-25 00:00:00,Peak,Yes,Yes,0
48,Male,British,Visiting Friends/Relatives,8,Others,7,Deluxe,Online,523.58,3665.06,2.3,1.6,None,2023-02-07,2023-02-14 00:00:00,Peak,No,No,3
70,Male,British,Leisure,9,Hotel,2,Standard,Travel Agency,531.74,1063.48,1.3,2.3,Low,2023-02-08,2023-02-10 00:00:00,Peak,Yes,Yes,0
79,Male,Indian,Transit,6,Private Home,25,Deluxe,Online,718.49,17962.25,1.5,1.8,High,2023-02-09,2023-03-06 00:00:00,Off-Peak,Yes,Yes,1
38,Male,British,Visiting Friends/Relatives,1,Hostel,16,Standard,Travel Agency,447.04,7152.64,2.6,3.2,High,2023-02-10,2023-02-26 00:00:00,Off-Peak,Yes,No,1
79,Female,British,Business,4,Hotel,8,Suite,Travel Agency,106.01,848.08,4.1,2.2,Low,2023-02-12,2023-02-20 00:00:00,Off-Peak,No,Yes,2
63,Male,Chinese,Leisure,4,Hotel,23,Deluxe,Online,980.87,22560.01,4.6,4.8,High,2023-02-13,2023-03-08 00:00:00,Peak,Yes,Yes,3
47,Female,Australian,Transit,8,Hotel,12,Suite,Direct Booking,351.4,4216.8,4.9,1.3,High,2023-02-14,2023-02-26 00:00:00,Peak,Yes,Yes,0
58,Female,Others,Visiting Friends/Relatives,7,Hotel,14,Suite,Travel Agency,304.34,4260.76,3.4,3.3,High,2023-02-15,2023-03-01 00:00:00,Off-Peak,Yes,Yes,4
63,Male,British,Visiting Friends/Relatives,5,Others,20,Deluxe,Online,310.74,6214.8,4.2,4,High,2023-02-16,2023-03-08 00:00:00,Off-Peak,Yes,No,3
27,Male,Indian,Leisure,2,Serviced Apartment,27,Suite,Direct Booking,222.38,6004.26,4.6,4.3,None,2023-02-17,2023-03-16 00:00:00,Off-Peak,No,No,3
19,Female,Indian,Leisure,1,Hotel,5,Suite,Travel Agency,304.19,1520.95,1.7,3,None,2023-02-18,2023-02-23 00:00:00,Peak,Yes,No,4
43,Male,Australian,Business,7,Others,12,Deluxe,Online,572.33,6867.96,1.8,4.8,None,2023-02-19,2023-03-03 00:00:00,Off-Peak,Yes,Yes,0
33,Male,British,Visiting Friends/Relatives,8,Serviced Apartment,29,Suite,Online,939.98,27259.42,2.3,3.9,None,2023-02-20,2023-03-21 00:00:00,Off-Peak,No,Yes,0
41,Female,Others,Transit,9,Others,22,Suite,Direct Booking,462.09,10165.98,4.2,4.6,High,2023-02-21,2023-03-15 00:00:00,Peak,No,Yes,2
19,Male,Australian,Visiting Friends/Relatives,7,Hostel,10,Deluxe,Travel Agency,548.76,5487.6,1.2,4.3,Low,2023-02-22,2023-03-04 00:00:00,Off-Peak,No,Yes,1
46,Male,Others,Transit,7,Hotel,2,Deluxe,Travel Agency,128.76,257.52,2.5,3,None,2023-02-24,2023-02-26 00:00:00,Off-Peak,No,Yes,1
56,Male,Chinese,Leisure,2,Others,29,Deluxe,Travel Agency,695.86,20179.94,3.3,3.7,Moderate,2023-02-25,2023-03-26 00:00:00,Off-Peak,Yes,Yes,0
55,Female,Others,Transit,6,Serviced Apartment,1,Deluxe,Travel Agency,486.14,486.14,4.7,1.7,Low,2023-02-26,2023-02-27 00:00:00,Off-Peak,Yes,Yes,2
71,Female,Others,Visiting Friends/Relatives,5,Hostel,5,Suite,Online,577.06,2885.3,3.6,3.3,Low,2023-02-27,2023-03-04 00:00:00,Off-Peak,No,No,4
61,Female,Chinese,Leisure,3,Serviced Apartment,26,Standard,Online,423.2,11003.2,1.7,3.1,Low,2023-02-28,2023-03-26 00:00:00,Peak,No,Yes,3
64,Female,British,Transit,9,Serviced Apartment,1,Suite,Direct Booking,584.93,584.93,4.9,1.5,Low,2023-03-01,2023-03-02 00:00:00,Off-Peak,Yes,Yes,4
55,Male,Australian,Visiting Friends/Relatives,1,Others,17,Standard,Online,562.99,9570.83,4.7,4.8,Moderate,2023-03-02,2023-03-19 00:00:00,Off-Peak,No,No,4
65,Female,Australian,Leisure,6,Hotel,13,Suite,Travel Agency,838.79,10904.27,2.2,1,Low,2023-03-03,2023-03-16 00:00:00,Off-Peak,Yes,Yes,3
66,Male,American,Business,9,Hotel,27,Suite,Direct Booking,649.67,17541.09,2.8,3.6,None,2023-03-04,2023-03-31 00:00:00,Peak,Yes,No,0
61,Female,Chinese,Leisure,2,Hotel,4,Standard,Direct Booking,608.7,2434.8,1.4,1.5,Moderate,2023-03-05,2023-03-09 00:00:00,Off-Peak,No,No,0
63,Male,Indian,Leisure,8,Others,4,Suite,Travel Agency,144.68,578.72,1.5,4.2,Low,2023-03-07,2023-03-11 00:00:00,Peak,No,No,2
33,Female,British,Transit,6,Others,3,Suite,Direct Booking,235.65,706.95,1,1.9,Moderate,2023-03-08,2023-03-11 00:00:00,Off-Peak,No,No,2
71,Male,Indian,Visiting Friends/Relatives,3,Others,13,Deluxe,Direct Booking,246.07,3198.91,4,4.4,High,2023-03-09,2023-03-22 00:00:00,Off-Peak,Yes,Yes,2
59,Female,Australian,Transit,5,Others,19,Suite,Direct Booking,912.41,17335.79,3.9,3.3,Low,2023-03-10,2023-03-29 00:00:00,Off-Peak,No,No,1
77,Male,British,Business,3,Hotel,9,Suite,Direct Booking,53.85,484.65,3,1.2,Low,2023-03-11,2023-03-20 00:00:00,Off-Peak,Yes,Yes,1
29,Female,Australian,Leisure,4,Serviced Apartment,13,Standard,Travel Agency,821.73,10682.49,3.2,3.1,None,2023-03-12,2023-03-25 00:00:00,Peak,Yes,Yes,4
46,Male,American,Leisure,7,Hostel,18,Standard,Direct Booking,579.91,10438.38,1.3,1.8,None,2023-03-13,2023-03-31 00:00:00,Peak,No,No,1
28,Female,Indian,Leisure,8,Serviced Apartment,10,Standard,Direct Booking,937.32,9373.2,1.2,4.2,Low,2023-03-14,2023-03-24 00:00:00,Off-Peak,Yes,Yes,3
75,Male,Chinese,Leisure,7,Hostel,13,Deluxe,Online,320.82,4170.66,1.8,1.7,High,2023-03-15,2023-03-28 00:00:00,Peak,Yes,Yes,3
61,Female,British,Business,7,Hostel,14,Deluxe,Online,323.45,4528.3,1.7,3,Low,2023-03-16,2023-03-30 00:00:00,Off-Peak,No,No,3
65,Male,American,Transit,2,Hotel,15,Deluxe,Travel Agency,701.38,10520.7,1.2,3.6,Moderate,2023-03-17,2023-04-01 00:00:00,Peak,No,No,3
69,Male,Chinese,Leisure,9,Others,27,Deluxe,Direct Booking,662.23,17880.21,2,2.3,High,2023-03-19,2023-04-15 00:00:00,Peak,No,Yes,4
64,Female,Australian,Visiting Friends/Relatives,2,Hotel,18,Suite,Travel Agency,557.93,10042.74,2.3,4.6,High,2023-03-20,2023-04-07 00:00:00,Off-Peak,No,Yes,1
78,Female,American,Transit,5,Hostel,21,Suite,Direct Booking,619.54,13010.34,4.8,3,High,2023-03-21,2023-04-11 00:00:00,Peak,Yes,No,2
64,Female,Indian,Business,8,Serviced Apartment,18,Suite,Direct Booking,314.55,5661.9,2.7,3,Moderate,2023-03-22,2023-04-09 00:00:00,Off-Peak,Yes,Yes,3
61,Female,Australian,Business,3,Others,25,Deluxe,Direct Booking,166.58,4164.5,2.3,1,Moderate,2023-03-23,2023-04-17 00:00:00,Off-Peak,Yes,Yes,2
47,Male,Others,Visiting Friends/Relatives,5,Hotel,1,Deluxe,Travel Agency,143.99,143.99,3.2,3.7,High,2023-03-24,2023-03-25 00:00:00,Off-Peak,No,Yes,4
62,Male,British,Transit,4,Hotel,14,Deluxe,Direct Booking,883.16,12364.24,5,4.6,Low,2023-03-25,2023-04-08 00:00:00,Off-Peak,Yes,No,4
26,Male,Chinese,Transit,7,Serviced Apartment,19,Deluxe,Online,966.32,18360.08,1,4.2,Moderate,2023-03-26,2023-04-14 00:00:00,Off-Peak,Yes,Yes,2
66,Female,Chinese,Business,7,Serviced Apartment,27,Standard,Direct Booking,64.22,1733.94,1.6,3.2,Low,2023-03-27,2023-04-23 00:00:00,Peak,Yes,No,0
79,Female,Chinese,Visiting Friends/Relatives,4,Others,12,Deluxe,Travel Agency,740.18,8882.16,2.1,4.1,Low,2023-03-28,2023-04-09 00:00:00,Off-Peak,Yes,Yes,1
34,Female,Indian,Leisure,9,Serviced Apartment,29,Suite,Direct Booking,108.33,3141.57,1.3,4,High,2023-03-30,2023-04-28 00:00:00,Off-Peak,No,Yes,4
42,Female,British,Leisure,3,Private Home,24,Standard,Travel Agency,628.97,15095.28,3.2,4.9,None,2023-03-31,2023-04-24 00:00:00,Off-Peak,Yes,No,2
32,Male,Indian,Transit,8,Private Home,23,Deluxe,Travel Agency,521.33,11990.59,1.7,1.5,High,2023-04-01,2023-04-24 00:00:00,Off-Peak,No,Yes,0
21,Female,Chinese,Transit,5,Private Home,13,Suite,Direct Booking,485.97,6317.61,1.9,4,Moderate,2023-04-02,2023-04-15 00:00:00,Off-Peak,No,Yes,3
73,Female,Australian,Business,6,Others,28,Suite,Direct Booking,260.97,7307.16,4.4,1.2,Moderate,2023-04-03,2023-05-01 00:00:00,Peak,No,No,4
59,Female,Australian,Transit,5,Private Home,6,Deluxe,Direct Booking,745.82,4474.92,2.1,1.3,Low,2023-04-04,2023-04-10 00:00:00,Peak,No,No,3
71,Female,Indian,Business,7,Serviced Apartment,14,Suite,Direct Booking,430.13,6021.82,4.5,2.1,High,2023-04-05,2023-04-19 00:00:00,Peak,No,Yes,2
28,Female,Chinese,Business,1,Others,2,Deluxe,Online,824.17,1648.34,2.6,1.5,High,2023-04-06,2023-04-08 00:00:00,Peak,No,No,3
57,Female,Chinese,Leisure,8,Serviced Apartment,19,Standard,Direct Booking,122.55,2328.45,3.5,3.3,Low,2023-04-07,2023-04-26 00:00:00,Off-Peak,No,Yes,1
33,Male,Indian,Visiting Friends/Relatives,7,Hostel,28,Standard,Online,769.9,21557.2,1.8,2.9,Low,2023-04-08,2023-05-06 00:00:00,Peak,Yes,No,4
34,Female,Chinese,Business,8,Private Home,19,Standard,Travel Agency,619.32,11767.08,4.6,4.5,Moderate,2023-04-09,2023-04-28 00:00:00,Peak,Yes,Yes,4
76,Male,Indian,Leisure,9,Private Home,3,Deluxe,Online,432.19,1296.57,4.8,3.6,Low,2023-04-11,2023-04-14 00:00:00,Peak,Yes,No,4
63,Male,American,Leisure,3,Hostel,16,Suite,Online,939.58,15033.28,4,4.4,Moderate,2023-04-12,2023-04-28 00:00:00,Peak,Yes,No,2
28,Female,Indian,Business,1,Serviced Apartment,22,Suite,Online,164.59,3620.98,1.7,1.3,Low,2023-04-13,2023-05-05 00:00:00,Peak,No,No,1
41,Male,Chinese,Business,9,Serviced Apartment,27,Deluxe,Online,607.99,16415.73,2.2,4.6,High,2023-04-14,2023-05-11 00:00:00,Off-Peak,No,No,1
64,Female,American,Business,4,Private Home,1,Standard,Direct Booking,223.19,223.19,2.3,4.7,Moderate,2023-04-15,2023-04-16 00:00:00,Off-Peak,No,Yes,4
49,Male,British,Transit,9,Serviced Apartment,6,Standard,Travel Agency,387.35,2324.1,3.5,3.8,None,2023-04-16,2023-04-22 00:00:00,Peak,Yes,No,2
62,Female,Australian,Business,9,Others,7,Deluxe,Online,310.08,2170.56,3.1,4.9,High,2023-04-17,2023-04-24 00:00:00,Off-Peak,Yes,Yes,3
59,Female,American,Leisure,9,Serviced Apartment,26,Deluxe,Direct Booking,363.4,9448.4,3.5,3.4,High,2023-04-18,2023-05-14 00:00:00,Peak,No,Yes,4
58,Male,Chinese,Leisure,6,Hostel,28,Suite,Online,967.6,27092.8,1.6,3.6,Moderate,2023-04-19,2023-05-17 00:00:00,Peak,Yes,Yes,1
46,Female,American,Visiting Friends/Relatives,9,Serviced Apartment,4,Deluxe,Online,925.75,3703,2.8,1,None,2023-04-20,2023-04-24 00:00:00,Off-Peak,No,No,1
49,Male,American,Visiting Friends/Relatives,2,Others,19,Suite,Online,545.18,10358.42,2.5,3.6,High,2023-04-22,2023-05-11 00:00:00,Off-Peak,No,Yes,2
71,Female,Others,Visiting Friends/Relatives,7,Private Home,17,Suite,Online,435.72,7407.24,3.2,3.7,Low,2023-04-23,2023-05-10 00:00:00,Peak,No,No,0
55,Male,Indian,Visiting Friends/Relatives,4,Private Home,10,Deluxe,Travel Agency,675.95,6759.5,2,3.2,Moderate,2023-04-24,2023-05-04 00:00:00,Peak,No,Yes,2
29,Female,Indian,Transit,3,Serviced Apartment,28,Suite,Travel Agency,240.75,6741,3.8,4.2,None,2023-04-25,2023-05-23 00:00:00,Peak,Yes,No,3
52,Male,American,Leisure,2,Private Home,8,Suite,Direct Booking,814.83,6518.64,4.5,2.4,High,2023-04-26,2023-05-04 00:00:00,Peak,Yes,Yes,2
41,Female,Australian,Transit,1,Hotel,2,Suite,Direct Booking,932.77,1865.54,4.1,2.2,None,2023-04-27,2023-04-29 00:00:00,Peak,No,No,4
52,Male,Chinese,Visiting Friends/Relatives,3,Private Home,1,Deluxe,Direct Booking,169.37,169.37,1.9,2.1,Low,2023-04-28,2023-04-29 00:00:00,Off-Peak,Yes,Yes,2
68,Male,Others,Visiting Friends/Relatives,2,Others,4,Suite,Online,673.51,2694.04,1.6,2.2,None,2023-04-29,2023-05-03 00:00:00,Peak,Yes,No,0
59,Male,British,Transit,6,Hostel,24,Standard,Direct Booking,613.14,14715.36,2.9,1.5,High,2023-04-30,2023-05-24 00:00:00,Peak,Yes,No,3
54,Female,Australian,Transit,4,Hostel,11,Suite,Online,295.18,3246.98,1.4,1.2,High,2023-05-01,2023-05-12 00:00:00,Off-Peak,Yes,Yes,3
60,Male,British,Visiting Friends/Relatives,9,Private Home,4,Deluxe,Online,691.9,2767.6,2.1,2.2,Moderate,2023-05-02,2023-05-06 00:00:00,Off-Peak,Yes,No,1
77,Male,Australian,Leisure,2,Others,22,Standard,Direct Booking,258.71,5691.62,4.8,1.7,None,2023-05-04,2023-05-26 00:00:00,Peak,No,Yes,1
47,Female,Indian,Leisure,8,Hotel,22,Standard,Online,784.83,17266.26,3.4,3.4,Low,2023-05-05,2023-05-27 00:00:00,Off-Peak,Yes,No,2
37,Female,Others,Visiting Friends/Relatives,9,Hotel,26,Deluxe,Online,989.51,25727.26,4.2,1.3,High,2023-05-06,2023-06-01 00:00:00,Peak,Yes,Yes,4
26,Male,Indian,Leisure,7,Others,10,Suite,Travel Agency,256.2,2562,1.5,4.8,Moderate,2023-05-07,2023-05-17 00:00:00,Off-Peak,Yes,No,3
61,Female,Chinese,Leisure,3,Hostel,9,Deluxe,Travel Agency,249.69,2247.21,1.4,2.8,Low,2023-05-08,2023-05-17 00:00:00,Off-Peak,No,Yes,2
56,Female,American,Business,2,Serviced Apartment,6,Deluxe,Online,797,4782,3,4.2,High,2023-05-09,2023-05-15 00:00:00,Peak,No,Yes,3
77,Female,Australian,Visiting Friends/Relatives,5,Hostel,24,Standard,Online,163.22,3917.28,4.2,1.3,High,2023-05-10,2023-06-03 00:00:00,Peak,No,Yes,1
79,Male,Chinese,Visiting Friends/Relatives,4,Hostel,2,Deluxe,Direct Booking,505.55,1011.1,4.2,4.5,Low,2023-05-11,2023-05-13 00:00:00,Off-Peak,Yes,No,1
58,Female,Others,Transit,8,Others,23,Standard,Online,86.19,1982.37,1.1,1.6,Low,2023-05-12,2023-06-04 00:00:00,Peak,Yes,Yes,4
