Crime_Type,Incident_Date,Location,Report_Time,Weapon_Used,Victim_Age,Victim_Gender,Victim_Nationality,Offender_Age,Offender_Gender,Offender_Nationality,Previous_Offenses,Charges_Filed,Case_Outcome,Crime_Severity,Reported_to_Police,Public_Area,CCTV_Coverage,Community_Watch_Program
Vandalism,2022-12-29 03:26:07,East,2022-12-29 03:51:07,Firearm,25,Male,Singaporean,69,Female,Indian,8,Yes,Convicted,Moderate,Yes,No,No,No
Others,2022-12-30 05:43:03,South,2022-12-30 05:49:03,Other,56,Male,Indian,41,Female,Others,4,Yes,Pending,Moderate,No,No,Yes,No
Fraud,2022-12-31 08:00:00,West,2022-12-31 08:17:00,None,69,Female,Malaysian,29,Female,Others,4,Yes,Pending,Major,Yes,Yes,Yes,No
Burglary,2023-01-01 10:16:56,East,2023-01-01 10:19:56,None,55,Female,Indonesian,39,Female,Malaysian,5,Yes,Dismissed,Major,Yes,Yes,No,Yes
Drug Offense,2023-01-02 12:33:52,West,2023-01-02 12:39:52,None,35,Female,Malaysian,50,Female,Singaporean,2,Yes,Convicted,Moderate,No,No,Yes,No
Drug Offense,2023-01-03 14:50:48,East,2023-01-03 15:48:48,Other,28,Female,Singaporean,72,Male,Indonesian,2,Yes,Dismissed,Minor,Yes,No,No,Yes
Drug Offense,2023-01-04 17:07:44,North,2023-01-04 17:21:44,Knife,63,Male,Singaporean,75,Male,Singaporean,8,No,Acquitted,Minor,No,No,No,No
Assault,2023-01-05 19:24:41,East,2023-01-05 19:58:41,Knife,19,Male,Singaporean,68,Female,Indonesian,5,Yes,Dismissed,Moderate,Yes,No,Yes,No
Burglary,2023-01-06 21:41:37,North,2023-01-06 21:49:37,Knife,79,Male,Indian,54,Female,Singaporean,8,Yes,Acquitted,Minor,No,Yes,Yes,No
Vandalism,2023-01-07 23:58:33,West,2023-01-08 00:29:33,Other,65,Male,Indonesian,56,Female,Indonesian,1,No,Dismissed,Major,No,Yes,No,No
Vandalism,2023-01-09 02:15:29,North,2023-01-09 03:00:29,None,57,Female,Others,60,Male,Others,1,Yes,Pending,Moderate,No,No,No,Yes
Burglary,2023-01-10 04:32:25,West,2023-01-10 05:10:25,None,30,Male,Malaysian,18,Female,Indian,6,No,Acquitted,Minor,No,Yes,Yes,No
Vandalism,2023-01-11 06:49:22,East,2023-01-11 07:28:22,Knife,57,Female,Malaysian,72,Male,Singaporean,7,No,Dismissed,Minor,Yes,Yes,No,Yes
Fraud,2023-01-12 09:06:18,North,2023-01-12 09:19:18,Other,34,Male,Malaysian,47,Male,Singaporean,7,Yes,Acquitted,Major,No,Yes,No,No
Drug Offense,2023-01-13 11:23:14,Central,2023-01-13 11:58:14,Other,42,Male,Others,23,Female,Malaysian,6,Yes,Acquitted,Major,No,Yes,Yes,Yes
Assault,2023-01-14 13:40:10,South,2023-01-14 14:27:10,Knife,63,Male,Indonesian,75,Female,Singaporean,4,No,Convicted,Major,No,No,Yes,Yes
Burglary,2023-01-15 15:57:07,South,2023-01-15 16:20:07,Other,76,Male,Others,26,Male,Malaysian,9,No,Convicted,Moderate,No,No,Yes,Yes
Assault,2023-01-16 18:14:03,South,2023-01-16 18:44:03,None,78,Female,Malaysian,41,Female,Indonesian,9,Yes,Pending,Moderate,Yes,No,No,Yes
Vandalism,2023-01-17 20:30:59,North,2023-01-17 20:43:59,Firearm,32,Female,Indian,76,Female,Singaporean,8,No,Convicted,Minor,No,No,Yes,No
Drug Offense,2023-01-18 22:47:55,North,2023-01-18 23:32:55,Firearm,79,Male,Singaporean,44,Male,Indonesian,2,Yes,Dismissed,Minor,Yes,No,No,Yes
Drug Offense,2023-01-20 01:04:51,North,2023-01-20 01:25:51,Knife,21,Male,Indonesian,46,Female,Indonesian,3,No,Convicted,Major,No,No,Yes,Yes
Vandalism,2023-01-21 03:21:48,West,2023-01-21 03:55:48,None,32,Male,Indian,59,Male,Indian,1,No,Convicted,Major,Yes,No,No,Yes
Fraud,2023-01-22 05:38:44,West,2023-01-22 06:35:44,Other,26,Male,Singaporean,48,Male,Singaporean,9,No,Dismissed,Moderate,Yes,Yes,Yes,Yes
Assault,2023-01-23 07:55:40,Central,2023-01-23 08:48:40,Knife,23,Female,Indonesian,60,Male,Singaporean,3,No,Dismissed,Minor,No,Yes,Yes,No
Drug Offense,2023-01-24 10:12:36,South,2023-01-24 10:45:36,Firearm,47,Male,Indian,48,Male,Others,3,Yes,Acquitted,Minor,Yes,No,No,Yes
Burglary,2023-01-25 12:29:32,South,2023-01-25 13:00:32,Knife,42,Female,Indonesian,64,Male,Malaysian,6,No,Dismissed,Minor,Yes,Yes,Yes,Yes
Burglary,2023-01-26 14:46:29,West,2023-01-26 14:59:29,Other,42,Female,Malaysian,41,Female,Others,1,Yes,Dismissed,Major,No,Yes,Yes,No
Burglary,2023-01-27 17:03:25,Central,2023-01-27 17:25:25,Other,24,Male,Singaporean,41,Female,Singaporean,4,No,Dismissed,Moderate,Yes,No,Yes,Yes
Burglary,2023-01-28 19:20:21,Central,2023-01-28 19:42:21,Other,74,Female,Indonesian,59,Male,Others,9,No,Acquitted,Major,No,No,No,Yes
Theft,2023-01-29 21:37:17,West,2023-01-29 22:19:17,Knife,53,Male,Indonesian,41,Male,Singaporean,9,No,Acquitted,Moderate,No,Yes,Yes,No
Theft,2023-01-30 23:54:14,East,2023-01-31 00:20:14,Knife,61,Male,Indonesian,64,Female,Malaysian,2,No,Dismissed,Major,No,Yes,No,No
Burglary,2023-02-01 02:11:10,South,2023-02-01 02:52:10,Knife,76,Male,Indian,35,Male,Malaysian,5,Yes,Pending,Minor,No,No,Yes,Yes
Fraud,2023-02-02 04:28:06,Central,2023-02-02 04:55:06,Knife,28,Female,Indian,34,Female,Others,3,Yes,Convicted,Minor,Yes,Yes,Yes,No
Drug Offense,2023-02-03 06:45:02,North,2023-02-03 06:54:02,Other,27,Female,Indian,42,Female,Indian,9,Yes,Convicted,Minor,No,No,No,No
Fraud,2023-02-04 09:01:58,North,2023-02-04 09:16:58,Knife,20,Male,Others,19,Female,Malaysian,1,Yes,Pending,Moderate,No,No,No,Yes
Fraud,2023-02-05 11:18:55,East,2023-02-05 11:26:55,Firearm,52,Female,Malaysian,45,Male,Indian,0,No,Dismissed,Major,Yes,No,No,Yes
Others,2023-02-06 13:35:51,Central,2023-02-06 13:39:51,None,54,Male,Indian,40,Female,Indian,1,Yes,Dismissed,Major,Yes,Yes,No,No
Burglary,2023-02-07 15:52:47,West,2023-02-07 16:37:47,None,35,Male,Indonesian,65,Male,Indian,1,Yes,Acquitted,Major,No,No,Yes,No
Vandalism,2023-02-08 18:09:43,West,2023-02-08 18:46:43,Firearm,57,Male,Indian,58,Female,Malaysian,5,Yes,Pending,Major,Yes,Yes,Yes,No
Drug Offense,2023-02-09 20:26:40,West,2023-02-09 21:12:40,Other,28,Male,Singaporean,60,Female,Singaporean,7,Yes,Convicted,Minor,Yes,No,No,No
Fraud,2023-02-10 22:43:36,North,2023-02-10 23:28:36,Other,36,Male,Indonesian,60,Female,Singaporean,9,Yes,Acquitted,Moderate,No,No,Yes,No
Fraud,2023-02-12 01:00:32,North,2023-02-12 01:45:32,Other,44,Male,Indonesian,29,Female,Malaysian,2,No,Convicted,Minor,No,Yes,Yes,No
Fraud,2023-02-13 03:17:28,East,2023-02-13 03:43:28,Firearm,51,Male,Others,38,Male,Singaporean,6,Yes,Convicted,Minor,Yes,Yes,No,No
Burglary,2023-02-14 05:34:24,North,2023-02-14 06:23:24,Other,22,Female,Others,18,Male,Indonesian,6,Yes,Acquitted,Moderate,Yes,No,Yes,No
Drug Offense,2023-02-15 07:51:21,Central,2023-02-15 08:47:21,Other,19,Male,Indian,46,Female,Indonesian,8,No,Pending,Major,No,Yes,Yes,No
Others,2023-02-16 10:08:17,East,2023-02-16 11:03:17,None,46,Female,Indonesian,63,Female,Singaporean,2,Yes,Convicted,Minor,No,Yes,No,Yes
Fraud,2023-02-17 12:25:13,West,2023-02-17 12:32:13,Knife,50,Male,Malaysian,68,Male,Indonesian,8,No,Pending,Minor,Yes,No,Yes,Yes
Burglary,2023-02-18 14:42:09,West,2023-02-18 15:05:09,Firearm,76,Male,Indonesian,73,Female,Others,0,No,Acquitted,Minor,Yes,No,No,No
Others,2023-02-19 16:59:05,North,2023-02-19 17:03:05,Knife,60,Male,Indian,34,Female,Indian,8,No,Dismissed,Moderate,No,No,No,Yes
Vandalism,2023-02-20 19:16:02,East,2023-02-20 19:49:02,Knife,46,Female,Others,36,Male,Singaporean,4,No,Dismissed,Moderate,Yes,No,No,Yes
Burglary,2023-02-21 21:32:58,West,2023-02-21 21:55:58,Other,31,Female,Malaysian,36,Male,Indian,3,No,Acquitted,Major,No,Yes,Yes,No
Burglary,2023-02-22 23:49:54,South,2023-02-23 00:01:54,Other,42,Female,Others,34,Male,Indonesian,6,No,Dismissed,Moderate,Yes,No,No,No
Others,2023-02-24 02:06:50,Central,2023-02-24 02:12:50,None,61,Male,Singaporean,19,Female,Indonesian,2,No,Convicted,Major,No,Yes,No,No
Vandalism,2023-02-25 04:23:47,West,2023-02-25 04:28:47,Other,49,Male,Indian,63,Male,Indonesian,4,No,Dismissed,Major,Yes,No,No,Yes
Others,2023-02-26 06:40:43,West,2023-02-26 07:12:43,Knife,27,Female,Others,26,Male,Indian,6,Yes,Dismissed,Minor,Yes,No,No,No
Fraud,2023-02-27 08:57:39,North,2023-02-27 09:18:39,Firearm,35,Female,Malaysian,77,Female,Indian,6,Yes,Convicted,Major,Yes,Yes,No,Yes
Vandalism,2023-02-28 11:14:35,West,2023-02-28 11:44:35,Firearm,22,Female,Malaysian,39,Male,Indian,9,Yes,Convicted,Major,No,No,No,No
Theft,2023-03-01 13:31:31,South,2023-03-01 14:21:31,Knife,33,Male,Indian,21,Female,Malaysian,4,No,Pending,Moderate,Yes,No,No,No
Vandalism,2023-03-02 15:48:28,East,2023-03-02 15:56:28,None,36,Male,Indian,44,Male,Indian,1,No,Dismissed,Moderate,Yes,Yes,Yes,Yes
Burglary,2023-03-03 18:05:24,East,2023-03-03 19:04:24,None,55,Male,Indian,33,Male,Malaysian,1,Yes,Pending,Moderate,No,Yes,Yes,Yes
Drug Offense,2023-03-04 20:22:20,East,2023-03-04 21:08:20,None,42,Female,Others,69,Female,Indonesian,1,No,Acquitted,Moderate,Yes,No,Yes,Yes
Others,2023-03-05 22:39:16,Central,2023-03-05 23:24:16,Knife,54,Female,Singaporean,48,Male,Others,5,Yes,Dismissed,Moderate,No,Yes,No,Yes
Assault,2023-03-07 00:56:12,East,2023-03-07 00:58:12,Firearm,67,Female,Malaysian,73,Female,Others,3,Yes,Pending,Minor,Yes,No,No,Yes
Assault,2023-03-08 03:13:09,South,2023-03-08 03:28:09,None,74,Female,Malaysian,32,Male,Others,5,No,Acquitted,Minor,No,Yes,No,Yes
Fraud,2023-03-09 05:30:05,West,2023-03-09 05:34:05,None,43,Female,Malaysian,79,Female,Indonesian,2,No,Pending,Major,Yes,Yes,Yes,Yes
Burglary,2023-03-10 07:47:01,Central,2023-03-10 08:46:01,Firearm,52,Female,Indian,66,Male,Others,1,No,Pending,Moderate,Yes,Yes,No,Yes
Fraud,2023-03-11 10:03:57,North,2023-03-11 10:47:57,Knife,59,Female,Indonesian,78,Female,Malaysian,2,Yes,Convicted,Major,No,Yes,Yes,No
Assault,2023-03-12 12:20:54,North,2023-03-12 12:30:54,Firearm,23,Male,Indonesian,35,Male,Indonesian,4,No,Acquitted,Minor,Yes,Yes,Yes,Yes
Others,2023-03-13 14:37:50,East,2023-03-13 15:15:50,None,72,Male,Singaporean,30,Male,Indian,0,No,Acquitted,Major,No,No,No,Yes
Fraud,2023-03-14 16:54:46,West,2023-03-14 17:13:46,Firearm,48,Female,Others,31,Male,Indonesian,3,No,Acquitted,Minor,Yes,Yes,No,No
Others,2023-03-15 19:11:42,East,2023-03-15 19:21:42,Knife,66,Female,Indian,58,Male,Others,9,Yes,Acquitted,Major,No,Yes,Yes,No
Assault,2023-03-16 21:28:38,East,2023-03-16 22:27:38,Knife,59,Female,Indian,31,Male,Indian,0,No,Dismissed,Minor,No,No,Yes,No
Others,2023-03-17 23:45:35,Central,2023-03-18 00:11:35,Firearm,42,Female,Indian,65,Female,Indian,8,Yes,Convicted,Minor,No,Yes,Yes,Yes
Drug Offense,2023-03-19 02:02:31,Central,2023-03-19 02:55:31,None,29,Female,Singaporean,56,Female,Others,0,No,Convicted,Moderate,Yes,Yes,Yes,Yes
Vandalism,2023-03-20 04:19:27,North,2023-03-20 04:40:27,None,28,Female,Indonesian,54,Female,Others,5,Yes,Acquitted,Minor,Yes,Yes,Yes,Yes
Drug Offense,2023-03-21 06:36:23,Central,2023-03-21 07:22:23,Knife,49,Female,Indian,52,Male,Malaysian,5,Yes,Convicted,Moderate,No,No,No,No
Others,2023-03-22 08:53:20,Central,2023-03-22 09:15:20,Knife,55,Female,Indian,47,Female,Indian,7,No,Pending,Major,No,No,No,No
Drug Offense,2023-03-23 11:10:16,East,2023-03-23 11:11:16,Knife,42,Female,Malaysian,36,Female,Singaporean,7,No,Acquitted,Minor,Yes,No,Yes,No
Assault,2023-03-24 13:27:12,West,2023-03-24 14:17:12,Knife,45,Male,Indonesian,62,Female,Malaysian,8,No,Convicted,Moderate,Yes,Yes,Yes,Yes
Others,2023-03-25 15:44:08,West,2023-03-25 16:00:08,Knife,68,Male,Indonesian,63,Male,Others,6,Yes,Pending,Minor,No,No,Yes,No
Assault,2023-03-26 18:01:04,West,2023-03-26 18:08:04,Other,25,Female,Others,34,Female,Indian,9,Yes,Dismissed,Moderate,No,Yes,Yes,Yes
Theft,2023-03-27 20:18:01,East,2023-03-27 21:17:01,Other,70,Female,Singaporean,57,Female,Others,6,No,Pending,Minor,No,No,Yes,Yes
Burglary,2023-03-28 22:34:57,North,2023-03-28 22:43:57,Firearm,72,Male,Indonesian,71,Male,Others,3,Yes,Acquitted,Minor,Yes,Yes,No,Yes
Assault,2023-03-30 00:51:53,East,2023-03-30 01:12:53,Knife,42,Male,Singaporean,59,Female,Indian,0,Yes,Acquitted,Moderate,No,Yes,No,No
Drug Offense,2023-03-31 03:08:49,West,2023-03-31 03:24:49,Other,72,Female,Others,57,Male,Malaysian,1,Yes,Pending,Major,No,No,No,Yes
Burglary,2023-04-01 05:25:45,Central,2023-04-01 06:14:45,Knife,56,Female,Indian,21,Female,Malaysian,0,No,Convicted,Moderate,Yes,No,Yes,Yes
Assault,2023-04-02 07:42:42,Central,2023-04-02 08:34:42,Firearm,50,Male,Indonesian,67,Female,Others,5,Yes,Pending,Minor,No,No,Yes,Yes
Vandalism,2023-04-03 09:59:38,West,2023-04-03 10:06:38,None,59,Male,Others,76,Female,Indian,7,Yes,Acquitted,Minor,No,Yes,No,Yes
Drug Offense,2023-04-04 12:16:34,Central,2023-04-04 12:35:34,Knife,43,Male,Indian,42,Male,Malaysian,7,Yes,Dismissed,Major,Yes,Yes,Yes,No
Assault,2023-04-05 14:33:30,South,2023-04-05 14:56:30,None,55,Female,Singaporean,62,Male,Indonesian,5,No,Acquitted,Minor,No,No,No,No
Theft,2023-04-06 16:50:27,South,2023-04-06 17:01:27,Knife,65,Male,Indian,40,Male,Indonesian,0,Yes,Pending,Moderate,No,Yes,No,No
Drug Offense,2023-04-07 19:07:23,South,2023-04-07 19:28:23,Knife,41,Female,Singaporean,58,Female,Malaysian,8,No,Acquitted,Minor,No,Yes,Yes,Yes
Fraud,2023-04-08 21:24:19,East,2023-04-08 21:30:19,Firearm,72,Male,Malaysian,77,Female,Malaysian,8,Yes,Acquitted,Minor,Yes,No,Yes,Yes
Drug Offense,2023-04-09 23:41:15,East,2023-04-09 23:47:15,Other,72,Female,Malaysian,37,Female,Indian,5,Yes,Acquitted,Major,Yes,Yes,Yes,No
Drug Offense,2023-04-11 01:58:11,South,2023-04-11 02:24:11,None,78,Male,Indonesian,32,Male,Singaporean,3,No,Acquitted,Moderate,No,Yes,No,No
Drug Offense,2023-04-12 04:15:08,Central,2023-04-12 05:11:08,Firearm,67,Male,Indian,68,Female,Indian,2,No,Convicted,Minor,No,Yes,Yes,No
Burglary,2023-04-13 06:32:04,West,2023-04-13 06:44:04,Knife,78,Female,Malaysian,28,Female,Indonesian,6,No,Acquitted,Major,Yes,No,No,Yes
Others,2023-04-14 08:49:00,Central,2023-04-14 09:07:00,Knife,26,Male,Malaysian,73,Female,Singaporean,6,No,Pending,Minor,Yes,No,No,Yes
Burglary,2023-04-15 11:05:56,West,2023-04-15 11:28:56,None,52,Male,Indonesian,73,Female,Indonesian,1,Yes,Dismissed,Minor,Yes,No,Yes,No
Fraud,2023-04-16 13:22:52,Central,2023-04-16 14:18:52,Firearm,22,Female,Others,44,Female,Indian,0,No,Dismissed,Moderate,No,No,Yes,No
Vandalism,2023-04-17 15:39:49,North,2023-04-17 16:12:49,Other,22,Male,Indonesian,46,Female,Singaporean,1,Yes,Acquitted,Major,No,Yes,Yes,No
Others,2023-04-18 17:56:45,Central,2023-04-18 18:35:45,Other,30,Female,Indian,42,Male,Singaporean,1,No,Dismissed,Moderate,No,No,No,Yes
Theft,2023-04-19 20:13:41,South,2023-04-19 20:50:41,Knife,48,Female,Malaysian,32,Female,Others,5,Yes,Pending,Minor,Yes,Yes,No,No
Fraud,2023-04-20 22:30:37,East,2023-04-20 22:37:37,Firearm,22,Male,Singaporean,70,Male,Malaysian,2,Yes,Convicted,Major,No,Yes,Yes,Yes
Assault,2023-04-22 00:47:34,North,2023-04-22 01:27:34,None,40,Male,Indonesian,56,Female,Indian,4,No,Convicted,Minor,No,No,No,Yes
Others,2023-04-23 03:04:30,East,2023-04-23 03:10:30,Other,54,Male,Singaporean,67,Female,Indian,2,No,Pending,Minor,No,No,Yes,Yes
Vandalism,2023-04-24 05:21:26,West,2023-04-24 05:28:26,Other,55,Male,Others,64,Female,Indian,1,No,Acquitted,Major,No,Yes,Yes,Yes
Drug Offense,2023-04-25 07:38:22,North,2023-04-25 07:48:22,None,38,Male,Indonesian,27,Male,Indonesian,7,Yes,Pending,Major,Yes,No,No,Yes
Vandalism,2023-04-26 09:55:18,South,2023-04-26 10:02:18,Knife,70,Male,Malaysian,71,Female,Others,8,Yes,Convicted,Moderate,Yes,Yes,No,Yes
Others,2023-04-27 12:12:15,South,2023-04-27 12:32:15,Other,74,Female,Others,25,Male,Indonesian,1,No,Dismissed,Moderate,No,No,Yes,No
Drug Offense,2023-04-28 14:29:11,North,2023-04-28 15:08:11,Knife,44,Female,Malaysian,26,Male,Indian,2,No,Pending,Moderate,Yes,Yes,Yes,Yes
Fraud,2023-04-29 16:46:07,South,2023-04-29 17:23:07,Other,25,Female,Singaporean,76,Female,Indonesian,6,Yes,Dismissed,Moderate,Yes,Yes,No,Yes
Assault,2023-04-30 19:03:03,East,2023-04-30 19:28:03,Knife,56,Male,Others,62,Male,Malaysian,3,Yes,Acquitted,Moderate,Yes,Yes,No,Yes
Drug Offense,2023-05-01 21:20:00,South,2023-05-01 21:22:00,Firearm,61,Female,Indonesian,46,Female,Indian,4,No,Acquitted,Minor,No,Yes,Yes,No
Assault,2023-05-02 23:36:56,East,2023-05-02 23:58:56,Other,73,Female,Malaysian,60,Male,Indian,1,No,Convicted,Moderate,Yes,No,Yes,Yes
Vandalism,2023-05-04 01:53:52,South,2023-05-04 02:22:52,None,66,Female,Indonesian,27,Female,Indian,0,Yes,Pending,Moderate,Yes,No,No,No
Fraud,2023-05-05 04:10:48,South,2023-05-05 04:49:48,Firearm,49,Female,Singaporean,55,Female,Indian,4,Yes,Dismissed,Major,Yes,Yes,Yes,Yes
Others,2023-05-06 06:27:44,Central,2023-05-06 06:53:44,Firearm,69,Female,Singaporean,53,Female,Indonesian,1,Yes,Dismissed,Moderate,No,No,No,No
Theft,2023-05-07 08:44:41,East,2023-05-07 09:43:41,None,29,Female,Indian,77,Male,Singaporean,8,Yes,Dismissed,Major,Yes,Yes,No,No
Burglary,2023-05-08 11:01:37,East,2023-05-08 11:50:37,Other,36,Male,Singaporean,35,Female,Indonesian,1,Yes,Dismissed,Moderate,No,No,No,Yes
Vandalism,2023-05-09 13:18:33,West,2023-05-09 14:04:33,Knife,21,Male,Indian,46,Female,Indonesian,8,Yes,Dismissed,Major,Yes,Yes,Yes,No
Others,2023-05-10 15:35:29,South,2023-05-10 16:01:29,Firearm,78,Female,Indonesian,70,Male,Indonesian,2,No,Convicted,Moderate,No,No,Yes,Yes
Fraud,2023-05-11 17:52:25,Central,2023-05-11 18:08:25,Knife,69,Female,Others,69,Female,Others,3,Yes,Acquitted,Moderate,No,Yes,No,No
Fraud,2023-05-12 20:09:22,East,2023-05-12 20:59:22,None,41,Male,Indonesian,50,Male,Singaporean,9,Yes,Pending,Moderate,Yes,No,No,Yes
Burglary,2023-05-13 22:26:18,North,2023-05-13 23:20:18,Firearm,33,Male,Others,71,Female,Indian,7,Yes,Dismissed,Minor,No,Yes,No,No
Theft,2023-05-15 00:43:14,West,2023-05-15 01:26:14,None,18,Female,Indian,34,Female,Others,8,Yes,Pending,Minor,No,No,Yes,Yes
Others,2023-05-16 03:00:10,East,2023-05-16 03:24:10,Knife,74,Male,Malaysian,25,Male,Indian,4,No,Dismissed,Moderate,Yes,No,Yes,No
Vandalism,2023-05-17 05:17:07,East,2023-05-17 05:24:07,Knife,45,Male,Indian,37,Female,Singaporean,4,No,Dismissed,Moderate,Yes,Yes,No,No
Theft,2023-05-18 07:34:03,West,2023-05-18 07:41:03,None,71,Female,Indonesian,70,Female,Malaysian,6,No,Acquitted,Major,Yes,No,Yes,Yes
Fraud,2023-05-19 09:50:59,North,2023-05-19 10:06:59,None,25,Female,Malaysian,59,Female,Malaysian,5,Yes,Acquitted,Moderate,No,No,Yes,No
Theft,2023-05-20 12:07:55,West,2023-05-20 12:08:55,Firearm,56,Female,Indonesian,31,Male,Indonesian,4,No,Dismissed,Major,No,Yes,No,Yes
Drug Offense,2023-05-21 14:24:51,Central,2023-05-21 14:25:51,Knife,40,Male,Malaysian,29,Female,Indonesian,8,Yes,Dismissed,Moderate,Yes,No,Yes,Yes
Vandalism,2023-05-22 16:41:48,West,2023-05-22 17:17:48,Other,54,Female,Singaporean,52,Male,Indonesian,8,No,Dismissed,Moderate,Yes,No,Yes,Yes
Vandalism,2023-05-23 18:58:44,East,2023-05-23 19:18:44,Other,46,Female,Malaysian,52,Male,Singaporean,4,Yes,Dismissed,Moderate,Yes,Yes,No,Yes
Fraud,2023-05-24 21:15:40,West,2023-05-24 21:38:40,Firearm,42,Male,Indonesian,34,Female,Singaporean,6,Yes,Convicted,Major,No,No,Yes,No
Others,2023-05-25 23:32:36,East,2023-05-25 23:57:36,Knife,32,Female,Others,30,Female,Indonesian,1,Yes,Acquitted,Minor,Yes,Yes,Yes,Yes
Vandalism,2023-05-27 01:49:32,South,2023-05-27 02:05:32,Other,30,Male,Others,19,Female,Malaysian,9,No,Convicted,Minor,No,Yes,No,Yes
Fraud,2023-05-28 04:06:29,North,2023-05-28 04:12:29,Firearm,26,Male,Malaysian,72,Male,Others,1,No,Pending,Moderate,No,No,No,Yes
Fraud,2023-05-29 06:23:25,East,2023-05-29 06:35:25,Other,39,Female,Others,77,Male,Others,1,Yes,Acquitted,Minor,Yes,No,No,Yes
Others,2023-05-30 08:40:21,South,2023-05-30 09:24:21,Other,31,Female,Indian,58,Male,Indonesian,9,No,Acquitted,Major,Yes,Yes,No,No
Burglary,2023-05-31 10:57:17,North,2023-05-31 11:19:17,Knife,71,Female,Singaporean,72,Male,Others,6,Yes,Convicted,Major,Yes,Yes,Yes,No
Assault,2023-06-01 13:14:14,East,2023-06-01 13:22:14,None,73,Male,Singaporean,63,Female,Malaysian,1,Yes,Dismissed,Major,Yes,No,No,Yes
Burglary,2023-06-02 15:31:10,Central,2023-06-02 15:55:10,None,18,Female,Singaporean,52,Male,Indonesian,0,Yes,Acquitted,Moderate,No,Yes,No,Yes
Vandalism,2023-06-03 17:48:06,Central,2023-06-03 18:36:06,None,41,Male,Singaporean,45,Female,Malaysian,2,Yes,Acquitted,Major,Yes,No,Yes,Yes
Others,2023-06-04 20:05:02,North,2023-06-04 20:57:02,None,62,Male,Others,78,Male,Singaporean,4,Yes,Pending,Major,No,No,No,No
Burglary,2023-06-05 22:21:58,South,2023-06-05 22:40:58,Other,56,Female,Singaporean,76,Male,Others,5,No,Dismissed,Moderate,Yes,Yes,No,Yes
Vandalism,2023-06-07 00:38:55,East,2023-06-07 01:31:55,Other,26,Male,Indian,33,Male,Indonesian,1,Yes,Pending,Moderate,Yes,Yes,No,Yes
Burglary,2023-06-08 02:55:51,North,2023-06-08 03:12:51,Knife,29,Female,Indonesian,74,Female,Malaysian,1,No,Convicted,Minor,No,Yes,No,No
Assault,2023-06-09 05:12:47,North,2023-06-09 05:35:47,None,18,Male,Malaysian,51,Female,Others,1,No,Convicted,Major,No,Yes,Yes,Yes
Burglary,2023-06-10 07:29:43,East,2023-06-10 08:03:43,Firearm,33,Male,Indian,77,Female,Others,3,Yes,Convicted,Minor,Yes,Yes,No,No
Assault,2023-06-11 09:46:40,West,2023-06-11 10:03:40,None,61,Female,Indian,36,Male,Malaysian,6,Yes,Convicted,Major,Yes,No,No,No
Drug Offense,2023-06-12 12:03:36,North,2023-06-12 12:16:36,Knife,54,Female,Malaysian,54,Female,Others,9,No,Pending,Major,Yes,Yes,Yes,Yes
Vandalism,2023-06-13 14:20:32,East,2023-06-13 14:25:32,Firearm,70,Female,Malaysian,18,Male,Others,4,Yes,Dismissed,Minor,No,No,Yes,Yes
Fraud,2023-06-14 16:37:28,Central,2023-06-14 17:26:28,None,54,Female,Indian,40,Male,Malaysian,4,Yes,Pending,Minor,Yes,No,Yes,Yes
Drug Offense,2023-06-15 18:54:24,West,2023-06-15 19:46:24,Other,79,Male,Indonesian,38,Male,Malaysian,5,No,Acquitted,Moderate,Yes,Yes,No,No
Drug Offense,2023-06-16 21:11:21,West,2023-06-16 21:44:21,Other,49,Female,Malaysian,25,Female,Singaporean,6,Yes,Dismissed,Major,Yes,Yes,Yes,No
Vandalism,2023-06-17 23:28:17,East,2023-06-17 23:53:17,None,18,Male,Indian,65,Female,Indian,7,Yes,Dismissed,Major,Yes,No,No,Yes
Theft,2023-06-19 01:45:13,North,2023-06-19 02:10:13,Firearm,70,Female,Indian,21,Female,Singaporean,6,No,Dismissed,Moderate,No,No,Yes,No
Theft,2023-06-20 04:02:09,South,2023-06-20 04:03:09,Knife,48,Female,Indian,57,Female,Others,9,Yes,Acquitted,Minor,No,No,No,Yes
Others,2023-06-21 06:19:05,East,2023-06-21 07:09:05,Knife,28,Female,Others,78,Female,Malaysian,9,Yes,Pending,Minor,No,No,No,Yes
Theft,2023-06-22 08:36:02,Central,2023-06-22 09:11:02,Other,21,Female,Indian,30,Male,Others,6,Yes,Convicted,Minor,No,Yes,Yes,Yes
Burglary,2023-06-23 10:52:58,Central,2023-06-23 11:04:58,Knife,51,Female,Others,58,Female,Others,6,Yes,Pending,Major,No,No,Yes,Yes
Assault,2023-06-24 13:09:54,Central,2023-06-24 13:20:54,Knife,32,Male,Others,28,Male,Malaysian,1,No,Dismissed,Moderate,Yes,No,No,Yes
Theft,2023-06-25 15:26:50,West,2023-06-25 15:39:50,None,29,Female,Indonesian,65,Male,Others,6,No,Acquitted,Moderate,Yes,Yes,Yes,Yes
Burglary,2023-06-26 17:43:47,South,2023-06-26 18:28:47,None,40,Female,Singaporean,63,Male,Indian,4,No,Pending,Major,No,Yes,No,No
Fraud,2023-06-27 20:00:43,South,2023-06-27 20:25:43,Knife,65,Female,Others,47,Female,Malaysian,3,Yes,Convicted,Moderate,Yes,Yes,Yes,No
