Age,Gender,Major,GPA,Enrollment_Status,Year_in_Program,Extracurricular_Activity,Nationality,Language_Spoken,Study_Abroad_Interest,Scholarship_Status,Dormitory_Resident,Visa_Status,Previous_Education,Parental_Occupation,Financial_Aid,Interview_Date
19,Female,Machine Learning,3.56,Full-time,4,Arts,Malaysian,Others,Yes,Non-Recipient,No,Citizen,International School,Others,No,2021-05-10
24,Male,Machine Learning,3.48,Full-time,1,Arts,Indonesian,Tamil,No,Non-Recipient,Yes,Citizen,Local School,Others,Yes,2023-02-10
24,Male,Business,3.84,Full-time,3,None,Indonesian,English,No,Recipient,No,Permanent Resident,Home Schooling,Service,Yes,2021-12-09
19,Male,Machine Learning,2.75,Part-time,2,Volunteering,Singaporean,English,No,Non-Recipient,No,Others,Home Schooling,Business,Yes,2022-06-07
24,Female,Service Training,2.9,Part-time,2,None,Singaporean,Mandarin,No,Non-Recipient,Yes,Others,Home Schooling,Education,Yes,2022-03-13
24,Male,AI,3.38,Full-time,2,Volunteering,Others,Malay,Yes,Recipient,No,Others,Others,Service,Yes,2023-08-12
21,Female,Hospitality Management,3.61,Part-time,4,Arts,Indian,Mandarin,No,Non-Recipient,Yes,Citizen,Home Schooling,Business,No,2023-07-26
22,Male,Hospitality Management,3.98,Full-time,3,Volunteering,Singaporean,Tamil,Yes,Non-Recipient,Yes,Others,Others,Healthcare,No,2021-09-08
19,Male,Machine Learning,3.01,Full-time,2,None,Malaysian,Mandarin,No,Non-Recipient,No,Permanent Resident,Home Schooling,Others,Yes,2022-09-14
24,Male,Machine Learning,3.63,Part-time,2,Arts,Indonesian,English,Yes,Non-Recipient,Yes,Student Visa,Local School,Business,Yes,2021-01-22
23,Male,FinTech,2.33,Full-time,3,None,Others,Others,Yes,Non-Recipient,Yes,Citizen,Others,Education,No,2023-04-02
19,Female,AI,2.54,Full-time,2,Sports,Indian,Mandarin,Yes,Non-Recipient,Yes,Citizen,Local School,Education,Yes,2023-10-10
19,Female,Hospitality Management,3.73,Full-time,1,Volunteering,Singaporean,Mandarin,Yes,Recipient,Yes,Permanent Resident,Others,Healthcare,No,2023-09-08
19,Female,Information Technology,2.88,Part-time,2,Arts,Malaysian,Others,No,Recipient,No,Permanent Resident,Local School,Healthcare,No,2022-01-14
20,Male,Service Training,2.66,Part-time,1,Sports,Others,Others,No,Recipient,Yes,Citizen,Home Schooling,Education,No,2023-10-03
22,Female,Information Technology,2.2,Part-time,2,Sports,Singaporean,Malay,Yes,Non-Recipient,Yes,Others,International School,Service,Yes,2021-08-02
22,Female,Service Training,3.66,Full-time,4,Sports,Others,Malay,No,Non-Recipient,No,Student Visa,International School,Education,No,2022-03-13
20,Female,Hospitality Management,3.25,Part-time,3,None,Singaporean,English,No,Recipient,No,Citizen,Others,Others,No,2023-04-17
21,Male,Information Technology,3.84,Full-time,1,None,Singaporean,English,Yes,Recipient,Yes,Others,Local School,Healthcare,Yes,2023-02-01
19,Male,Information Technology,3.61,Part-time,2,Sports,Indian,English,No,Recipient,Yes,Citizen,Others,Healthcare,Yes,2021-08-14
24,Male,Information Technology,3.64,Full-time,4,Sports,Indian,English,Yes,Non-Recipient,No,Citizen,Others,Healthcare,No,2023-02-04
22,Female,AI,2.32,Part-time,3,Volunteering,Indian,Malay,Yes,Non-Recipient,No,Citizen,Others,Others,Yes,2023-07-08
22,Female,Business,2.53,Full-time,3,Volunteering,Indian,Mandarin,Yes,Recipient,Yes,Student Visa,Home Schooling,Service,No,2021-09-27
22,Male,Machine Learning,3.88,Full-time,3,Sports,Malaysian,English,Yes,Non-Recipient,Yes,Student Visa,Others,Service,Yes,2021-01-14
18,Male,Information Technology,2.3,Part-time,3,Arts,Singaporean,Tamil,Yes,Non-Recipient,Yes,Others,International School,Others,Yes,2022-10-19
19,Male,Information Technology,3.36,Full-time,2,None,Singaporean,Malay,Yes,Recipient,No,Permanent Resident,Others,Education,No,2022-06-22
18,Male,Hospitality Management,3.44,Part-time,2,Arts,Singaporean,Mandarin,Yes,Non-Recipient,No,Permanent Resident,International School,Healthcare,Yes,2021-06-07
21,Female,Service Training,3.03,Full-time,4,Arts,Malaysian,Malay,Yes,Recipient,No,Student Visa,Others,Others,Yes,2022-11-03
18,Male,Service Training,3.06,Part-time,2,None,Indonesian,English,No,Recipient,Yes,Citizen,Home Schooling,Education,No,2022-04-13
19,Male,Business,2.62,Full-time,3,Arts,Indian,Malay,Yes,Recipient,No,Citizen,Others,Education,Yes,2023-07-07
19,Female,Service Training,2.94,Full-time,4,Arts,Singaporean,Tamil,Yes,Non-Recipient,Yes,Citizen,Local School,Service,Yes,2022-03-18
22,Male,Machine Learning,2.78,Full-time,4,Volunteering,Indonesian,Malay,Yes,Recipient,No,Citizen,Home Schooling,Education,Yes,2021-07-21
19,Male,Machine Learning,3.39,Full-time,2,None,Others,Malay,Yes,Recipient,Yes,Permanent Resident,Home Schooling,Others,Yes,2021-05-22
22,Male,Information Technology,3.84,Full-time,2,None,Singaporean,Mandarin,Yes,Recipient,Yes,Others,Others,Service,Yes,2022-02-02
18,Female,AI,2.93,Part-time,2,None,Malaysian,English,No,Recipient,Yes,Citizen,Local School,Healthcare,No,2023-01-05
22,Male,Service Training,2.71,Part-time,4,Volunteering,Singaporean,Malay,No,Recipient,Yes,Citizen,Home Schooling,Business,No,2023-11-06
23,Male,Business,3.32,Part-time,1,None,Malaysian,Others,No,Recipient,No,Student Visa,Home Schooling,Healthcare,No,2022-04-09
20,Male,Business,2.25,Full-time,4,None,Indian,Malay,No,Non-Recipient,Yes,Others,Others,Service,Yes,2023-03-01
19,Female,Business,3.01,Full-time,1,Sports,Singaporean,Malay,Yes,Non-Recipient,No,Others,International School,Education,No,2023-07-19
23,Female,AI,2.44,Full-time,3,Arts,Indonesian,Malay,Yes,Recipient,Yes,Citizen,Others,Healthcare,No,2022-03-22
22,Female,FinTech,2.37,Full-time,4,Volunteering,Indonesian,Others,Yes,Non-Recipient,No,Citizen,International School,Business,Yes,2023-02-07
22,Female,Hospitality Management,3.04,Full-time,4,Arts,Others,Tamil,No,Non-Recipient,No,Citizen,Home Schooling,Healthcare,Yes,2023-07-12
19,Female,AI,3.55,Part-time,3,Arts,Malaysian,English,Yes,Recipient,No,Permanent Resident,Home Schooling,Service,No,2023-09-11
20,Female,Business,3.56,Full-time,2,None,Indonesian,Tamil,Yes,Non-Recipient,Yes,Student Visa,International School,Others,Yes,2022-07-25
20,Female,FinTech,2.06,Full-time,2,Sports,Indonesian,Others,No,Recipient,No,Student Visa,Others,Service,Yes,2022-01-27
23,Female,Business,3.22,Full-time,1,Arts,Indian,Malay,No,Recipient,No,Student Visa,Local School,Education,Yes,2022-04-27
22,Male,Business,2.32,Full-time,1,None,Indonesian,Malay,Yes,Non-Recipient,No,Others,Local School,Business,Yes,2022-07-14
23,Male,Hospitality Management,3.92,Full-time,1,Sports,Malaysian,English,Yes,Non-Recipient,No,Student Visa,Home Schooling,Business,Yes,2021-02-28
20,Female,Service Training,3.87,Full-time,2,Arts,Malaysian,Tamil,No,Non-Recipient,Yes,Permanent Resident,Local School,Business,No,2021-12-08
20,Male,FinTech,3.95,Full-time,1,None,Indonesian,Tamil,Yes,Non-Recipient,No,Student Visa,International School,Others,No,2022-01-14
18,Female,Information Technology,3.24,Part-time,1,Sports,Malaysian,Malay,Yes,Recipient,No,Others,Home Schooling,Others,Yes,2021-01-17
24,Female,FinTech,3.04,Part-time,3,Volunteering,Singaporean,Tamil,Yes,Recipient,Yes,Student Visa,Others,Healthcare,Yes,2023-08-28
19,Male,AI,3.21,Part-time,2,None,Singaporean,English,No,Non-Recipient,Yes,Citizen,Others,Healthcare,Yes,2023-03-12
20,Male,AI,3.53,Part-time,3,Sports,Singaporean,English,No,Non-Recipient,Yes,Citizen,Home Schooling,Healthcare,No,2023-08-19
24,Male,Service Training,3.8,Part-time,3,None,Malaysian,English,Yes,Non-Recipient,Yes,Student Visa,Local School,Education,Yes,2022-04-20
23,Female,Service Training,2.56,Full-time,2,None,Indonesian,Malay,No,Recipient,No,Student Visa,Others,Service,Yes,2023-10-19
20,Female,Machine Learning,3.03,Full-time,1,Volunteering,Singaporean,Mandarin,Yes,Recipient,No,Permanent Resident,Local School,Service,Yes,2023-09-11
22,Female,Business,3.16,Full-time,1,Sports,Indian,Others,No,Recipient,Yes,Others,International School,Education,No,2021-09-09
24,Male,FinTech,2.53,Full-time,1,None,Singaporean,Others,No,Recipient,No,Others,International School,Business,Yes,2021-04-15
18,Male,Business,3.36,Full-time,2,Sports,Malaysian,Tamil,Yes,Recipient,Yes,Citizen,International School,Business,No,2022-04-05
22,Female,Hospitality Management,2.32,Full-time,4,Sports,Malaysian,English,Yes,Recipient,No,Citizen,Local School,Service,Yes,2023-10-08
20,Female,AI,2.57,Full-time,1,Sports,Indonesian,Tamil,No,Non-Recipient,Yes,Others,Home Schooling,Service,No,2023-07-28
22,Female,Business,2.28,Full-time,2,None,Others,Others,Yes,Recipient,Yes,Student Visa,Local School,Business,Yes,2021-02-10
24,Male,Information Technology,3.74,Part-time,2,None,Singaporean,English,Yes,Recipient,No,Citizen,Others,Healthcare,No,2023-11-22
24,Male,Information Technology,2.03,Full-time,4,None,Singaporean,Mandarin,No,Non-Recipient,Yes,Others,Local School,Business,Yes,2023-04-19
23,Male,Hospitality Management,2.6,Part-time,3,Volunteering,Indonesian,Mandarin,No,Non-Recipient,Yes,Others,Local School,Healthcare,Yes,2023-12-21
23,Male,Hospitality Management,3.3,Part-time,4,None,Indian,Malay,Yes,Recipient,Yes,Student Visa,Local School,Others,Yes,2023-02-07
20,Female,AI,2.27,Part-time,2,Volunteering,Others,Others,No,Non-Recipient,No,Citizen,International School,Healthcare,No,2021-10-23
19,Male,AI,2.07,Full-time,3,Volunteering,Singaporean,Malay,No,Recipient,Yes,Student Visa,Others,Service,Yes,2022-06-02
24,Male,Service Training,2.03,Part-time,1,Arts,Others,Malay,No,Recipient,No,Citizen,Local School,Service,No,2021-11-15
19,Female,Information Technology,2.99,Full-time,4,None,Indonesian,Mandarin,Yes,Non-Recipient,Yes,Student Visa,Local School,Healthcare,No,2022-01-04
21,Female,FinTech,2.9,Full-time,2,None,Indonesian,Mandarin,No,Non-Recipient,Yes,Student Visa,Home Schooling,Education,No,2022-07-18
22,Male,Information Technology,2.35,Part-time,2,Sports,Indian,Tamil,No,Non-Recipient,Yes,Permanent Resident,Others,Others,Yes,2022-10-22
20,Female,Machine Learning,3.4,Full-time,1,Volunteering,Singaporean,Mandarin,No,Recipient,No,Others,Local School,Business,Yes,2021-06-06
22,Male,AI,3.9,Part-time,3,Sports,Others,Malay,Yes,Recipient,No,Student Visa,Home Schooling,Service,Yes,2023-06-22
19,Female,Hospitality Management,3.36,Part-time,3,Arts,Indonesian,English,Yes,Non-Recipient,No,Citizen,Others,Healthcare,Yes,2022-09-12
21,Female,FinTech,3.36,Part-time,2,Sports,Malaysian,Others,No,Non-Recipient,No,Student Visa,International School,Business,No,2022-09-16
21,Female,AI,3.93,Full-time,3,Sports,Indonesian,Tamil,Yes,Non-Recipient,No,Citizen,Local School,Healthcare,No,2022-08-11
22,Male,Information Technology,3.78,Part-time,1,Arts,Others,Others,Yes,Recipient,No,Others,International School,Business,No,2023-09-16
24,Male,Service Training,2.31,Full-time,1,Sports,Malaysian,Tamil,Yes,Non-Recipient,Yes,Citizen,International School,Service,No,2023-06-11
20,Male,Information Technology,3.24,Full-time,1,None,Indonesian,Tamil,No,Recipient,Yes,Citizen,International School,Education,Yes,2023-11-18
24,Male,FinTech,2.75,Full-time,3,None,Singaporean,Tamil,No,Recipient,No,Citizen,Home Schooling,Service,No,2022-03-28
22,Male,Service Training,2.07,Full-time,2,None,Singaporean,Others,Yes,Recipient,Yes,Permanent Resident,Home Schooling,Healthcare,No,2021-09-12
18,Male,AI,3.22,Full-time,2,Arts,Others,Malay,No,Recipient,Yes,Student Visa,Home Schooling,Education,Yes,2021-01-03
23,Female,Hospitality Management,2.77,Part-time,1,Sports,Indian,Others,Yes,Non-Recipient,No,Citizen,Others,Healthcare,No,2022-09-28
21,Male,AI,2.36,Full-time,1,Arts,Indonesian,Tamil,Yes,Non-Recipient,Yes,Others,Local School,Business,No,2023-09-08
19,Female,Information Technology,2.41,Part-time,2,None,Others,English,No,Recipient,Yes,Permanent Resident,Local School,Business,Yes,2021-03-17
21,Male,Information Technology,2.54,Part-time,3,Sports,Malaysian,Mandarin,Yes,Non-Recipient,No,Permanent Resident,International School,Business,Yes,2023-02-20
19,Female,AI,2.97,Part-time,2,Volunteering,Indian,Tamil,No,Recipient,No,Permanent Resident,Local School,Business,No,2023-07-26
19,Female,Hospitality Management,3.43,Part-time,2,Sports,Singaporean,English,No,Non-Recipient,No,Student Visa,Home Schooling,Others,Yes,2021-11-28
24,Female,Hospitality Management,3.63,Part-time,4,Volunteering,Indian,Tamil,Yes,Non-Recipient,Yes,Student Visa,International School,Business,Yes,2022-11-27
24,Female,Service Training,3.48,Part-time,1,Arts,Singaporean,English,Yes,Non-Recipient,Yes,Citizen,International School,Service,No,2023-05-04
20,Male,Information Technology,3.7,Part-time,2,Volunteering,Malaysian,Mandarin,Yes,Recipient,Yes,Others,International School,Service,Yes,2021-04-27
23,Male,Machine Learning,2.28,Part-time,4,Volunteering,Malaysian,Malay,Yes,Non-Recipient,No,Citizen,Home Schooling,Service,Yes,2021-12-25
24,Male,Information Technology,2.9,Part-time,3,Volunteering,Indian,Malay,No,Non-Recipient,Yes,Student Visa,Home Schooling,Others,No,2022-01-15
23,Female,FinTech,2.41,Full-time,4,Volunteering,Malaysian,Tamil,Yes,Non-Recipient,Yes,Permanent Resident,Others,Business,No,2022-08-23
24,Female,AI,2.53,Part-time,3,Arts,Others,Others,No,Non-Recipient,No,Citizen,International School,Healthcare,No,2022-10-11
19,Female,FinTech,3.41,Part-time,2,Volunteering,Singaporean,Mandarin,No,Non-Recipient,No,Others,Local School,Service,No,2023-02-17
20,Male,Service Training,2.19,Part-time,2,Volunteering,Malaysian,Tamil,No,Non-Recipient,Yes,Others,International School,Business,Yes,2021-03-14
24,Male,AI,3.33,Full-time,3,Arts,Others,Malay,No,Non-Recipient,Yes,Permanent Resident,Home Schooling,Others,No,2023-12-13
20,Female,Business,3.18,Full-time,2,None,Malaysian,Others,Yes,Recipient,No,Others,Local School,Business,Yes,2021-02-22
21,Male,Business,3.9,Full-time,3,None,Malaysian,Tamil,No,Recipient,No,Others,Others,Others,No,2022-08-10
24,Male,Machine Learning,2.53,Part-time,3,Arts,Others,Others,Yes,Non-Recipient,Yes,Permanent Resident,Home Schooling,Service,No,2023-06-24
22,Female,Machine Learning,2.59,Full-time,1,Sports,Malaysian,Malay,No,Non-Recipient,No,Citizen,Home Schooling,Education,No,2023-04-22
22,Female,FinTech,2.25,Full-time,2,Volunteering,Singaporean,English,Yes,Recipient,No,Student Visa,Local School,Others,No,2022-08-23
22,Female,Business,2.76,Part-time,1,Sports,Indonesian,Tamil,No,Recipient,Yes,Permanent Resident,International School,Healthcare,Yes,2021-10-07
20,Female,FinTech,3.87,Part-time,1,Sports,Others,Others,Yes,Non-Recipient,Yes,Others,International School,Service,No,2022-12-22
21,Female,Machine Learning,2.86,Part-time,1,Volunteering,Singaporean,Malay,Yes,Recipient,No,Others,International School,Others,Yes,2021-12-18
23,Female,AI,2.33,Part-time,1,Volunteering,Others,Mandarin,Yes,Non-Recipient,No,Others,Others,Education,No,2022-02-15
23,Female,Business,2.37,Full-time,1,Volunteering,Singaporean,Mandarin,No,Recipient,Yes,Citizen,International School,Business,Yes,2021-02-01
21,Male,AI,2.99,Part-time,4,Volunteering,Indonesian,Others,Yes,Recipient,No,Citizen,Others,Service,Yes,2021-07-26
20,Male,FinTech,3.66,Full-time,4,Volunteering,Malaysian,English,No,Recipient,Yes,Others,Home Schooling,Education,No,2022-11-07
18,Female,Information Technology,2.7,Part-time,3,Sports,Singaporean,Malay,No,Recipient,No,Permanent Resident,Local School,Others,No,2022-06-19
23,Male,Business,3.43,Full-time,4,Arts,Others,Tamil,No,Non-Recipient,No,Others,Local School,Business,Yes,2023-05-14
22,Male,FinTech,2.91,Full-time,4,Volunteering,Others,Malay,No,Non-Recipient,No,Others,International School,Education,Yes,2022-07-10
23,Male,Hospitality Management,2.01,Part-time,1,None,Indonesian,Malay,Yes,Non-Recipient,No,Others,International School,Business,No,2021-01-13
23,Female,Hospitality Management,3.95,Part-time,2,Volunteering,Singaporean,Tamil,No,Non-Recipient,No,Permanent Resident,Local School,Others,Yes,2021-12-09
19,Female,Business,3.2,Full-time,3,Volunteering,Singaporean,Malay,Yes,Non-Recipient,No,Student Visa,Local School,Business,No,2021-11-01
24,Female,Business,2.42,Full-time,1,Volunteering,Indonesian,English,No,Non-Recipient,No,Permanent Resident,Others,Business,Yes,2022-05-09
23,Female,Hospitality Management,2.61,Full-time,3,Arts,Malaysian,English,Yes,Non-Recipient,No,Citizen,Home Schooling,Education,No,2023-04-19
22,Male,Business,2.65,Full-time,2,Arts,Malaysian,English,Yes,Recipient,Yes,Permanent Resident,Others,Business,No,2022-03-13
22,Male,FinTech,2.59,Part-time,3,None,Malaysian,Tamil,Yes,Recipient,Yes,Student Visa,International School,Healthcare,No,2021-03-05
20,Female,Business,3.91,Part-time,4,Sports,Indonesian,Others,Yes,Non-Recipient,No,Student Visa,Home Schooling,Service,Yes,2021-09-23
23,Female,Business,3.68,Part-time,4,Sports,Malaysian,Mandarin,No,Recipient,Yes,Permanent Resident,Home Schooling,Business,No,2021-06-09
18,Female,Hospitality Management,3.01,Full-time,2,None,Malaysian,Mandarin,No,Non-Recipient,Yes,Others,Home Schooling,Education,Yes,2023-08-24
23,Male,AI,3.63,Part-time,2,Sports,Singaporean,Tamil,Yes,Non-Recipient,Yes,Permanent Resident,Others,Education,No,2022-03-26
24,Male,AI,2.17,Part-time,1,None,Others,Mandarin,No,Recipient,Yes,Student Visa,Local School,Others,No,2023-08-14
21,Male,Business,3.23,Part-time,4,Volunteering,Indonesian,Malay,No,Non-Recipient,No,Citizen,Home Schooling,Education,No,2022-01-04
20,Female,AI,2.38,Part-time,2,Volunteering,Indian,Malay,No,Non-Recipient,Yes,Student Visa,Local School,Service,Yes,2023-03-20
24,Female,Hospitality Management,3.88,Full-time,2,None,Singaporean,Mandarin,No,Recipient,Yes,Others,Home Schooling,Education,Yes,2023-06-26
24,Female,AI,3.15,Full-time,2,None,Indonesian,Mandarin,No,Non-Recipient,No,Citizen,Local School,Business,Yes,2021-07-24
24,Female,Service Training,3.98,Full-time,4,Arts,Indonesian,Others,Yes,Non-Recipient,Yes,Others,Home Schooling,Others,Yes,2023-02-03
20,Male,FinTech,3.91,Part-time,3,Sports,Indonesian,Mandarin,No,Non-Recipient,Yes,Permanent Resident,International School,Business,Yes,2023-09-20
19,Female,FinTech,3.75,Part-time,2,Arts,Singaporean,Others,Yes,Non-Recipient,Yes,Student Visa,International School,Business,No,2023-06-10
18,Male,Information Technology,3.23,Full-time,4,Arts,Others,Malay,No,Recipient,No,Citizen,International School,Business,No,2022-10-26
24,Female,Machine Learning,2.12,Full-time,3,Arts,Indian,English,No,Non-Recipient,No,Permanent Resident,Local School,Service,No,2022-08-09
23,Male,Service Training,3.91,Full-time,2,Volunteering,Malaysian,Others,Yes,Non-Recipient,No,Student Visa,Home Schooling,Service,Yes,2021-04-24
23,Male,FinTech,2.31,Full-time,4,Volunteering,Singaporean,Tamil,No,Recipient,Yes,Others,Others,Healthcare,Yes,2022-03-20
20,Female,FinTech,2.3,Part-time,3,Sports,Indonesian,Malay,Yes,Non-Recipient,No,Others,Others,Healthcare,No,2022-09-25
22,Male,Machine Learning,2.94,Part-time,3,Volunteering,Indian,Mandarin,Yes,Non-Recipient,No,Permanent Resident,International School,Education,Yes,2021-10-01
24,Male,FinTech,3.82,Full-time,3,Arts,Indonesian,Malay,No,Non-Recipient,Yes,Others,International School,Business,No,2023-03-13
18,Female,Business,2.97,Part-time,3,Volunteering,Singaporean,Mandarin,Yes,Recipient,No,Student Visa,Home Schooling,Education,No,2022-02-04
24,Female,Service Training,3.89,Part-time,1,None,Indian,English,Yes,Recipient,No,Citizen,Home Schooling,Service,No,2022-11-24
24,Female,Information Technology,2.21,Full-time,1,Volunteering,Malaysian,Malay,No,Non-Recipient,No,Student Visa,Home Schooling,Others,Yes,2021-11-05
23,Male,Machine Learning,3.54,Part-time,2,Sports,Singaporean,English,Yes,Recipient,No,Permanent Resident,International School,Healthcare,No,2021-04-14
19,Female,AI,2.68,Full-time,4,Sports,Indonesian,Tamil,No,Non-Recipient,No,Student Visa,Others,Business,No,2023-02-02
19,Male,Service Training,2.34,Part-time,3,Sports,Singaporean,Mandarin,Yes,Recipient,No,Student Visa,Others,Business,No,2021-06-18
23,Male,Business,2.63,Part-time,2,Volunteering,Indian,Mandarin,No,Recipient,Yes,Others,Others,Others,Yes,2022-04-06
24,Female,Business,2.07,Part-time,1,Sports,Indian,English,Yes,Recipient,No,Student Visa,International School,Healthcare,No,2023-09-15
21,Female,Business,3.66,Part-time,4,Sports,Singaporean,Tamil,No,Recipient,Yes,Citizen,International School,Business,Yes,2022-04-10
24,Male,AI,2.18,Full-time,3,Volunteering,Indonesian,Others,Yes,Non-Recipient,No,Student Visa,International School,Business,Yes,2023-03-10
18,Female,Business,2.12,Full-time,1,Arts,Singaporean,Malay,No,Recipient,Yes,Student Visa,International School,Business,No,2021-04-01
18,Female,Service Training,3.53,Part-time,4,Arts,Singaporean,Tamil,No,Recipient,Yes,Others,Local School,Education,Yes,2023-06-25
24,Male,FinTech,2.47,Full-time,2,Arts,Indonesian,Tamil,No,Non-Recipient,Yes,Permanent Resident,International School,Business,No,2023-03-07
20,Male,AI,3.66,Part-time,4,Sports,Indonesian,Tamil,Yes,Non-Recipient,Yes,Student Visa,International School,Education,No,2021-02-23
21,Male,Business,2.27,Full-time,2,Volunteering,Singaporean,Others,Yes,Non-Recipient,No,Student Visa,International School,Business,No,2022-06-02
18,Female,AI,2.6,Part-time,2,Volunteering,Indonesian,English,No,Recipient,Yes,Student Visa,Home Schooling,Business,Yes,2022-06-17
19,Female,FinTech,2.47,Full-time,1,None,Indian,Mandarin,Yes,Non-Recipient,Yes,Citizen,Others,Education,No,2022-05-01
19,Female,Information Technology,2.6,Full-time,4,None,Singaporean,Others,No,Recipient,Yes,Permanent Resident,Home Schooling,Business,No,2023-11-10
19,Male,Machine Learning,3.52,Part-time,2,Volunteering,Indonesian,Mandarin,No,Recipient,Yes,Permanent Resident,Others,Business,Yes,2021-07-20
19,Male,FinTech,3.11,Part-time,4,Volunteering,Others,English,Yes,Recipient,Yes,Others,Local School,Healthcare,Yes,2022-12-09
23,Female,Information Technology,2.89,Part-time,1,Volunteering,Indonesian,English,No,Recipient,Yes,Permanent Resident,Local School,Others,No,2021-03-17
21,Female,Business,2.76,Full-time,2,Sports,Indian,English,No,Non-Recipient,Yes,Student Visa,International School,Others,Yes,2021-04-15
22,Female,Business,3.5,Part-time,2,Sports,Singaporean,English,No,Recipient,No,Student Visa,Home Schooling,Business,No,2022-03-11
23,Female,Machine Learning,3.69,Part-time,2,None,Singaporean,English,No,Non-Recipient,No,Permanent Resident,Home Schooling,Business,Yes,2023-12-21
19,Male,AI,2.91,Full-time,4,Arts,Others,Malay,No,Non-Recipient,Yes,Permanent Resident,Local School,Healthcare,No,2022-06-17
23,Female,Information Technology,2.68,Part-time,2,None,Singaporean,Malay,Yes,Recipient,Yes,Citizen,Others,Service,No,2021-10-09
21,Female,Business,3.7,Full-time,1,Sports,Singaporean,Mandarin,Yes,Non-Recipient,Yes,Others,Local School,Healthcare,Yes,2021-07-25
24,Female,Business,3,Part-time,2,Sports,Malaysian,Malay,Yes,Recipient,No,Others,Others,Others,No,2023-06-19
19,Male,Information Technology,2.95,Full-time,2,None,Others,Tamil,No,Recipient,Yes,Student Visa,Home Schooling,Business,Yes,2021-08-07
22,Female,AI,3.24,Part-time,4,Sports,Indonesian,Tamil,No,Non-Recipient,Yes,Others,International School,Others,Yes,2021-10-23
21,Female,Information Technology,2.01,Part-time,4,None,Singaporean,Mandarin,Yes,Non-Recipient,Yes,Student Visa,International School,Service,No,2022-10-08
22,Male,Business,3.33,Part-time,4,Volunteering,Indian,Malay,Yes,Non-Recipient,Yes,Others,Home Schooling,Education,No,2023-07-04
18,Female,Service Training,2.28,Part-time,4,Arts,Singaporean,English,Yes,Recipient,No,Permanent Resident,Others,Business,No,2021-08-11
19,Female,Hospitality Management,2.96,Part-time,1,None,Indonesian,Others,No,Recipient,Yes,Others,Home Schooling,Service,Yes,2021-08-19
19,Female,FinTech,2.4,Part-time,4,Sports,Singaporean,Others,Yes,Non-Recipient,Yes,Citizen,Others,Education,No,2021-06-02
19,Female,Service Training,2.45,Full-time,4,Volunteering,Indonesian,Malay,No,Recipient,Yes,Student Visa,Others,Healthcare,Yes,2023-08-02
24,Male,Service Training,3.6,Part-time,3,Sports,Indonesian,Others,Yes,Recipient,No,Citizen,Local School,Others,Yes,2023-07-09
20,Male,Business,2.78,Full-time,2,Volunteering,Singaporean,Mandarin,No,Non-Recipient,Yes,Others,Home Schooling,Education,No,2022-11-10
24,Female,Service Training,3.03,Full-time,3,Sports,Indian,Tamil,Yes,Non-Recipient,Yes,Citizen,Home Schooling,Others,Yes,2022-12-08
21,Male,FinTech,2.3,Part-time,4,None,Malaysian,English,Yes,Non-Recipient,No,Student Visa,Home Schooling,Service,No,2022-08-12
23,Male,Business,3.15,Part-time,2,Volunteering,Indian,English,Yes,Non-Recipient,No,Permanent Resident,Home Schooling,Business,Yes,2021-01-04
20,Female,FinTech,3.3,Full-time,2,Volunteering,Singaporean,Others,No,Non-Recipient,No,Permanent Resident,Others,Education,Yes,2021-11-27
18,Male,Business,3.89,Full-time,4,Volunteering,Others,English,Yes,Recipient,No,Student Visa,International School,Business,Yes,2023-12-11
24,Male,Business,2.74,Full-time,2,Volunteering,Indian,Mandarin,Yes,Recipient,Yes,Others,Others,Healthcare,Yes,2021-05-24
19,Male,Service Training,2.11,Part-time,1,None,Malaysian,Tamil,Yes,Recipient,Yes,Others,International School,Healthcare,Yes,2021-05-14
19,Male,Service Training,2.04,Part-time,2,None,Others,Mandarin,Yes,Non-Recipient,Yes,Permanent Resident,Others,Business,Yes,2023-09-11
22,Male,Business,2.83,Full-time,3,Sports,Indian,English,Yes,Non-Recipient,Yes,Others,International School,Business,No,2021-04-28
20,Male,FinTech,2.38,Full-time,2,Sports,Malaysian,Malay,Yes,Non-Recipient,No,Permanent Resident,Local School,Education,Yes,2021-09-07
18,Female,Hospitality Management,3.77,Full-time,3,None,Singaporean,Tamil,No,Recipient,Yes,Others,Home Schooling,Business,No,2023-12-03
23,Male,Hospitality Management,3.35,Full-time,1,None,Singaporean,Others,Yes,Recipient,Yes,Permanent Resident,International School,Business,Yes,2023-01-26
24,Male,FinTech,3.49,Part-time,2,Volunteering,Indian,English,Yes,Non-Recipient,No,Student Visa,International School,Education,Yes,2021-06-04
19,Male,Service Training,3.56,Part-time,3,None,Singaporean,Tamil,Yes,Non-Recipient,Yes,Student Visa,Home Schooling,Healthcare,No,2022-02-27
23,Male,Information Technology,2.46,Full-time,2,Volunteering,Malaysian,English,Yes,Recipient,No,Permanent Resident,International School,Business,No,2021-12-01
19,Female,AI,3.88,Part-time,2,Arts,Indonesian,Tamil,Yes,Recipient,Yes,Citizen,International School,Education,Yes,2023-05-15
20,Female,AI,2.47,Full-time,1,None,Singaporean,English,Yes,Non-Recipient,No,Student Visa,International School,Others,Yes,2023-12-08
18,Female,Business,2.95,Part-time,3,Sports,Indonesian,Others,Yes,Recipient,Yes,Permanent Resident,International School,Business,No,2023-09-12
