Transport_Mode,Vehicle_Type,Trip_Purpose,Trip_Duration_Minutes,Distance_Km,Start_Time,End_Time,Passenger_Age,Gender,Nationality,Trip_Cost_SGD,Payment_Method,Service_Rating,Traffic_Condition,CO2_Emissions_Kg,Frequent_User,Peak_Hour_Travel,Accessibility_Features_Needed,Incidents_Reported
Train,Van,Others,11.27,48.01,2022-10-29 21:54:35,2022-10-29 22:05:51,25,Female,Malaysian,31.67,Cash,3.4,Moderate,9.83,No,Yes,No,No
Walk,Van,Shopping,19.48,34.73,2022-10-31 00:11:31,2022-10-31 00:31:00,48,Female,Singaporean,42,Travel Pass,4.2,Light,3.79,No,Yes,No,No
Taxi,Motorcycle,School,52.4,29.74,2022-11-01 02:28:28,2022-11-01 03:20:52,55,Female,Indonesian,43.32,Travel Pass,3.2,Heavy,3.12,No,No,Yes,No
Private Car,Van,Commuting,115.97,35.23,2022-11-02 04:45:24,2022-11-02 06:41:22,23,Female,Indian,29.84,Travel Pass,1.4,Moderate,4.05,No,No,No,Yes
Private Car,None,School,40.7,18.42,2022-11-03 07:02:20,2022-11-03 07:43:02,44,Female,Indonesian,44.27,Mobile App,4,Heavy,6.48,No,Yes,No,Yes
Bicycle,SUV,Commuting,60.43,41.91,2022-11-04 09:19:16,2022-11-04 10:19:42,19,Female,Indonesian,46.01,Cash,1.8,Moderate,6.17,No,Yes,No,No
Taxi,Electric Scooter,Leisure,46.27,36.86,2022-11-05 11:36:12,2022-11-05 12:22:28,66,Female,Others,7.59,Card,4.5,Heavy,8.39,No,Yes,No,No
Bus,None,Others,19.67,22.59,2022-11-06 13:53:09,2022-11-06 14:12:49,61,Male,Singaporean,43.33,Mobile App,4.4,Light,3.72,Yes,Yes,Yes,No
Bus,None,Business,50.73,15.79,2022-11-07 16:10:05,2022-11-07 17:00:49,68,Male,Others,43.62,Mobile App,2.7,Moderate,7.04,No,No,Yes,Yes
Walk,Electric Scooter,Others,105.26,28.4,2022-11-08 18:27:01,2022-11-08 20:12:17,32,Male,Malaysian,19.45,Travel Pass,2.9,Light,4.62,No,No,Yes,No
Train,Electric Scooter,Commuting,86.81,43.75,2022-11-09 20:43:57,2022-11-09 22:10:46,74,Female,Others,28.82,Mobile App,1,Light,7.01,No,Yes,Yes,No
Taxi,None,Commuting,87.32,20.19,2022-11-10 23:00:54,2022-11-11 00:28:13,45,Male,Indonesian,31.12,Travel Pass,2.5,Light,8.84,Yes,Yes,No,Yes
Train,Sedan,Commuting,68.22,22.11,2022-11-12 01:17:50,2022-11-12 02:26:03,67,Female,Singaporean,23.73,Mobile App,3.4,Light,0.22,No,No,No,No
Train,Motorcycle,Others,76,15.34,2022-11-13 03:34:46,2022-11-13 04:50:46,18,Male,Indonesian,13.49,Mobile App,4.9,Light,3.98,No,Yes,Yes,Yes
Bus,SUV,School,6.24,6.97,2022-11-14 05:51:42,2022-11-14 05:57:56,61,Male,Singaporean,36.92,Card,4.2,Light,1.98,Yes,Yes,Yes,No
Walk,None,Business,96.93,29.36,2022-11-15 08:08:38,2022-11-15 09:45:34,41,Male,Singaporean,34.09,Card,4.8,Moderate,4.57,No,No,No,No
Taxi,None,Commuting,11.3,38.15,2022-11-16 10:25:35,2022-11-16 10:36:53,34,Male,Malaysian,30.1,Mobile App,3.7,Heavy,4.95,No,Yes,Yes,Yes
Taxi,Electric Scooter,Commuting,36.78,47.69,2022-11-17 12:42:31,2022-11-17 13:19:18,18,Male,Indonesian,15.04,Mobile App,2.9,Moderate,6.98,Yes,Yes,No,Yes
Private Car,Sedan,Shopping,84.65,42.23,2022-11-18 14:59:27,2022-11-18 16:24:06,59,Male,Malaysian,1.24,Mobile App,5,Heavy,7.74,Yes,Yes,Yes,Yes
Walk,Electric Scooter,Commuting,54.19,33.03,2022-11-19 17:16:23,2022-11-19 18:10:34,24,Female,Others,4.16,Mobile App,1.9,Moderate,1.05,Yes,No,Yes,Yes
Train,Electric Scooter,Commuting,89.11,35.95,2022-11-20 19:33:20,2022-11-20 21:02:27,40,Female,Others,38.44,Mobile App,4.6,Light,7.08,Yes,Yes,No,No
Private Car,Sedan,Shopping,49.66,43.15,2022-11-21 21:50:16,2022-11-21 22:39:56,35,Male,Malaysian,16.53,Travel Pass,3.3,Moderate,8.84,Yes,No,No,Yes
Bicycle,Sedan,School,37,45.63,2022-11-23 00:07:12,2022-11-23 00:44:12,50,Female,Indonesian,7.47,Mobile App,3.4,Heavy,1.51,Yes,Yes,Yes,Yes
Taxi,SUV,Business,31.27,11.03,2022-11-24 02:24:08,2022-11-24 02:55:24,58,Male,Singaporean,7.07,Cash,4.2,Light,9.05,No,No,Yes,Yes
Taxi,SUV,Shopping,71.95,25.4,2022-11-25 04:41:04,2022-11-25 05:53:01,65,Male,Singaporean,16.51,Card,3.4,Heavy,9.21,Yes,Yes,Yes,Yes
Train,Electric Scooter,School,76.69,28.91,2022-11-26 06:58:01,2022-11-26 08:14:42,49,Female,Indian,7.98,Mobile App,4.7,Moderate,5.03,Yes,No,Yes,No
Bicycle,SUV,Business,25.17,3.76,2022-11-27 09:14:57,2022-11-27 09:40:07,36,Male,Indian,3.08,Travel Pass,4.9,Heavy,3.5,Yes,Yes,No,No
Walk,Electric Scooter,Leisure,52.6,5.78,2022-11-28 11:31:53,2022-11-28 12:24:29,42,Female,Singaporean,4.79,Cash,4.7,Moderate,6.51,Yes,Yes,Yes,No
Private Car,Electric Scooter,Commuting,59.34,43.21,2022-11-29 13:48:49,2022-11-29 14:48:09,73,Male,Singaporean,43.52,Card,3.1,Moderate,6.04,Yes,No,Yes,Yes
Train,Electric Scooter,Commuting,98.06,7.44,2022-11-30 16:05:45,2022-11-30 17:43:49,41,Female,Singaporean,9.01,Travel Pass,3.7,Heavy,2.52,No,Yes,Yes,Yes
Taxi,Electric Scooter,Shopping,94.93,27,2022-12-01 18:22:42,2022-12-01 19:57:38,66,Male,Indian,42.91,Cash,3.2,Heavy,5.06,Yes,Yes,No,Yes
Bicycle,None,Leisure,68.18,38.46,2022-12-02 20:39:38,2022-12-02 21:47:49,23,Male,Indian,24.46,Travel Pass,2.6,Moderate,0.72,Yes,Yes,No,No
Bus,Van,Others,48.7,35.97,2022-12-03 22:56:34,2022-12-03 23:45:16,78,Male,Indonesian,19.07,Card,2.8,Heavy,8.54,Yes,Yes,No,Yes
Private Car,Electric Scooter,Commuting,9.98,28.29,2022-12-05 01:13:30,2022-12-05 01:23:29,54,Male,Indonesian,46.86,Travel Pass,2,Light,3.95,No,No,Yes,No
Private Car,Electric Scooter,Business,16.03,2.59,2022-12-06 03:30:27,2022-12-06 03:46:29,33,Male,Others,47.91,Cash,4.1,Moderate,4.24,Yes,No,Yes,Yes
Private Car,Electric Scooter,Others,83.87,34.75,2022-12-07 05:47:23,2022-12-07 07:11:15,53,Female,Malaysian,24.77,Cash,1.3,Moderate,8.44,No,No,No,No
Bus,Motorcycle,Shopping,5.88,37.82,2022-12-08 08:04:19,2022-12-08 08:10:12,62,Female,Singaporean,38.17,Mobile App,1.2,Moderate,7.08,Yes,Yes,No,No
Train,Motorcycle,Commuting,65.17,25.89,2022-12-09 10:21:15,2022-12-09 11:26:25,54,Male,Others,25.6,Mobile App,1.6,Light,7.69,No,No,No,Yes
Train,Motorcycle,Business,28.36,43.83,2022-12-10 12:38:11,2022-12-10 13:06:33,71,Female,Singaporean,30.32,Cash,1.6,Heavy,2.29,No,No,Yes,No
Bicycle,Electric Scooter,School,73.55,27.7,2022-12-11 14:55:08,2022-12-11 16:08:41,33,Male,Indonesian,32.63,Travel Pass,3.8,Light,4.13,No,Yes,Yes,No
Train,None,School,6.14,13.09,2022-12-12 17:12:04,2022-12-12 17:18:12,26,Female,Malaysian,13.58,Cash,3.7,Moderate,1.49,Yes,No,No,Yes
Private Car,None,Commuting,26.83,27.82,2022-12-13 19:29:00,2022-12-13 19:55:50,71,Female,Malaysian,1.25,Mobile App,3.5,Light,3.32,Yes,No,Yes,No
Walk,Van,Shopping,99.71,6.45,2022-12-14 21:45:56,2022-12-14 23:25:39,62,Female,Others,7.3,Travel Pass,4.8,Moderate,6.68,Yes,No,Yes,Yes
Taxi,Sedan,Others,112.03,44.35,2022-12-16 00:02:52,2022-12-16 01:54:54,27,Male,Singaporean,42.98,Card,1.3,Moderate,8.22,No,No,No,No
Private Car,Sedan,School,81.09,17.6,2022-12-17 02:19:49,2022-12-17 03:40:54,68,Male,Indian,17.16,Travel Pass,3.5,Heavy,7.27,Yes,No,Yes,Yes
Bicycle,Electric Scooter,Shopping,16.42,37.91,2022-12-18 04:36:45,2022-12-18 04:53:10,67,Female,Indian,18.39,Card,2.6,Heavy,3,Yes,No,No,No
Train,SUV,Leisure,113.15,24.31,2022-12-19 06:53:41,2022-12-19 08:46:50,43,Male,Indian,49.62,Cash,4.5,Heavy,1.9,Yes,Yes,No,No
Taxi,Van,School,44.16,24.71,2022-12-20 09:10:37,2022-12-20 09:54:47,33,Male,Singaporean,28.19,Card,2.5,Heavy,9.85,Yes,Yes,No,No
Taxi,Motorcycle,Others,62.76,20.75,2022-12-21 11:27:34,2022-12-21 12:30:20,50,Male,Indian,7.53,Travel Pass,2.2,Light,9.01,Yes,No,No,Yes
Bicycle,None,School,98.98,15.46,2022-12-22 13:44:30,2022-12-22 15:23:29,24,Male,Malaysian,12.2,Travel Pass,3.4,Moderate,8.24,No,No,No,No
Bus,SUV,School,16.51,40.27,2022-12-23 16:01:26,2022-12-23 16:17:57,77,Male,Singaporean,8.72,Cash,2.3,Heavy,1.31,No,Yes,Yes,Yes
Private Car,Van,Others,13.49,1.4,2022-12-24 18:18:22,2022-12-24 18:31:51,40,Female,Malaysian,36.79,Card,3.1,Heavy,6.09,Yes,No,Yes,No
Bus,Electric Scooter,Others,81.32,19.26,2022-12-25 20:35:18,2022-12-25 21:56:37,28,Female,Others,44.18,Card,1.1,Light,2.76,Yes,No,No,No
Private Car,Electric Scooter,Others,10.96,43.44,2022-12-26 22:52:15,2022-12-26 23:03:13,34,Female,Singaporean,4.53,Mobile App,3.5,Heavy,2.32,No,Yes,No,Yes
Bicycle,Van,School,87.15,0.59,2022-12-28 01:09:11,2022-12-28 02:36:20,39,Male,Others,2.72,Card,2,Heavy,2.71,No,No,No,No
Private Car,Motorcycle,Commuting,58.18,38.04,2022-12-29 03:26:07,2022-12-29 04:24:18,79,Female,Indian,20.69,Card,2.7,Light,8.26,No,No,No,No
Train,Electric Scooter,Others,48.95,28.26,2022-12-30 05:43:03,2022-12-30 06:32:00,25,Female,Malaysian,11.59,Mobile App,1.6,Light,1.1,No,No,No,Yes
Private Car,SUV,Business,54.27,5.46,2022-12-31 08:00:00,2022-12-31 08:54:16,33,Male,Others,6.05,Travel Pass,4.4,Light,8.46,No,No,Yes,No
Bus,None,Others,49.42,21.47,2023-01-01 10:16:56,2023-01-01 11:06:21,20,Female,Indonesian,36.82,Cash,3.6,Light,5.64,No,No,No,No
Train,Sedan,Business,54.25,3.11,2023-01-02 12:33:52,2023-01-02 13:28:07,49,Male,Indian,19.16,Card,2.6,Moderate,6.23,Yes,Yes,No,No
Private Car,SUV,School,32.03,23.62,2023-01-03 14:50:48,2023-01-03 15:22:50,32,Male,Others,2.77,Mobile App,4,Light,7.81,Yes,No,No,No
Taxi,Sedan,School,101.97,10.22,2023-01-04 17:07:44,2023-01-04 18:49:42,20,Male,Others,4.3,Mobile App,1.9,Heavy,9.78,No,No,Yes,No
Taxi,SUV,Business,36.9,6.95,2023-01-05 19:24:41,2023-01-05 20:01:35,28,Male,Malaysian,44.15,Card,1.8,Moderate,2.19,No,No,No,No
Private Car,SUV,Others,25.24,11.65,2023-01-06 21:41:37,2023-01-06 22:06:51,56,Male,Indonesian,0.7,Mobile App,3.7,Heavy,6.98,Yes,No,Yes,Yes
Train,None,Shopping,9.96,14.18,2023-01-07 23:58:33,2023-01-08 00:08:31,58,Male,Indian,46.98,Mobile App,2.3,Heavy,4.45,Yes,No,No,Yes
Bicycle,Electric Scooter,Commuting,65.23,17.73,2023-01-09 02:15:29,2023-01-09 03:20:43,64,Male,Others,15.04,Cash,4.8,Light,5.09,No,No,No,No
Train,Van,Commuting,9.18,22.46,2023-01-10 04:32:25,2023-01-10 04:41:36,44,Female,Singaporean,23.22,Cash,1.2,Heavy,6.28,Yes,No,Yes,Yes
Bus,None,School,84.83,40.63,2023-01-11 06:49:22,2023-01-11 08:14:12,62,Male,Indian,40.68,Card,2.6,Moderate,2.59,Yes,Yes,No,Yes
Bus,None,Commuting,34.31,12.09,2023-01-12 09:06:18,2023-01-12 09:40:37,51,Male,Others,18.28,Travel Pass,1.1,Moderate,6.54,Yes,No,Yes,No
Train,Sedan,Commuting,101.72,33.16,2023-01-13 11:23:14,2023-01-13 13:04:57,22,Female,Indonesian,20.24,Card,2.2,Moderate,0.26,No,No,No,Yes
Private Car,SUV,Shopping,118.42,31.47,2023-01-14 13:40:10,2023-01-14 15:38:35,19,Female,Others,36.02,Cash,2.3,Heavy,1.69,No,No,No,No
Bus,SUV,Others,93.86,2.43,2023-01-15 15:57:07,2023-01-15 17:30:59,68,Male,Singaporean,7.85,Travel Pass,2.7,Moderate,4.72,No,No,No,No
Bicycle,Motorcycle,Shopping,54.44,17.59,2023-01-16 18:14:03,2023-01-16 19:08:29,60,Male,Others,26.81,Card,1.1,Heavy,2.7,No,No,No,Yes
Bicycle,SUV,School,48.12,21.9,2023-01-17 20:30:59,2023-01-17 21:19:06,21,Female,Others,34.5,Cash,1.6,Heavy,4.83,Yes,Yes,No,Yes
Walk,Sedan,Leisure,95.54,26.28,2023-01-18 22:47:55,2023-01-19 00:23:27,40,Female,Others,48.44,Travel Pass,2.1,Light,7.46,Yes,Yes,Yes,Yes
Private Car,Sedan,Others,104.39,2.14,2023-01-20 01:04:51,2023-01-20 02:49:14,38,Male,Indonesian,45.97,Card,1.6,Heavy,6.51,Yes,Yes,No,Yes
Train,Van,School,97.11,8.52,2023-01-21 03:21:48,2023-01-21 04:58:55,77,Female,Others,21.66,Mobile App,4.2,Moderate,5.88,No,No,Yes,No
Bicycle,Van,Shopping,117.63,14.44,2023-01-22 05:38:44,2023-01-22 07:36:22,30,Male,Singaporean,0.69,Card,4.8,Light,8.77,No,Yes,Yes,No
Bicycle,Sedan,Shopping,83.16,34.01,2023-01-23 07:55:40,2023-01-23 09:18:50,32,Male,Singaporean,29.14,Travel Pass,3.8,Moderate,6.27,Yes,No,No,No
Bicycle,None,Leisure,89.6,18.59,2023-01-24 10:12:36,2023-01-24 11:42:12,63,Female,Malaysian,7.8,Card,1.6,Heavy,6.26,No,Yes,No,Yes
Bicycle,Van,Shopping,33.62,20.86,2023-01-25 12:29:32,2023-01-25 13:03:09,34,Female,Singaporean,19.82,Cash,1.8,Light,9.51,No,Yes,No,No
Taxi,Sedan,Commuting,88.54,32.44,2023-01-26 14:46:29,2023-01-26 16:15:01,25,Male,Others,37.84,Mobile App,2.4,Light,9.34,Yes,Yes,Yes,Yes
Taxi,Motorcycle,Commuting,93,10.68,2023-01-27 17:03:25,2023-01-27 18:36:25,51,Male,Malaysian,3.74,Card,2.9,Heavy,3.74,No,Yes,Yes,No
Train,Electric Scooter,Business,30.04,8.09,2023-01-28 19:20:21,2023-01-28 19:50:23,48,Female,Indonesian,5.27,Cash,1.3,Light,0.16,No,No,No,Yes
Bus,Van,Commuting,37.18,37.17,2023-01-29 21:37:17,2023-01-29 22:14:28,21,Female,Others,11.01,Mobile App,3.5,Moderate,1.68,No,Yes,No,No
Train,Electric Scooter,Business,39.58,49.52,2023-01-30 23:54:14,2023-01-31 00:33:49,26,Male,Singaporean,17.75,Travel Pass,4.3,Moderate,3.93,Yes,Yes,No,Yes
Bicycle,Electric Scooter,Commuting,113.96,45.32,2023-02-01 02:11:10,2023-02-01 04:05:08,76,Female,Singaporean,48.49,Travel Pass,3.4,Heavy,3.29,No,Yes,Yes,No
Train,Van,School,118.72,44.26,2023-02-02 04:28:06,2023-02-02 06:26:49,56,Male,Indonesian,10.42,Card,3.4,Moderate,1.48,No,Yes,Yes,Yes
Train,Electric Scooter,Business,77.32,19.6,2023-02-03 06:45:02,2023-02-03 08:02:21,68,Female,Indian,9.58,Cash,2.1,Heavy,9.79,Yes,No,No,No
Walk,Motorcycle,Commuting,96.7,5.09,2023-02-04 09:01:58,2023-02-04 10:38:40,50,Female,Others,20.15,Card,2.2,Light,4.02,Yes,No,Yes,No
Private Car,Electric Scooter,Others,23.92,30.89,2023-02-05 11:18:55,2023-02-05 11:42:50,65,Female,Malaysian,34.04,Travel Pass,3.3,Moderate,1.71,No,No,Yes,No
Walk,Motorcycle,Others,44.07,27.48,2023-02-06 13:35:51,2023-02-06 14:19:55,69,Female,Indian,23.11,Mobile App,4.7,Heavy,1.63,Yes,No,No,No
Taxi,None,Business,101.56,20.53,2023-02-07 15:52:47,2023-02-07 17:34:21,51,Male,Others,3.43,Card,3.3,Light,0.26,No,Yes,No,Yes
Taxi,None,Others,50.33,16.53,2023-02-08 18:09:43,2023-02-08 19:00:03,34,Female,Indian,8.44,Travel Pass,3.2,Light,5.54,Yes,Yes,No,Yes
Private Car,None,Shopping,113.44,9.74,2023-02-09 20:26:40,2023-02-09 22:20:06,59,Female,Indonesian,24.28,Mobile App,1.7,Heavy,6.73,Yes,No,No,Yes
Taxi,Electric Scooter,Commuting,43.49,47.49,2023-02-10 22:43:36,2023-02-10 23:27:05,69,Male,Indian,41.63,Travel Pass,3.9,Heavy,2.68,Yes,Yes,Yes,No
Bus,Motorcycle,Others,34.17,24.92,2023-02-12 01:00:32,2023-02-12 01:34:42,44,Male,Singaporean,0.02,Travel Pass,3.8,Light,6.78,Yes,Yes,No,No
Private Car,Van,School,30.48,2.01,2023-02-13 03:17:28,2023-02-13 03:47:57,68,Female,Others,32.57,Card,2.6,Light,3.24,No,No,Yes,No
Taxi,Van,School,108.52,25.96,2023-02-14 05:34:24,2023-02-14 07:22:55,75,Male,Indian,28.44,Card,1.2,Light,0.17,Yes,No,No,No
Train,Sedan,Leisure,50.42,34.38,2023-02-15 07:51:21,2023-02-15 08:41:46,33,Female,Indian,14.2,Mobile App,1.4,Light,4.71,No,Yes,Yes,No
Taxi,Sedan,Shopping,36.96,17.81,2023-02-16 10:08:17,2023-02-16 10:45:15,27,Female,Malaysian,16.32,Card,4.2,Light,6.46,No,No,Yes,No
Walk,SUV,Commuting,100.72,24.56,2023-02-17 12:25:13,2023-02-17 14:05:56,55,Male,Singaporean,21.39,Card,4.8,Heavy,9.98,No,Yes,No,No
Bus,Van,Business,88.74,14.92,2023-02-18 14:42:09,2023-02-18 16:10:53,62,Female,Malaysian,24.65,Cash,3.4,Heavy,0.82,Yes,Yes,Yes,No
Taxi,Electric Scooter,Others,39.63,3.94,2023-02-19 16:59:05,2023-02-19 17:38:43,79,Male,Indonesian,9.2,Cash,3.4,Moderate,7.01,No,Yes,Yes,Yes
Train,None,Leisure,63.25,35.12,2023-02-20 19:16:02,2023-02-20 20:19:17,19,Female,Indonesian,42.01,Cash,2.4,Heavy,8.03,Yes,Yes,Yes,No
Bicycle,Electric Scooter,Leisure,80.6,7.54,2023-02-21 21:32:58,2023-02-21 22:53:34,35,Male,Indian,1.92,Mobile App,4.5,Light,9.75,No,Yes,Yes,No
Bicycle,Sedan,Leisure,58.71,43.79,2023-02-22 23:49:54,2023-02-23 00:48:37,62,Female,Others,15.08,Travel Pass,4.8,Moderate,4.69,No,Yes,No,No
Walk,Sedan,Shopping,115.79,45.52,2023-02-24 02:06:50,2023-02-24 04:02:37,30,Female,Indonesian,18.68,Card,4.7,Heavy,2.34,No,Yes,No,No
Bus,None,Business,80.59,31.78,2023-02-25 04:23:47,2023-02-25 05:44:22,47,Female,Malaysian,36.47,Cash,2.9,Moderate,3.42,No,Yes,Yes,No
Private Car,SUV,Commuting,117.53,6.33,2023-02-26 06:40:43,2023-02-26 08:38:15,41,Male,Malaysian,20.67,Card,4.4,Light,3.53,Yes,Yes,Yes,No
Taxi,Electric Scooter,School,6.02,3.25,2023-02-27 08:57:39,2023-02-27 09:03:40,25,Female,Others,16.9,Travel Pass,1.9,Heavy,3.04,No,Yes,No,No
Taxi,Sedan,Commuting,69.6,39.23,2023-02-28 11:14:35,2023-02-28 12:24:11,19,Male,Singaporean,20.34,Cash,1.2,Light,3.61,Yes,Yes,Yes,Yes
Train,Van,Business,46.63,2.77,2023-03-01 13:31:31,2023-03-01 14:18:09,43,Male,Indian,17.3,Travel Pass,3.2,Light,0.75,Yes,No,No,No
Private Car,Motorcycle,Shopping,36.02,10.28,2023-03-02 15:48:28,2023-03-02 16:24:29,39,Female,Indonesian,35.79,Cash,1.4,Light,6.61,Yes,No,Yes,No
Bus,Sedan,Shopping,60.45,44.9,2023-03-03 18:05:24,2023-03-03 19:05:51,52,Male,Indonesian,48.52,Travel Pass,4.4,Light,6.32,Yes,Yes,Yes,No
Bus,Electric Scooter,Business,28.29,8.53,2023-03-04 20:22:20,2023-03-04 20:50:37,39,Male,Malaysian,42.96,Card,2,Light,2.89,Yes,Yes,Yes,No
Bicycle,Motorcycle,Commuting,119.28,33.7,2023-03-05 22:39:16,2023-03-06 00:38:33,49,Female,Singaporean,6.54,Travel Pass,2,Heavy,0.8,No,No,Yes,Yes
Taxi,Motorcycle,Leisure,46.15,14.36,2023-03-07 00:56:12,2023-03-07 01:42:21,66,Male,Indonesian,6.83,Travel Pass,3.1,Light,3.77,No,No,No,Yes
Walk,Van,Commuting,106.7,23.05,2023-03-08 03:13:09,2023-03-08 04:59:51,68,Female,Indian,25.87,Cash,1.8,Heavy,3.09,No,Yes,No,Yes
Taxi,Van,Shopping,43.85,37.38,2023-03-09 05:30:05,2023-03-09 06:13:56,57,Female,Others,7.05,Card,1.3,Heavy,4.29,No,No,No,No
Bus,Electric Scooter,Leisure,100.82,4.83,2023-03-10 07:47:01,2023-03-10 09:27:50,52,Male,Indian,15.78,Mobile App,1.1,Heavy,6.45,Yes,No,Yes,Yes
Bus,SUV,Leisure,14.01,0.66,2023-03-11 10:03:57,2023-03-11 10:17:58,21,Male,Indonesian,42.11,Mobile App,2.7,Moderate,0.71,Yes,Yes,Yes,No
Walk,Van,Leisure,109.17,48.63,2023-03-12 12:20:54,2023-03-12 14:10:04,56,Female,Indonesian,45.72,Mobile App,4.2,Heavy,4.78,Yes,Yes,No,No
Walk,Electric Scooter,Others,92.06,14.67,2023-03-13 14:37:50,2023-03-13 16:09:54,30,Male,Others,35.46,Cash,2,Moderate,8.02,Yes,Yes,No,Yes
Bus,Van,Commuting,58.65,14.87,2023-03-14 16:54:46,2023-03-14 17:53:25,21,Male,Malaysian,8.57,Travel Pass,1.6,Heavy,9.29,Yes,Yes,Yes,No
Walk,Sedan,Shopping,29.45,12.6,2023-03-15 19:11:42,2023-03-15 19:41:09,57,Male,Indian,10.85,Card,2.4,Light,1.15,No,Yes,Yes,Yes
Bus,Motorcycle,Commuting,76.13,33.44,2023-03-16 21:28:38,2023-03-16 22:44:46,79,Male,Others,13.11,Cash,1.5,Heavy,5.11,No,Yes,Yes,No
Bus,Electric Scooter,Commuting,91.12,22.05,2023-03-17 23:45:35,2023-03-18 01:16:42,49,Female,Others,17.5,Cash,1.9,Light,0.87,Yes,Yes,Yes,No
Bus,None,School,37.84,36.24,2023-03-19 02:02:31,2023-03-19 02:40:21,52,Female,Malaysian,10.22,Mobile App,1.8,Moderate,6.21,No,Yes,Yes,Yes
Private Car,Van,Shopping,57.6,40.35,2023-03-20 04:19:27,2023-03-20 05:17:03,28,Male,Singaporean,38.55,Mobile App,3.2,Heavy,2.22,No,Yes,Yes,Yes
Taxi,Van,Commuting,41.51,1.43,2023-03-21 06:36:23,2023-03-21 07:17:54,26,Female,Singaporean,29.48,Travel Pass,2.7,Light,8.24,No,Yes,No,Yes
Bicycle,Van,School,109.77,25.69,2023-03-22 08:53:20,2023-03-22 10:43:06,48,Male,Singaporean,13.42,Mobile App,1.9,Moderate,4.75,Yes,No,No,Yes
Bicycle,None,Commuting,68.2,43.18,2023-03-23 11:10:16,2023-03-23 12:18:28,72,Male,Others,7.7,Card,1.7,Moderate,7.63,Yes,No,No,Yes
Taxi,Sedan,Business,44.22,49.34,2023-03-24 13:27:12,2023-03-24 14:11:25,78,Female,Indian,30.58,Travel Pass,1.1,Light,3.44,No,No,Yes,No
Taxi,Motorcycle,Business,13.66,39.32,2023-03-25 15:44:08,2023-03-25 15:57:48,58,Male,Singaporean,31.55,Travel Pass,3.3,Moderate,8.74,Yes,No,Yes,No
Taxi,None,Business,62.25,28.39,2023-03-26 18:01:04,2023-03-26 19:03:19,76,Male,Indian,10.27,Travel Pass,1.5,Light,0.9,No,Yes,No,Yes
Private Car,Van,Leisure,25.01,47.2,2023-03-27 20:18:01,2023-03-27 20:43:02,68,Male,Malaysian,48.12,Card,2.4,Heavy,9.54,Yes,Yes,Yes,Yes
Walk,None,Leisure,15.03,42.71,2023-03-28 22:34:57,2023-03-28 22:49:59,59,Male,Malaysian,0.02,Mobile App,2.3,Light,6.53,Yes,No,No,No
Train,Electric Scooter,Leisure,33.62,35.01,2023-03-30 00:51:53,2023-03-30 01:25:30,37,Male,Malaysian,45.67,Travel Pass,4.9,Moderate,2.43,Yes,Yes,Yes,Yes
Bicycle,Electric Scooter,School,89,19.54,2023-03-31 03:08:49,2023-03-31 04:37:49,73,Male,Malaysian,16.03,Mobile App,4.9,Moderate,2.69,No,Yes,Yes,No
Taxi,Van,Commuting,27.95,3.53,2023-04-01 05:25:45,2023-04-01 05:53:42,38,Male,Malaysian,29.94,Cash,2.8,Moderate,1.25,Yes,Yes,Yes,Yes
Bus,SUV,Commuting,100.04,44.3,2023-04-02 07:42:42,2023-04-02 09:22:44,56,Female,Others,5.87,Card,1.8,Moderate,4.83,No,No,No,No
Private Car,Electric Scooter,Shopping,33.29,15.85,2023-04-03 09:59:38,2023-04-03 10:32:55,21,Male,Indian,26.12,Travel Pass,1.7,Light,8.65,Yes,Yes,No,No
Train,Motorcycle,Business,89.47,17.33,2023-04-04 12:16:34,2023-04-04 13:46:02,72,Female,Indonesian,6.6,Mobile App,3.5,Heavy,2.28,Yes,No,No,Yes
Bus,SUV,Leisure,115.74,1.52,2023-04-05 14:33:30,2023-04-05 16:29:14,42,Male,Others,20.76,Mobile App,2.6,Moderate,5.44,No,No,No,Yes
Bus,Electric Scooter,Shopping,96.34,42.48,2023-04-06 16:50:27,2023-04-06 18:26:47,47,Female,Indonesian,0.84,Travel Pass,3.4,Heavy,3.51,No,Yes,Yes,Yes
Bicycle,None,Shopping,16.6,36.01,2023-04-07 19:07:23,2023-04-07 19:23:59,51,Female,Malaysian,44.2,Travel Pass,4.2,Moderate,4.12,No,No,No,No
Train,None,Commuting,41.82,39.09,2023-04-08 21:24:19,2023-04-08 22:06:08,31,Female,Others,16.36,Card,3.6,Light,5.9,No,Yes,Yes,No
Private Car,SUV,School,40.53,17.93,2023-04-09 23:41:15,2023-04-10 00:21:47,63,Male,Indian,8.19,Mobile App,1.7,Light,2.18,Yes,No,No,No
Train,Van,Leisure,98.19,32.35,2023-04-11 01:58:11,2023-04-11 03:36:22,38,Male,Malaysian,47.54,Mobile App,3.1,Heavy,8.28,No,Yes,Yes,Yes
Taxi,Motorcycle,Leisure,98.38,5.62,2023-04-12 04:15:08,2023-04-12 05:53:31,56,Female,Others,20.21,Card,1.8,Moderate,7.82,No,Yes,Yes,No
Bus,Sedan,Commuting,90.93,27.51,2023-04-13 06:32:04,2023-04-13 08:03:00,59,Female,Singaporean,2.26,Mobile App,4.7,Moderate,7.73,Yes,No,No,Yes
Private Car,SUV,Commuting,62,21.83,2023-04-14 08:49:00,2023-04-14 09:51:00,23,Female,Indonesian,45.44,Card,1.7,Heavy,6.33,No,Yes,Yes,No
