Age,Gender,Race,Educational_Level,Marital_Status,Industry,Occupation,Years_in_Current_Job,Employment_Type,Monthly_Income_SGD,Job_Satisfaction_Level,Skills_Training,Promotion_in_Last_5_Years,Looking_for_Job_Change,Work_Hours_per_Week,Commute_Time_One_Way_Hours,Previous_Employment_Status,Residency_Status,Languages_Spoken,Work_Location_Preference,Recent_Training_or_Courses,Expected_Salary_Increase_%,Job_Security_Concerns,Interview_Date
44,Female,Others,Diploma,Widowed,Healthcare,Manager,5,Contract,8456.24,Neutral,No,Yes,Yes,39.7,1.19,Student,Citizen,Malay,Hybrid,No,17.6,Yes,2023-10-19
37,Male,Chinese,PhD,Widowed,Construction,Engineer,6,Full-time,11966.24,Satisfied,No,No,Yes,40.7,0.68,Employed,Citizen,Others,On-site,No,15.7,Yes,2022-09-18
48,Female,Others,Diploma,Single,Finance,Technician,25,Contract,13137.07,Unsatisfied,No,No,No,35.9,0.72,Employed,Citizen,Tamil,Remote,No,10.3,Yes,2022-03-18
22,Female,Chinese,Bachelor,Single,Hospitality,Teacher,22,Part-time,12505.34,Very Satisfied,Yes,Yes,Yes,57,1.88,Retired,Citizen,Malay,Remote,Yes,8.2,No,2021-09-06
64,Male,Malay,Diploma,Single,Construction,Teacher,17,Part-time,13963.4,Unsatisfied,No,Yes,Yes,52.4,0.99,Retired,Citizen,Mandarin,On-site,Yes,17.7,Yes,2021-02-05
41,Female,Others,Diploma,Married,Education,Clerk,19,Self-employed,8843.16,Very Unsatisfied,No,No,Yes,43.9,1.63,Retired,Citizen,Malay,On-site,Yes,13.7,Yes,2023-11-08
58,Male,Chinese,PhD,Single,Construction,Doctor,23,Full-time,11475.31,Unsatisfied,Yes,Yes,Yes,59.8,1.81,Employed,Permanent Resident,English,On-site,Yes,13.5,Yes,2023-05-01
51,Male,Chinese,Master,Widowed,Information Technology,Clerk,23,Self-employed,13722.74,Unsatisfied,No,Yes,No,45.8,1.17,Retired,Permanent Resident,Malay,On-site,No,17.6,No,2022-10-02
27,Male,Indian,Master,Married,Education,Teacher,29,Contract,5829.64,Satisfied,Yes,Yes,No,57.5,1.43,Retired,Permanent Resident,Mandarin,On-site,No,14.6,No,2023-12-23
23,Female,Chinese,Diploma,Single,Finance,Doctor,11,Part-time,9092.39,Neutral,Yes,Yes,Yes,50.3,1.78,Unemployed,Permanent Resident,Mandarin,On-site,No,7.3,No,2023-03-08
42,Female,Malay,Master,Widowed,Information Technology,Doctor,17,Part-time,2461.18,Neutral,No,Yes,No,45.6,0.61,Retired,Permanent Resident,Mandarin,On-site,No,5.5,No,2023-03-28
36,Female,Chinese,Master,Married,Hospitality,Teacher,11,Part-time,9305.16,Satisfied,No,No,No,36.8,1.8,Student,Citizen,Tamil,Remote,No,8.6,Yes,2023-08-02
46,Female,Indian,Bachelor,Divorced,Information Technology,Technician,21,Self-employed,4014.27,Neutral,Yes,Yes,No,36.7,1.27,Employed,Foreigner,Tamil,Remote,Yes,6.6,No,2022-04-04
38,Female,Others,Master,Widowed,Hospitality,Engineer,14,Part-time,7196.65,Neutral,No,No,Yes,57.6,1.1,Student,Foreigner,Malay,On-site,Yes,9.4,Yes,2021-11-04
54,Female,Others,Diploma,Single,Hospitality,Laborer,24,Contract,12247.74,Unsatisfied,Yes,No,No,44.4,1.49,Employed,Permanent Resident,Tamil,Hybrid,No,19.6,No,2023-09-12
23,Female,Others,High School,Divorced,Information Technology,Manager,10,Part-time,13899.86,Unsatisfied,No,Yes,Yes,38.6,1.16,Employed,Citizen,Others,Hybrid,No,19.9,Yes,2023-07-20
30,Female,Others,PhD,Widowed,Construction,Technician,16,Contract,2917.82,Neutral,Yes,Yes,No,39.5,0.76,Retired,Permanent Resident,English,Hybrid,No,11.4,No,2023-06-21
30,Male,Indian,Diploma,Married,Healthcare,Manager,10,Full-time,9958.44,Satisfied,Yes,Yes,No,40.5,1.22,Unemployed,Permanent Resident,Malay,On-site,No,5.8,No,2023-06-06
59,Female,Indian,Bachelor,Widowed,Healthcare,Clerk,29,Self-employed,5833.95,Satisfied,Yes,No,No,58.8,1.72,Employed,Citizen,English,Hybrid,Yes,15.6,Yes,2022-02-09
62,Male,Others,High School,Widowed,Healthcare,Manager,21,Contract,3935.75,Satisfied,No,Yes,No,47.6,0.9,Employed,Permanent Resident,Mandarin,Hybrid,Yes,13.3,Yes,2022-09-14
28,Female,Others,High School,Married,Construction,Engineer,28,Contract,8692.74,Very Unsatisfied,No,No,Yes,47.9,1.44,Student,Permanent Resident,Others,Remote,No,12.6,No,2023-03-22
43,Male,Others,PhD,Single,Finance,Doctor,2,Contract,6319.08,Satisfied,Yes,Yes,No,50.7,1.84,Employed,Citizen,Tamil,Hybrid,Yes,11.5,No,2023-11-05
35,Male,Others,Master,Divorced,Construction,Technician,19,Part-time,4048.58,Neutral,Yes,No,No,58.4,1.53,Unemployed,Foreigner,Others,On-site,No,8.2,No,2022-07-18
49,Female,Chinese,PhD,Widowed,Hospitality,Manager,29,Self-employed,12478.55,Very Satisfied,Yes,Yes,Yes,56.6,0.9,Unemployed,Foreigner,Mandarin,On-site,No,6.3,No,2021-10-07
48,Male,Others,Diploma,Divorced,Construction,Engineer,5,Part-time,6458.11,Satisfied,Yes,No,Yes,46,0.77,Student,Permanent Resident,Mandarin,On-site,Yes,9.7,Yes,2023-09-11
45,Female,Chinese,PhD,Single,Construction,Engineer,5,Contract,6192.8,Satisfied,Yes,Yes,No,43.6,0.94,Unemployed,Foreigner,Mandarin,Hybrid,Yes,19.2,No,2023-06-09
47,Male,Indian,High School,Divorced,Construction,Technician,3,Self-employed,2294.18,Very Satisfied,Yes,Yes,Yes,53,1.65,Retired,Permanent Resident,English,On-site,No,17.4,Yes,2022-02-20
27,Male,Indian,Master,Single,Healthcare,Manager,29,Self-employed,11424.09,Unsatisfied,Yes,Yes,No,44.7,0.86,Unemployed,Foreigner,Others,Hybrid,Yes,14.3,No,2021-05-01
64,Male,Chinese,Master,Divorced,Healthcare,Doctor,3,Full-time,8300.11,Satisfied,No,No,Yes,39.5,1.8,Employed,Permanent Resident,Others,Hybrid,No,7.3,Yes,2021-10-09
27,Female,Malay,Master,Widowed,Information Technology,Doctor,10,Part-time,9089.44,Very Satisfied,No,Yes,Yes,52.6,1.12,Employed,Permanent Resident,Tamil,On-site,No,16.8,No,2022-01-20
40,Female,Malay,Diploma,Single,Finance,Manager,25,Part-time,8685.2,Unsatisfied,No,Yes,No,39.9,0.89,Unemployed,Citizen,Mandarin,Hybrid,No,5.6,Yes,2021-05-23
39,Female,Others,Diploma,Single,Healthcare,Laborer,29,Part-time,10480.51,Very Satisfied,No,Yes,No,41.3,1.21,Employed,Foreigner,Others,Remote,No,5.8,Yes,2023-02-17
22,Male,Indian,High School,Single,Hospitality,Engineer,0,Full-time,3202.27,Satisfied,Yes,No,Yes,44,0.92,Employed,Permanent Resident,English,On-site,Yes,5.6,Yes,2022-04-22
29,Male,Indian,Master,Divorced,Hospitality,Manager,4,Self-employed,11808.11,Very Satisfied,No,No,No,47.9,1.32,Retired,Permanent Resident,Tamil,On-site,No,19.6,No,2023-07-25
28,Male,Indian,PhD,Divorced,Construction,Clerk,10,Full-time,11564.31,Unsatisfied,Yes,No,No,38.5,1.4,Retired,Foreigner,English,Remote,No,19.8,No,2021-05-17
21,Female,Indian,High School,Divorced,Construction,Technician,26,Part-time,13517.54,Unsatisfied,Yes,Yes,Yes,47.4,1.31,Student,Foreigner,English,Remote,Yes,6.2,Yes,2022-03-04
27,Female,Malay,Diploma,Single,Construction,Technician,5,Contract,10963.02,Very Unsatisfied,No,Yes,No,48.4,1.96,Retired,Citizen,Others,Remote,No,17.8,No,2023-09-11
24,Male,Malay,Diploma,Single,Education,Manager,21,Full-time,8112.23,Neutral,No,No,Yes,55.5,1.84,Retired,Citizen,Tamil,On-site,No,10.2,No,2021-12-22
58,Female,Malay,PhD,Married,Hospitality,Laborer,18,Self-employed,12673.47,Satisfied,Yes,No,Yes,43.9,0.95,Retired,Foreigner,English,Hybrid,Yes,11,No,2021-11-12
60,Male,Indian,Bachelor,Divorced,Healthcare,Laborer,26,Part-time,5386.06,Neutral,No,Yes,Yes,39,1.34,Employed,Foreigner,English,Remote,No,6.6,Yes,2022-04-06
34,Male,Chinese,Master,Divorced,Finance,Manager,6,Self-employed,8187.06,Very Satisfied,Yes,No,No,47.2,0.54,Employed,Foreigner,Others,Hybrid,Yes,11.3,Yes,2022-02-01
55,Male,Malay,Master,Married,Hospitality,Clerk,24,Self-employed,12540.28,Satisfied,No,Yes,Yes,37,0.98,Employed,Permanent Resident,Malay,Remote,Yes,8.5,Yes,2023-10-05
22,Male,Malay,Diploma,Divorced,Healthcare,Doctor,25,Contract,6474.86,Satisfied,Yes,Yes,No,46.5,1.81,Unemployed,Permanent Resident,Mandarin,Hybrid,No,5.7,Yes,2021-03-02
36,Female,Malay,Master,Single,Construction,Engineer,22,Self-employed,8052.62,Very Unsatisfied,Yes,No,No,36,1.07,Unemployed,Citizen,English,Hybrid,No,13,Yes,2022-10-02
47,Female,Malay,Bachelor,Divorced,Information Technology,Clerk,22,Part-time,11174.23,Satisfied,No,Yes,No,51.6,1.94,Employed,Permanent Resident,Others,Hybrid,Yes,16.8,No,2023-09-08
41,Female,Chinese,Bachelor,Widowed,Healthcare,Technician,22,Self-employed,10565.91,Satisfied,No,Yes,No,52.3,0.82,Student,Permanent Resident,Tamil,Hybrid,Yes,6.9,Yes,2021-07-04
43,Female,Others,Bachelor,Married,Finance,Teacher,17,Contract,4779.25,Neutral,Yes,Yes,Yes,48.6,1.14,Retired,Citizen,Tamil,On-site,Yes,15.5,No,2022-07-11
43,Female,Others,High School,Widowed,Construction,Manager,21,Contract,2840.4,Neutral,No,No,Yes,42.6,1.63,Student,Citizen,English,Remote,Yes,16.6,No,2023-11-10
21,Male,Malay,Diploma,Single,Education,Technician,28,Part-time,12132.34,Unsatisfied,Yes,No,Yes,50,0.93,Employed,Permanent Resident,Malay,On-site,Yes,15.9,Yes,2022-01-10
22,Male,Malay,PhD,Divorced,Hospitality,Doctor,2,Part-time,3428.24,Neutral,Yes,Yes,No,55.7,1.99,Employed,Foreigner,Mandarin,On-site,Yes,17.7,No,2022-07-19
26,Male,Indian,High School,Married,Hospitality,Clerk,22,Part-time,4443.1,Satisfied,No,Yes,No,36.6,1.24,Employed,Permanent Resident,Mandarin,Hybrid,Yes,17.5,Yes,2023-04-24
60,Female,Malay,Master,Divorced,Hospitality,Clerk,0,Part-time,6361.41,Very Satisfied,No,No,Yes,58.3,1.8,Retired,Citizen,Malay,Hybrid,No,19.2,Yes,2022-05-24
32,Male,Chinese,Master,Married,Finance,Clerk,17,Full-time,8152.23,Very Satisfied,No,Yes,No,53.8,0.63,Retired,Permanent Resident,Tamil,Hybrid,No,12.5,No,2023-01-05
56,Male,Chinese,PhD,Married,Education,Doctor,12,Full-time,8583.06,Neutral,Yes,No,Yes,48.7,1.59,Employed,Foreigner,Malay,Hybrid,No,16.7,No,2023-07-11
60,Male,Chinese,Bachelor,Married,Construction,Engineer,4,Part-time,9537.87,Unsatisfied,Yes,Yes,No,39.3,1.83,Unemployed,Citizen,English,Hybrid,Yes,5.9,Yes,2021-06-26
58,Male,Others,PhD,Widowed,Information Technology,Laborer,7,Contract,6515.09,Neutral,Yes,No,Yes,40.9,1.98,Unemployed,Foreigner,Malay,Remote,Yes,15.6,Yes,2022-05-16
25,Male,Malay,Master,Divorced,Education,Engineer,18,Self-employed,5548.12,Very Satisfied,Yes,No,Yes,59.8,1.36,Unemployed,Permanent Resident,Mandarin,On-site,Yes,7.5,Yes,2022-10-13
51,Female,Chinese,Master,Divorced,Education,Doctor,25,Self-employed,9535.77,Very Satisfied,No,Yes,Yes,45.8,0.79,Employed,Permanent Resident,Others,Remote,Yes,16.1,No,2023-05-11
61,Female,Others,PhD,Widowed,Education,Engineer,9,Contract,10610.7,Neutral,No,Yes,No,58.6,1.84,Unemployed,Citizen,Others,Hybrid,No,17.5,No,2023-02-17
63,Female,Indian,Bachelor,Married,Healthcare,Doctor,10,Part-time,9789.04,Satisfied,No,Yes,No,45.7,1.14,Student,Citizen,Tamil,On-site,Yes,16,Yes,2023-12-18
20,Female,Chinese,Master,Widowed,Hospitality,Teacher,22,Self-employed,3896.05,Satisfied,Yes,No,Yes,54.1,0.64,Student,Permanent Resident,Mandarin,Remote,Yes,16.1,Yes,2022-09-06
32,Male,Malay,Diploma,Married,Education,Engineer,27,Self-employed,10878.85,Unsatisfied,Yes,No,No,35.4,0.6,Employed,Citizen,Malay,Remote,No,14.6,No,2022-12-04
62,Female,Others,PhD,Single,Construction,Teacher,26,Full-time,3799.41,Unsatisfied,Yes,No,No,58.1,1.58,Unemployed,Permanent Resident,Tamil,Remote,Yes,7.1,No,2022-09-15
58,Male,Others,Diploma,Widowed,Information Technology,Doctor,3,Self-employed,12651.66,Satisfied,Yes,Yes,No,40.3,1.56,Unemployed,Foreigner,Mandarin,Hybrid,Yes,12.6,Yes,2023-08-10
48,Male,Indian,PhD,Widowed,Education,Laborer,3,Full-time,4220.07,Very Unsatisfied,No,No,No,41.6,0.74,Student,Foreigner,Others,Hybrid,Yes,16.6,No,2022-06-05
23,Male,Chinese,Diploma,Single,Healthcare,Teacher,11,Contract,14763.53,Unsatisfied,No,Yes,Yes,39,1.41,Retired,Foreigner,Others,Hybrid,No,16.3,Yes,2021-11-09
45,Male,Others,Diploma,Widowed,Construction,Teacher,17,Part-time,5781.63,Neutral,Yes,Yes,Yes,49.5,1.5,Unemployed,Citizen,Others,On-site,Yes,15.1,No,2021-12-27
29,Female,Indian,Bachelor,Single,Hospitality,Technician,14,Part-time,4019.03,Unsatisfied,No,No,Yes,51.9,1.12,Unemployed,Citizen,Others,Remote,No,8.9,Yes,2021-12-26
56,Female,Chinese,High School,Married,Hospitality,Engineer,9,Part-time,10546.27,Satisfied,Yes,No,Yes,50.7,0.93,Student,Foreigner,English,Remote,No,5.9,No,2021-09-13
25,Female,Others,Diploma,Widowed,Hospitality,Clerk,11,Part-time,7313.55,Very Unsatisfied,No,Yes,No,37.1,0.62,Retired,Citizen,English,On-site,No,14.6,No,2022-10-20
53,Male,Chinese,Master,Widowed,Education,Engineer,23,Contract,13480.5,Very Unsatisfied,No,No,Yes,38.3,1.72,Employed,Permanent Resident,Others,Remote,No,12,Yes,2023-09-06
44,Female,Indian,High School,Single,Construction,Engineer,29,Self-employed,11204.08,Very Unsatisfied,Yes,No,Yes,57.6,0.54,Employed,Permanent Resident,Tamil,Hybrid,Yes,12.1,Yes,2023-01-20
44,Female,Indian,Bachelor,Widowed,Construction,Clerk,3,Full-time,9365.13,Satisfied,No,No,Yes,40,1.09,Student,Foreigner,Malay,Remote,No,18.6,No,2022-05-02
48,Male,Others,PhD,Divorced,Finance,Technician,15,Part-time,12841.65,Very Unsatisfied,Yes,No,Yes,52.2,0.82,Retired,Foreigner,Tamil,Hybrid,Yes,16.2,Yes,2021-06-07
38,Female,Malay,PhD,Widowed,Information Technology,Teacher,17,Self-employed,9557.77,Neutral,Yes,Yes,No,46.8,1.25,Employed,Citizen,Mandarin,Remote,No,6.5,Yes,2022-08-02
44,Male,Chinese,Diploma,Married,Healthcare,Clerk,1,Part-time,13252.83,Very Unsatisfied,Yes,Yes,Yes,44,1.13,Employed,Foreigner,Tamil,Hybrid,Yes,6.7,No,2021-07-21
51,Male,Malay,Diploma,Single,Finance,Manager,13,Part-time,8521.22,Very Satisfied,Yes,Yes,Yes,40.8,1.86,Student,Permanent Resident,Mandarin,Hybrid,No,15.2,Yes,2022-10-07
32,Female,Others,PhD,Widowed,Education,Laborer,5,Contract,4218.01,Satisfied,Yes,No,Yes,35.5,0.76,Student,Foreigner,Others,Remote,Yes,16.6,No,2021-02-12
39,Male,Others,Diploma,Single,Finance,Engineer,3,Contract,5095.64,Neutral,Yes,Yes,Yes,36.6,1.61,Retired,Permanent Resident,Tamil,Hybrid,No,6.4,No,2023-10-06
21,Male,Chinese,Diploma,Widowed,Information Technology,Laborer,20,Contract,7298.24,Very Unsatisfied,Yes,No,No,58.8,0.6,Retired,Citizen,English,On-site,Yes,10.2,Yes,2021-12-05
26,Female,Chinese,High School,Widowed,Finance,Technician,18,Part-time,2998.4,Very Unsatisfied,No,No,Yes,58.7,1.96,Retired,Permanent Resident,English,Hybrid,Yes,7.4,Yes,2022-02-24
58,Female,Chinese,Diploma,Married,Finance,Clerk,28,Self-employed,14357.43,Very Satisfied,No,No,No,49.6,1.05,Unemployed,Foreigner,Tamil,On-site,No,16.2,Yes,2023-10-27
53,Male,Chinese,High School,Divorced,Finance,Laborer,6,Self-employed,3103.84,Unsatisfied,No,No,No,41.3,1.44,Unemployed,Foreigner,Mandarin,Hybrid,Yes,6.4,Yes,2021-06-14
42,Female,Others,PhD,Widowed,Finance,Teacher,4,Part-time,9384.91,Neutral,No,No,Yes,36.8,1.39,Student,Citizen,Malay,Hybrid,Yes,8.3,Yes,2023-12-21
44,Male,Others,Master,Divorced,Information Technology,Technician,7,Contract,2729.69,Very Unsatisfied,No,Yes,Yes,43.9,1.35,Unemployed,Permanent Resident,Others,On-site,No,6,No,2021-05-28
45,Male,Others,High School,Divorced,Finance,Technician,14,Self-employed,9931.42,Satisfied,No,Yes,No,37.6,1.33,Student,Citizen,Mandarin,On-site,No,16.6,Yes,2022-12-10
39,Female,Indian,Master,Single,Finance,Manager,22,Self-employed,7701.82,Very Satisfied,No,Yes,No,36.8,1.71,Employed,Foreigner,Mandarin,Remote,Yes,17.2,Yes,2021-08-10
33,Female,Indian,PhD,Married,Hospitality,Laborer,6,Part-time,2826.66,Very Satisfied,No,Yes,Yes,35.4,1.27,Employed,Citizen,Mandarin,Remote,Yes,13.3,No,2022-12-11
22,Female,Chinese,Diploma,Married,Finance,Clerk,7,Full-time,6116.45,Neutral,Yes,No,Yes,52.7,1.48,Unemployed,Permanent Resident,English,Remote,No,6.3,No,2023-02-24
26,Male,Indian,Bachelor,Divorced,Finance,Laborer,6,Full-time,13725.99,Unsatisfied,No,Yes,Yes,53.9,1.34,Unemployed,Foreigner,Malay,Remote,Yes,19.8,No,2021-05-22
38,Female,Chinese,High School,Divorced,Finance,Manager,22,Part-time,5682.72,Very Unsatisfied,Yes,No,Yes,35.8,1.6,Employed,Permanent Resident,Malay,On-site,Yes,18.4,No,2022-10-07
29,Male,Chinese,Diploma,Married,Healthcare,Manager,29,Part-time,9642.69,Satisfied,Yes,No,No,59.6,1.51,Retired,Permanent Resident,Malay,Hybrid,No,16.4,No,2022-04-25
57,Female,Others,Bachelor,Divorced,Information Technology,Clerk,21,Full-time,7108.56,Satisfied,No,Yes,No,37.4,1.12,Unemployed,Citizen,Tamil,Remote,Yes,12,No,2021-04-16
29,Male,Chinese,Bachelor,Single,Education,Manager,7,Part-time,12597.01,Unsatisfied,Yes,No,No,45.7,1.23,Retired,Foreigner,English,Hybrid,Yes,6.8,Yes,2023-07-09
33,Male,Others,Diploma,Married,Hospitality,Laborer,13,Full-time,9552.94,Satisfied,Yes,Yes,No,52.2,0.83,Employed,Citizen,Tamil,Hybrid,No,14.3,No,2021-06-22
24,Male,Chinese,PhD,Single,Education,Teacher,24,Self-employed,11076.83,Neutral,Yes,Yes,Yes,47.5,1.89,Retired,Permanent Resident,Others,On-site,Yes,11,No,2022-03-23
24,Female,Malay,Master,Married,Healthcare,Engineer,18,Self-employed,8034.95,Satisfied,No,No,No,45.3,0.86,Unemployed,Citizen,Mandarin,Remote,Yes,5.1,Yes,2021-01-19
57,Male,Malay,Diploma,Single,Healthcare,Manager,21,Part-time,13746.44,Very Unsatisfied,No,Yes,No,49.9,0.97,Employed,Foreigner,English,Remote,No,7,Yes,2022-09-20
46,Female,Others,Bachelor,Married,Healthcare,Doctor,14,Self-employed,4995.88,Satisfied,No,No,No,51.9,1.38,Student,Foreigner,Others,Remote,Yes,12.9,Yes,2023-12-05
51,Male,Others,PhD,Widowed,Information Technology,Doctor,25,Full-time,2348.71,Unsatisfied,No,No,No,40.7,0.56,Unemployed,Citizen,Malay,Hybrid,No,9,Yes,2022-07-15
22,Male,Malay,Master,Single,Hospitality,Teacher,2,Full-time,4280.04,Very Satisfied,Yes,Yes,No,57.7,0.99,Retired,Citizen,Malay,Hybrid,Yes,13.1,No,2022-09-07
20,Female,Indian,Master,Single,Information Technology,Clerk,11,Contract,7616.8,Satisfied,No,No,No,39.4,1.88,Unemployed,Foreigner,Others,On-site,Yes,8.9,Yes,2023-08-26
26,Female,Indian,High School,Married,Construction,Doctor,28,Contract,12465.46,Very Satisfied,Yes,No,No,59.3,0.51,Retired,Permanent Resident,Malay,On-site,No,16.1,No,2021-12-07
64,Male,Malay,High School,Married,Hospitality,Engineer,0,Self-employed,8234.12,Very Unsatisfied,No,No,Yes,49.4,1.48,Employed,Permanent Resident,Others,On-site,Yes,13.4,No,2022-08-07
32,Female,Malay,Bachelor,Single,Hospitality,Laborer,25,Full-time,12269.29,Very Unsatisfied,No,Yes,No,48.7,1.33,Student,Citizen,Others,Remote,Yes,17.6,Yes,2023-12-23
30,Female,Malay,Diploma,Married,Healthcare,Laborer,17,Self-employed,5851.36,Very Unsatisfied,Yes,Yes,No,56.4,1.06,Employed,Permanent Resident,Others,Remote,No,12.5,No,2021-08-13
49,Male,Others,Master,Widowed,Education,Manager,17,Full-time,14567.13,Very Satisfied,No,Yes,Yes,59.2,0.76,Retired,Foreigner,Tamil,On-site,No,19.7,No,2021-05-21
62,Female,Malay,Master,Divorced,Finance,Laborer,3,Part-time,12714.94,Very Satisfied,Yes,Yes,Yes,47.8,1.36,Retired,Foreigner,English,Remote,Yes,17.7,No,2022-12-22
34,Male,Malay,High School,Widowed,Construction,Clerk,23,Part-time,3155.38,Very Unsatisfied,Yes,No,Yes,51.3,0.57,Student,Permanent Resident,Malay,On-site,No,5.2,Yes,2021-07-15
53,Female,Chinese,Bachelor,Widowed,Hospitality,Teacher,9,Contract,7101.93,Very Satisfied,Yes,Yes,Yes,36.8,1.67,Student,Foreigner,Tamil,Hybrid,No,5.3,No,2022-04-07
29,Female,Others,Bachelor,Married,Education,Technician,13,Full-time,7826.64,Satisfied,No,No,Yes,40.3,1.33,Retired,Permanent Resident,Malay,Hybrid,Yes,16.4,No,2022-07-22
23,Male,Malay,Bachelor,Single,Hospitality,Clerk,14,Part-time,3656.38,Satisfied,No,Yes,No,51.7,1.58,Student,Foreigner,English,On-site,Yes,14.4,Yes,2022-10-20
32,Female,Malay,Diploma,Divorced,Education,Manager,26,Contract,14921.82,Satisfied,No,No,No,59.4,0.94,Unemployed,Citizen,Mandarin,Hybrid,No,10.7,Yes,2023-01-05
26,Female,Chinese,High School,Widowed,Healthcare,Doctor,11,Self-employed,11561.92,Satisfied,Yes,Yes,Yes,46.1,1.18,Student,Foreigner,Others,On-site,Yes,19.9,Yes,2021-08-16
55,Female,Malay,Bachelor,Divorced,Education,Laborer,5,Full-time,7330.71,Satisfied,No,Yes,Yes,47.1,0.94,Student,Permanent Resident,English,On-site,Yes,18.7,No,2022-12-05
33,Male,Indian,PhD,Single,Finance,Doctor,17,Full-time,12979.93,Unsatisfied,No,No,No,44.5,0.99,Unemployed,Foreigner,Tamil,Hybrid,Yes,5.6,Yes,2022-01-16
42,Female,Chinese,High School,Single,Healthcare,Doctor,22,Part-time,6595.96,Neutral,No,No,No,57.2,1.27,Employed,Foreigner,Tamil,Hybrid,No,18,No,2021-12-26
24,Male,Indian,Diploma,Married,Construction,Manager,22,Contract,13747.76,Neutral,Yes,No,Yes,42.3,1.94,Retired,Citizen,Malay,Hybrid,Yes,11.5,Yes,2023-03-12
23,Male,Others,High School,Divorced,Construction,Technician,27,Part-time,3937.04,Neutral,No,Yes,No,47.7,1.62,Unemployed,Permanent Resident,Malay,Remote,No,7.2,Yes,2021-01-24
49,Male,Others,Diploma,Single,Healthcare,Laborer,25,Full-time,7022.61,Very Satisfied,Yes,No,No,56.7,1.1,Unemployed,Foreigner,Others,Remote,Yes,10.5,Yes,2023-05-18
48,Female,Indian,PhD,Married,Healthcare,Engineer,7,Contract,7247.14,Very Unsatisfied,Yes,Yes,Yes,43.4,0.57,Employed,Permanent Resident,Others,Remote,No,6.7,Yes,2021-06-12
33,Female,Chinese,Bachelor,Widowed,Construction,Laborer,27,Contract,13771.59,Very Unsatisfied,Yes,Yes,No,49.1,0.73,Employed,Permanent Resident,Mandarin,On-site,No,14.1,Yes,2022-02-26
63,Female,Indian,PhD,Single,Healthcare,Clerk,6,Self-employed,3497.16,Very Satisfied,Yes,No,No,54.1,1.14,Unemployed,Permanent Resident,Tamil,Hybrid,No,19.1,No,2023-03-15
42,Female,Malay,PhD,Widowed,Healthcare,Technician,13,Contract,3967.55,Satisfied,Yes,No,Yes,44.7,1.83,Unemployed,Foreigner,Mandarin,Remote,No,18.4,No,2021-05-04
20,Male,Chinese,Diploma,Single,Education,Clerk,4,Contract,9770.59,Very Unsatisfied,No,Yes,No,39.5,1.21,Unemployed,Foreigner,Malay,On-site,Yes,6.8,No,2021-02-10
38,Female,Indian,High School,Single,Construction,Manager,23,Full-time,8308.76,Very Satisfied,No,No,No,46.5,1.11,Unemployed,Permanent Resident,Tamil,On-site,Yes,6,No,2021-04-15
58,Male,Chinese,High School,Widowed,Hospitality,Clerk,11,Contract,10561.31,Neutral,No,Yes,No,36.2,1.52,Unemployed,Citizen,Mandarin,Hybrid,Yes,9.3,No,2022-03-24
23,Female,Indian,Master,Widowed,Hospitality,Teacher,20,Full-time,4483.33,Very Satisfied,No,Yes,Yes,50.1,1.22,Student,Foreigner,Others,Hybrid,Yes,9.8,Yes,2021-04-01
49,Female,Indian,Master,Divorced,Information Technology,Teacher,9,Part-time,4967.49,Very Unsatisfied,No,No,Yes,41.9,0.88,Unemployed,Permanent Resident,English,Hybrid,Yes,18.8,Yes,2023-02-01
59,Male,Chinese,Master,Widowed,Construction,Doctor,7,Part-time,9917.08,Neutral,No,Yes,No,45.9,1.49,Employed,Permanent Resident,Tamil,Remote,Yes,17.1,No,2021-07-18
23,Male,Others,Master,Single,Finance,Laborer,15,Contract,14646.28,Neutral,Yes,Yes,No,38.6,1.24,Employed,Permanent Resident,Others,On-site,Yes,13.2,No,2023-01-07
41,Female,Indian,Diploma,Widowed,Education,Engineer,29,Self-employed,10694.94,Very Satisfied,Yes,Yes,Yes,39.6,1.83,Retired,Foreigner,Tamil,Hybrid,No,7.8,Yes,2021-02-06
64,Male,Chinese,Diploma,Widowed,Construction,Clerk,9,Contract,11199.43,Neutral,No,No,Yes,53.2,1.57,Retired,Citizen,Others,Hybrid,No,6.2,Yes,2021-08-21
54,Female,Indian,Bachelor,Married,Hospitality,Technician,4,Full-time,10932.61,Unsatisfied,Yes,Yes,Yes,39.9,1.6,Student,Citizen,Mandarin,Hybrid,No,6.3,Yes,2023-11-19
57,Female,Indian,High School,Single,Healthcare,Laborer,1,Part-time,5545.73,Satisfied,Yes,No,Yes,54.9,1.62,Retired,Citizen,Malay,Remote,Yes,17.9,Yes,2023-05-15
22,Male,Chinese,Master,Married,Healthcare,Manager,1,Part-time,6000.11,Very Unsatisfied,No,Yes,Yes,57.7,0.69,Retired,Citizen,English,On-site,No,9.2,Yes,2022-12-23
25,Male,Others,PhD,Married,Healthcare,Laborer,13,Self-employed,2059.89,Neutral,Yes,No,No,37.7,1.18,Employed,Citizen,English,Hybrid,Yes,12.2,Yes,2023-03-24
49,Male,Chinese,PhD,Widowed,Information Technology,Teacher,8,Full-time,10302.88,Very Unsatisfied,No,Yes,No,40.2,0.71,Student,Foreigner,Malay,Hybrid,Yes,5.2,Yes,2023-08-09
