Year,Month,Region,Category,Product,Units Sold,Unit Price,Cost of Goods Sold,Marketing Spend,Customer Ratings
2021,2,Philippines,Personal Care,Hair Straightener,133.0,828.1,1475.36,29459.23,4.3
2019,12,Thailand,Personal Care,Electric Toothbrush,,,694.9,43646.87,
2020,4,Thailand,Home Appliances,Air Conditioner,1333.0,262.02,1072.74,41338.52,4.9
2020,5,Malaysia,Entertainment,Gaming Console,403.0,1067.22,153.25,25532.74,4.0
2021,12,Thailand,Entertainment,Streaming Device,1300.0,1072.28,660.66,7147.81,2.2
2020,3,Singapore,Entertainment,VR Headset,771.0,1082.05,678.34,40647.11,3.1
2021,3,Philippines,Computers,Monitor,103.0,975.89,33.67,6016.63,3.2
2022,6,Philippines,Entertainment,Gaming Console,240.0,350.56,1153.24,4741.25,2.5
2022,4,Singapore,Computers,Keyboard,1104.0,1467.38,1149.24,42050.29,2.6
2020,2,Thailand,Entertainment,DVD Player,1317.0,1471.65,396.34,27761.15,2.9
2019,2,Thailand,Home Appliances,Air Conditioner,1494.0,1061.17,1455.68,49107.13,1.8
2020,1,Philippines,Entertainment,Sound System,847.0,687.0,1204.11,46091.18,5.0
2018,9,Thailand,Computers,Laptop,450.0,1170.86,946.81,9445.01,4.8
2021,11,Singapore,Computers,Monitor,115.0,787.26,236.39,26200.71,1.5
2018,6,Indonesia,Personal Care,Massager,799.0,1414.67,623.28,7709.95,4.6
2020,4,Thailand,Electronics,E-reader,705.0,1133.36,238.49,32660.44,4.2
2022,5,Singapore,Personal Care,Massager,387.0,939.35,315.41,8947.73,1.3
2021,7,Singapore,Entertainment,Gaming Console,1056.0,498.99,384.61,44388.69,3.5
2020,9,Singapore,Entertainment,DVD Player,83.0,1648.56,515.17,30157.25,3.6
2019,7,Singapore,Electronics,Portable Speaker,1072.0,1954.24,780.72,22563.71,2.4
2020,4,Thailand,Electronics,Tablet,144.0,362.81,1165.08,29280.17,2.9
2019,2,Indonesia,Personal Care,Hair Straightener,292.0,532.41,1035.18,12284.15,4.0
2022,12,Singapore,Personal Care,Massager,359.0,1830.82,345.58,47918.35,5.0
2019,10,Philippines,Computers,Desktop,970.0,307.99,99.53,19779.19,3.4
2018,1,Malaysia,Computers,Printer,494.0,1339.25,365.44,12771.19,3.9
2018,11,Philippines,Home Appliances,Air Conditioner,59.0,1753.16,129.41,34200.35,1.9
2018,6,Malaysia,Personal Care,Facial Cleanser,1097.0,1598.87,1196.96,2040.2,3.6
2018,2,Malaysia,Entertainment,Sound System,595.0,815.78,121.49,41745.11,1.1
2018,12,Malaysia,Entertainment,Television,1276.0,934.71,1114.37,32353.28,1.0
2019,1,Malaysia,Home Appliances,Blender,485.0,1223.0,1090.58,17804.49,1.5
2018,1,Indonesia,Computers,Keyboard,709.0,1868.2,510.09,27127.53,3.7
2021,1,Indonesia,Computers,Desktop,1203.0,968.22,985.95,3275.28,3.3
2019,3,Malaysia,Entertainment,Streaming Device,200.0,784.97,769.94,2543.93,1.2
2022,8,Thailand,Computers,Printer,796.0,1406.86,1473.83,40746.39,4.7
2019,11,Thailand,Computers,Laptop,362.0,819.22,583.64,43302.63,4.3
2020,2,Indonesia,Personal Care,Hair Dryer,399.0,1092.96,1403.28,38672.19,4.6
2022,2,Malaysia,Electronics,Smartwatch,793.0,1687.86,448.22,9872.26,2.7
2018,2,Indonesia,Entertainment,Gaming Console,1370.0,1697.52,586.66,47659.11,4.7
2018,11,Indonesia,Home Appliances,Microwave,959.0,1190.65,762.32,2868.76,1.8
2020,4,Indonesia,Home Appliances,Refrigerator,539.0,272.93,995.73,15429.76,4.1
2018,11,Philippines,Electronics,Smartwatch,258.0,1428.75,321.42,30013.83,4.2
2022,12,Malaysia,Home Appliances,Dryer,386.0,769.31,1471.54,13471.9,4.3
2022,5,Indonesia,Electronics,Camera,1490.0,1695.62,1448.11,38918.01,4.9
2022,4,Indonesia,Computers,Laptop,1253.0,168.0,962.17,15076.8,1.1
2019,4,Indonesia,Home Appliances,Dryer,1491.0,1323.58,685.57,36095.05,1.4
2019,10,Malaysia,Personal Care,Hair Straightener,156.0,837.36,807.7,9422.51,1.0
2022,6,Philippines,Home Appliances,Refrigerator,1001.0,1141.51,953.31,24464.19,1.0
2019,3,Philippines,Entertainment,DVD Player,1478.0,1675.7,980.88,2711.45,3.8
2019,12,Malaysia,Electronics,Portable Speaker,196.0,707.05,1356.65,3635.42,4.8
2021,2,Singapore,Home Appliances,Blender,1214.0,181.37,979.81,29542.33,3.7
2019,2,Philippines,Personal Care,Facial Cleanser,919.0,190.52,1477.89,24566.82,3.6
2021,5,Thailand,Personal Care,Facial Cleanser,1046.0,708.83,1040.38,46466.73,4.3
2021,10,Philippines,Entertainment,VR Headset,942.0,538.36,817.43,43006.72,4.5
2019,2,Malaysia,Entertainment,VR Headset,637.0,385.33,239.04,26612.14,2.3
2019,1,Philippines,Computers,Monitor,429.0,594.8,1041.56,43052.23,4.5
2019,4,Philippines,Entertainment,Sound System,923.0,1980.76,728.79,27814.34,2.5
2018,9,Philippines,Personal Care,Massager,205.0,1677.9,32.38,37715.33,2.1
2021,3,Philippines,Entertainment,Sound System,1018.0,1205.59,308.89,33441.12,4.0
2018,7,Indonesia,Computers,External Hard Drive,1057.0,1425.18,1143.71,11387.57,4.9
2022,1,Thailand,Entertainment,DVD Player,955.0,263.77,1256.98,2889.12,3.1
2019,3,Thailand,Computers,Desktop,684.0,1296.8,1276.29,25042.73,3.3
2022,7,Singapore,Home Appliances,Blender,1077.0,1677.31,896.41,15555.69,4.8
2018,3,Singapore,Personal Care,Electric Toothbrush,1305.0,898.32,1266.37,27902.71,3.0
2021,9,Malaysia,Electronics,Smartphone,169.0,441.98,736.7,24765.26,4.8
2020,2,Philippines,Computers,External Hard Drive,1088.0,1868.97,813.12,3707.83,2.0
2019,5,Indonesia,Entertainment,Gaming Console,107.0,1069.62,1346.22,39468.12,5.0
2022,1,Thailand,Home Appliances,Refrigerator,400.0,1562.51,1431.26,4223.11,2.8
2022,4,Philippines,Computers,Laptop,82.0,1706.36,1393.96,48724.52,2.4
2022,8,Malaysia,Electronics,E-reader,137.0,1924.94,960.01,26631.65,3.7
2018,12,Singapore,Entertainment,VR Headset,282.0,673.56,811.02,5363.11,1.3
2018,6,Philippines,Home Appliances,Air Conditioner,823.0,845.71,127.91,17841.96,2.9
2020,8,Indonesia,Personal Care,Shaver,,,1248.58,11900.53,
2018,4,Philippines,Electronics,Smartphone,529.0,481.05,36.37,30228.04,4.9
2021,8,Indonesia,Computers,External Hard Drive,358.0,450.15,1229.27,17056.01,2.9
2021,7,Thailand,Entertainment,DVD Player,441.0,161.3,158.58,12263.51,2.4
2022,10,Philippines,Entertainment,Streaming Device,863.0,532.09,848.37,37557.5,3.5
2019,1,Singapore,Personal Care,Massager,1123.0,663.08,1245.5,49046.06,4.1
2022,9,Thailand,Home Appliances,Refrigerator,893.0,1333.42,1161.63,38057.45,3.3
2021,4,Singapore,Entertainment,Sound System,556.0,559.24,777.84,19354.66,3.8
2021,4,Indonesia,Entertainment,Streaming Device,421.0,1184.23,435.4,3059.66,1.1
2021,5,Thailand,Computers,Keyboard,1131.0,123.45,533.96,49618.01,3.2
2022,10,Malaysia,Home Appliances,Blender,761.0,303.9,1029.73,49800.13,1.1
2020,2,Singapore,Computers,Laptop,540.0,1363.06,905.91,26347.79,3.3
2019,5,Singapore,Electronics,E-reader,614.0,917.52,179.66,12875.08,1.8
2020,8,Malaysia,Electronics,Portable Speaker,1494.0,1218.66,1071.29,28550.79,1.7
2020,12,Malaysia,Electronics,E-reader,1371.0,1295.19,405.67,27159.83,3.3
2019,1,Malaysia,Home Appliances,Blender,1248.0,1367.11,1230.9,1517.53,1.7
2021,6,Thailand,Entertainment,VR Headset,1464.0,215.56,151.94,30265.7,4.5
2021,5,Indonesia,Home Appliances,Washing Machine,768.0,87.23,200.15,25599.9,3.3
2022,2,Malaysia,Home Appliances,Microwave,910.0,1435.6,323.48,23839.38,4.7
2022,8,Philippines,Home Appliances,Dryer,883.0,994.76,956.84,40234.92,4.9
2020,4,Indonesia,Computers,Monitor,684.0,1544.6,1346.68,23150.81,3.9
2019,11,Philippines,Personal Care,Shaver,829.0,1630.18,306.58,15761.51,1.6
2019,5,Singapore,Home Appliances,Blender,993.0,1654.06,487.25,23454.42,3.4
2018,12,Malaysia,Entertainment,VR Headset,1396.0,319.02,942.19,16376.97,4.7
2018,6,Malaysia,Personal Care,Electric Toothbrush,519.0,1398.07,102.54,8938.71,3.2
2020,1,Indonesia,Personal Care,Hair Straightener,151.0,1147.54,1401.81,29283.87,4.7
2022,11,Malaysia,Entertainment,VR Headset,406.0,1093.1,911.97,44024.91,1.2
2021,11,Philippines,Computers,Printer,,,1365.64,46154.83,
2021,1,Indonesia,Personal Care,Electric Toothbrush,634.0,98.83,705.12,1915.89,1.9
2020,9,Malaysia,Electronics,Smartphone,1034.0,222.19,595.54,6328.31,2.8
2019,9,Indonesia,Entertainment,Gaming Console,675.0,607.77,1242.25,15812.87,2.7
2018,5,Philippines,Home Appliances,Air Conditioner,974.0,1995.88,1021.04,13092.28,2.2
2022,5,Philippines,Electronics,Camera,1431.0,142.55,623.2,24048.1,2.0
2019,4,Philippines,Computers,Monitor,654.0,591.76,884.07,13024.59,4.8
2022,3,Singapore,Home Appliances,Blender,175.0,617.94,255.13,1040.76,4.2
2022,3,Philippines,Computers,Laptop,793.0,1157.56,433.63,13373.32,4.2
2020,6,Indonesia,Home Appliances,Microwave,800.0,987.33,412.36,48873.29,2.6
2018,3,Indonesia,Home Appliances,Washing Machine,701.0,515.87,266.92,15048.73,3.3
2018,6,Philippines,Personal Care,Massager,963.0,230.09,601.92,29889.43,1.1
2021,10,Singapore,Computers,Desktop,765.0,1731.77,780.67,27023.65,3.6
2019,10,Thailand,Computers,Keyboard,762.0,1926.44,390.8,33238.94,2.8
2019,1,Philippines,Home Appliances,Microwave,241.0,1499.65,896.14,7161.32,4.9
2018,11,Malaysia,Personal Care,Hair Straightener,772.0,358.92,1101.05,5000.92,4.5
2022,4,Malaysia,Home Appliances,Dryer,328.0,1368.33,986.54,23011.8,4.6
2021,12,Singapore,Computers,Keyboard,843.0,579.29,35.41,43660.46,3.4
2021,8,Thailand,Computers,Laptop,837.0,1033.46,1444.41,46852.27,4.4
2022,12,Philippines,Electronics,Portable Speaker,,,870.21,15916.55,
2021,8,Thailand,Computers,Monitor,1324.0,1459.35,1347.88,17188.09,3.6
2022,2,Singapore,Home Appliances,Air Conditioner,554.0,1412.46,740.1,19515.03,4.3
2021,10,Thailand,Entertainment,Sound System,399.0,685.05,800.54,36618.32,4.3
2018,5,Philippines,Entertainment,Gaming Console,,,1418.72,38314.61,
2021,8,Indonesia,Home Appliances,Washing Machine,184.0,1923.06,1317.16,35218.34,4.0
2021,11,Singapore,Entertainment,DVD Player,,,65.23,43182.94,
2019,11,Singapore,Entertainment,Gaming Console,1179.0,1065.49,481.35,35202.23,2.1
2021,7,Malaysia,Home Appliances,Air Conditioner,244.0,700.04,1473.04,32159.15,3.8
2022,8,Malaysia,Entertainment,Streaming Device,523.0,1507.87,460.81,47105.31,1.3
2018,3,Singapore,Computers,Monitor,1468.0,1243.69,279.21,5578.51,4.2
2021,4,Philippines,Electronics,Tablet,1431.0,1604.09,1153.45,17173.04,3.6
2018,8,Malaysia,Personal Care,Electric Toothbrush,1269.0,1653.81,233.85,11167.78,3.2
2018,4,Singapore,Home Appliances,Air Conditioner,332.0,1369.29,1205.45,14135.89,3.1
2021,7,Malaysia,Computers,Laptop,392.0,693.91,479.97,7496.81,1.2
2019,3,Malaysia,Computers,Monitor,166.0,1488.04,828.3,48734.24,2.9
2020,5,Thailand,Entertainment,Sound System,773.0,1216.27,752.61,5993.21,1.6
2021,6,Thailand,Electronics,Smartphone,995.0,967.9,805.3,31085.31,4.5
2020,6,Thailand,Entertainment,DVD Player,1090.0,1158.47,1328.74,23697.7,4.0
2021,11,Malaysia,Home Appliances,Blender,1034.0,1258.73,936.77,21488.84,2.3
2018,1,Singapore,Personal Care,Hair Dryer,953.0,392.1,855.14,14112.32,4.2
2021,3,Indonesia,Home Appliances,Dryer,105.0,1317.0,523.16,29163.84,2.3
2020,1,Philippines,Entertainment,Gaming Console,271.0,794.5,1426.73,10314.91,2.1
2018,2,Philippines,Entertainment,DVD Player,146.0,1093.6,1300.16,45185.05,4.2
2021,2,Philippines,Home Appliances,Microwave,554.0,599.94,1427.32,20823.61,4.2
2019,11,Thailand,Home Appliances,Washing Machine,215.0,270.29,1222.23,19641.26,2.6
2022,10,Malaysia,Electronics,Tablet,770.0,405.52,92.5,13614.2,3.9
2021,11,Malaysia,Electronics,Smartphone,,,1158.08,26059.71,
2019,5,Singapore,Entertainment,DVD Player,1374.0,655.51,425.92,39968.68,1.6
2020,2,Singapore,Electronics,Smartphone,1494.0,1874.35,845.59,15691.11,3.5
2019,2,Thailand,Electronics,Tablet,1111.0,1547.75,271.74,40733.73,3.9
2022,3,Thailand,Computers,Printer,255.0,1881.72,171.67,49956.29,4.6
2019,9,Indonesia,Electronics,Smartwatch,259.0,1964.1,1350.91,49737.14,4.9
2021,1,Thailand,Personal Care,Facial Cleanser,974.0,384.99,1363.23,9230.62,1.7
2019,6,Indonesia,Computers,Laptop,187.0,19999.4,1289.25,22813.52,4.4
2021,12,Singapore,Personal Care,Electric Toothbrush,1253.0,1501.54,1236.29,38646.58,3.6
2020,10,Singapore,Home Appliances,Microwave,517.0,1685.07,407.62,9041.11,2.6
2022,2,Indonesia,Computers,External Hard Drive,1269.0,1598.24,437.91,17746.74,3.3
2019,3,Philippines,Entertainment,Television,,,180.08,47359.79,
2022,10,Philippines,Personal Care,Massager,697.0,516.05,1472.8,44963.73,1.2
2019,7,Thailand,Personal Care,Hair Straightener,987.0,1782.96,420.48,38833.62,1.5
2022,6,Indonesia,Computers,Laptop,900.0,1834.43,112.64,34818.46,3.3
2019,11,Thailand,Personal Care,Facial Cleanser,753.0,881.43,646.02,15377.14,1.2
2020,10,Singapore,Electronics,Portable Speaker,14990.0,1289.36,573.96,24841.92,4.3
2020,3,Philippines,Home Appliances,Microwave,327.0,846.53,95.42,43397.03,3.7
2021,9,Malaysia,Home Appliances,Dryer,829.0,1042.03,477.11,37542.72,3.9
2019,8,Malaysia,Electronics,Camera,,,1468.44,49292.97,
2020,7,Malaysia,Computers,External Hard Drive,1437.0,692.57,816.49,36809.36,4.5
2020,5,Thailand,Personal Care,Electric Toothbrush,487.0,1533.27,1294.87,29832.6,4.7
2022,5,Indonesia,Electronics,Smartwatch,438.0,1660.51,1014.36,3278.0,3.0
2020,7,Thailand,Electronics,Camera,394.0,1894.48,757.82,20458.37,4.3
2020,6,Malaysia,Personal Care,Massager,875.0,838.51,122.68,19737.98,1.8
2021,2,Indonesia,Entertainment,Gaming Console,533.0,1123.02,58.38,18423.8,4.5
2018,6,Indonesia,Computers,External Hard Drive,918.0,1436.35,1048.09,29889.11,1.0
2022,6,Indonesia,Personal Care,Shaver,921.0,1531.58,971.54,19788.59,1.8
2020,1,Thailand,Personal Care,Electric Toothbrush,1304.0,1815.23,1470.06,48059.19,5.0
2018,7,Thailand,Personal Care,Hair Straightener,157.0,1700.04,113.02,6395.71,2.9
2018,5,Indonesia,Entertainment,Gaming Console,476.0,863.51,522.46,36221.75,1.3
2020,3,Singapore,Electronics,Smartphone,826.0,1650.68,508.38,13503.89,1.5
2021,8,Philippines,Entertainment,DVD Player,653.0,1992.6,305.4,14776.24,1.2
2019,5,Singapore,Home Appliances,Air Conditioner,1211.0,946.47,121.15,27440.53,1.5
2021,8,Philippines,Home Appliances,Refrigerator,746.0,1622.34,1058.15,16338.83,1.6
2020,2,Indonesia,Computers,Laptop,941.0,467.66,478.22,35558.99,2.4
2022,1,Singapore,Entertainment,Gaming Console,460.0,879.91,1392.03,3417.85,2.6
2019,11,Thailand,Electronics,E-reader,119.0,457.05,1173.63,16958.48,3.4
2019,12,Thailand,Personal Care,Hair Dryer,888.0,445.65,224.64,33173.5,3.9
2020,7,Indonesia,Entertainment,Gaming Console,409.0,742.27,975.24,37906.25,1.5
2020,2,Thailand,Entertainment,Television,896.0,1753.83,1435.7,10976.67,4.0
2022,11,Singapore,Personal Care,Facial Cleanser,1467.0,1997.42,355.56,39776.65,1.3
2021,3,Thailand,Personal Care,Massager,761.0,683.39,993.07,37084.84,1.7
2022,12,Philippines,Home Appliances,Washing Machine,973.0,1748.07,244.46,41074.6,5.0
2020,1,Malaysia,Home Appliances,Washing Machine,1134.0,622.05,228.57,25309.91,1.5
2022,8,Singapore,Electronics,Smartwatch,620.0,850.17,1210.66,1090.91,2.2
2020,7,Singapore,Electronics,Smartphone,1262.0,1308.89,665.01,17146.93,1.6
2019,4,Philippines,Electronics,Camera,636.0,564.56,703.34,29453.09,4.6
2022,4,Philippines,Electronics,E-reader,314.0,1396.35,75.19,42759.85,4.1
2018,2,Malaysia,Personal Care,Shaver,310.0,779.31,578.24,23149.82,3.3
2019,2,Malaysia,Electronics,Portable Speaker,177.0,1487.56,1037.69,47246.09,2.9
2018,5,Malaysia,Electronics,Tablet,1360.0,264.96,111.94,29881.7,3.4
2020,3,Thailand,Entertainment,Sound System,290.0,1361.06,889.6,1540.31,2.3
2018,2,Malaysia,Electronics,Smartwatch,,,1450.92,5535.74,
2021,3,Philippines,Electronics,Tablet,,,1117.94,4409.58,
2020,4,Indonesia,Computers,Keyboard,1117.0,1352.76,149.11,10038.85,1.6
2018,2,Philippines,Personal Care,Shaver,344.0,903.71,1144.33,29301.33,1.8
2020,2,Philippines,Home Appliances,Blender,1235.0,1911.11,1137.96,6760.84,2.5
2021,4,Philippines,Entertainment,Sound System,557.0,1070.74,661.42,40181.58,4.1
2018,3,Singapore,Entertainment,Gaming Console,872.0,493.21,328.98,18028.52,3.4
2018,8,Indonesia,Personal Care,Hair Straightener,1385.0,1412.07,433.27,2498.43,2.3
2019,11,Thailand,Entertainment,Television,292.0,1613.35,1105.76,36997.18,4.6
2018,9,Thailand,Computers,Printer,807.0,1775.79,573.81,5634.68,1.3
2018,9,Malaysia,Entertainment,DVD Player,567.0,510.15,793.14,9387.24,2.8
2020,9,Indonesia,Personal Care,Shaver,812.0,1649.72,1329.45,6941.28,4.2
2021,3,Thailand,Electronics,Portable Speaker,14990.0,651.11,576.84,38748.62,2.2
2022,12,Singapore,Electronics,Smartphone,123.0,1778.81,948.49,5281.62,4.5
2021,6,Malaysia,Home Appliances,Refrigerator,179.0,1710.59,767.44,26945.82,4.8
2021,6,Singapore,Entertainment,DVD Player,182.0,1413.81,183.38,15812.59,1.1
2018,5,Indonesia,Home Appliances,Air Conditioner,975.0,125.65,144.31,48793.84,4.0
2022,5,Malaysia,Home Appliances,Microwave,691.0,1354.3,318.18,29052.8,1.4
2022,8,Philippines,Computers,External Hard Drive,558.0,1330.4,214.87,37732.92,2.0
2021,7,Thailand,Home Appliances,Blender,1071.0,1052.01,566.4,39423.26,1.4
2020,6,Philippines,Electronics,E-reader,1175.0,467.43,326.86,8615.87,3.6
2022,10,Singapore,Computers,External Hard Drive,578.0,697.53,1100.31,9162.34,4.8
2022,5,Indonesia,Home Appliances,Dryer,862.0,1859.89,329.4,39097.06,1.4
2021,4,Malaysia,Home Appliances,Blender,436.0,1844.68,1345.92,24713.68,3.5
2019,9,Malaysia,Personal Care,Facial Cleanser,366.0,1567.86,773.8,8484.19,3.5
2022,4,Singapore,Home Appliances,Air Conditioner,,,489.89,35734.56,
2021,10,Indonesia,Personal Care,Facial Cleanser,116.0,451.13,723.91,46853.9,1.7
2019,8,Singapore,Personal Care,Shaver,1252.0,105.11,424.26,31103.41,2.4
2021,9,Thailand,Electronics,E-reader,1166.0,1626.31,639.35,33098.86,3.9
2021,3,Indonesia,Home Appliances,Refrigerator,724.0,708.06,389.15,12087.7,2.2
2020,11,Thailand,Entertainment,DVD Player,818.0,128.41,1359.79,15927.98,3.2
2018,2,Singapore,Computers,Keyboard,661.0,723.94,25.9,28514.16,4.4
2019,12,Malaysia,Personal Care,Hair Dryer,302.0,1894.57,740.1,49243.02,3.1
2018,4,Malaysia,Home Appliances,Dryer,344.0,1046.34,851.72,1258.51,2.0
2019,11,Malaysia,Home Appliances,Blender,571.0,855.61,819.05,7139.54,4.7
2019,12,Thailand,Computers,External Hard Drive,1068.0,546.15,65.09,43117.62,2.4
2022,11,Singapore,Personal Care,Electric Toothbrush,1235.0,382.32,913.14,7765.67,3.8
2020,12,Philippines,Electronics,Tablet,853.0,1576.85,530.88,31163.78,3.9
2020,10,Thailand,Entertainment,Gaming Console,998.0,1408.61,838.59,20623.15,1.1
2021,4,Thailand,Home Appliances,Blender,1289.0,890.07,293.08,10353.7,3.2
2018,4,Malaysia,Personal Care,Hair Straightener,241.0,1956.55,441.09,40594.84,4.2
2021,6,Malaysia,Home Appliances,Microwave,,,375.98,49961.72,
2020,4,Malaysia,Electronics,E-reader,421.0,1373.82,1286.39,47182.71,1.9
2021,5,Philippines,Entertainment,Gaming Console,595.0,1796.54,564.1,17041.51,4.2
2020,5,Philippines,Electronics,E-reader,,,250.94,5097.22,
2020,6,Thailand,Personal Care,Electric Toothbrush,1380.0,933.11,486.75,18756.03,3.5
2019,11,Malaysia,Home Appliances,Blender,63.0,1733.29,969.46,1730.94,3.6
2021,10,Malaysia,Computers,Keyboard,1418.0,743.18,859.3,34680.46,3.6
2019,2,Thailand,Personal Care,Shaver,1076.0,490.58,38.73,21823.57,2.3
2021,8,Malaysia,Home Appliances,Air Conditioner,,,1065.25,40393.86,
2020,11,Singapore,Electronics,Camera,1330.0,1020.58,687.7,44395.28,4.6
2020,2,Singapore,Electronics,Smartwatch,341.0,1764.5,1432.08,34543.54,1.8
2022,2,Thailand,Electronics,Tablet,1146.0,101.87,1394.1,41613.18,2.3
2019,7,Singapore,Personal Care,Massager,1046.0,300.77,770.59,32193.73,1.7
2018,6,Thailand,Personal Care,Massager,1422.0,713.37,416.75,22876.0,3.8
2021,12,Thailand,Electronics,E-reader,1330.0,1795.64,863.2,31548.85,1.9
2018,5,Malaysia,Computers,Keyboard,1126.0,1959.26,826.46,49647.39,1.9
2022,10,Thailand,Personal Care,Facial Cleanser,1092.0,800.67,471.29,21939.86,3.2
2020,12,Indonesia,Computers,Keyboard,318.0,1160.45,1315.66,15006.91,2.5
2019,8,Singapore,Computers,Printer,1360.0,280.26,1186.87,5024.61,4.0
2018,6,Malaysia,Electronics,Portable Speaker,1279.0,454.21,219.77,25429.21,3.7
2019,12,Singapore,Home Appliances,Refrigerator,442.0,711.55,1452.46,6164.13,4.6
2020,6,Malaysia,Home Appliances,Microwave,1379.0,1803.65,383.71,17271.06,1.6
2019,10,Malaysia,Personal Care,Electric Toothbrush,394.0,1641.47,1299.92,43052.23,4.2
2019,9,Malaysia,Personal Care,Hair Straightener,851.0,219.48,82.58,7435.51,4.2
2021,7,Malaysia,Entertainment,VR Headset,1135.0,1241.26,1206.78,40612.13,4.0
2018,10,Thailand,Electronics,Smartphone,1313.0,357.28,22.74,19867.79,3.7
2022,10,Singapore,Personal Care,Hair Dryer,220.0,1399.16,512.05,10355.8,1.8
2019,12,Philippines,Computers,Laptop,385.0,408.0,1413.96,11940.71,3.6
2019,2,Thailand,Electronics,Smartphone,693.0,219.54,1218.35,7151.22,1.9
2022,2,Philippines,Computers,Laptop,222.0,99.05,352.14,39353.87,1.6
2018,9,Philippines,Personal Care,Electric Toothbrush,393.0,1340.36,1163.93,3772.59,3.2
2020,8,Thailand,Home Appliances,Dryer,,,953.96,38842.25,
2021,5,Thailand,Computers,Keyboard,919.0,841.53,367.73,32722.63,4.8
2022,4,Philippines,Computers,Monitor,937.0,446.51,171.24,46722.28,2.3
2019,12,Indonesia,Home Appliances,Air Conditioner,,,911.77,34878.79,
2020,4,Indonesia,Home Appliances,Dryer,730.0,215.1,297.61,17617.81,3.9
2021,10,Philippines,Entertainment,Gaming Console,417.0,1131.15,546.38,28416.15,4.4
2022,4,Malaysia,Personal Care,Facial Cleanser,735.0,279.51,473.4,36502.13,2.7
2019,7,Philippines,Personal Care,Hair Dryer,714.0,1237.32,952.51,25692.16,5.0
2018,7,Philippines,Home Appliances,Dryer,407.0,446.59,305.29,41345.73,3.8
2022,8,Philippines,Personal Care,Facial Cleanser,175.0,735.31,1438.41,26853.5,4.9
2019,2,Philippines,Home Appliances,Washing Machine,1122.0,119.96,1390.7,20123.0,4.9
2020,7,Philippines,Computers,Keyboard,574.0,1859.33,1033.17,4780.52,2.1
2022,10,Indonesia,Computers,Desktop,1300.0,283.32,1331.48,12946.02,4.8
